University_Name_Location,年份,最低,最高,平均,录取人数,录取批次,Topic
太原工业学院,2009,499,538,512,155,第二批,理科
太原工业学院,2008,510,535,525,14,提前批,理科
太原工业学院,2013,411,479,443,19,专科,文科
太原工业学院,2012,545,552,548,2,第二批,文科
太原工业学院,2012,418,490,439,18,专科,文科
太原工业学院,2011,341,437,386,19,专科,文科
太原工业学院,2010,569,586,576,3,第二批,文科
太原工业学院,2009,491,509,495,25,第二批,文科
太原工业学院,2008,530,544,536,6,提前批,文科
中国劳动关系学院,2013,517,553,531,18,第二批,理科
中国劳动关系学院,2012,523,555,539,17,第二批,理科
中国劳动关系学院,2011,516,542,524,17,第二批,理科
中国劳动关系学院,2010,576,609,586,15,第二批,理科
中国劳动关系学院,2009,514,534,521,15,第二批,理科
中国劳动关系学院,2008,511,555,524,14,提前批,理科
中国劳动关系学院,2013,562,573,566,18,第二批,文科
中国劳动关系学院,2012,547,582,562,16,第二批,文科
中国劳动关系学院,2011,555,579,560,15,第二批,文科
中国劳动关系学院,2010,572,585,576,16,第二批,文科
中国劳动关系学院,2009,502,519,509,14,第二批,文科
中国劳动关系学院,2008,535,564,543,13,提前批,文科
重庆工商大学,2014,,,546,,第二批,理科
重庆工商大学,2013,517,574,550,22,第二批,理科
重庆工商大学,2012,551,573,558,25,第二批,理科
重庆工商大学,2011,528,558,539,31,第二批,理科
重庆工商大学,2010,,618,587,27,第二批,理科
重庆工商大学,2009,508,543,525,58,第二批,理科
重庆工商大学,2008,510,536,521,16,提前批,理科
重庆工商大学,2014,,,566,,第二批,文科
重庆工商大学,2013,549,585,574,18,第二批,文科
重庆工商大学,2012,568,577,571,23,第二批,文科
重庆工商大学,2011,557,568,560,24,第二批,文科
重庆工商大学,2010,,588,576,24,第二批,文科
重庆工商大学,2009,499,528,514,32,第二批,文科
重庆工商大学,2008,536,570,547,24,提前批,文科
重庆科技学院,2014,,,517,,第二批,理科
重庆科技学院,2013,519,555,525,25,第二批,理科
重庆科技学院,2012,523,548,531,30,第二批,理科
重庆科技学院,2011,504,544,518,30,第二批,理科
重庆科技学院,2010,,603,581,30,第二批,理科
重庆科技学院,2009,500,534,518,55,第二批,理科
重庆科技学院,2008,506,538,524,30,提前批,理科
重庆科技学院,2013,550,558,554,5,第二批,文科
重庆师范大学,2014,,,526,,第二批,理科
重庆师范大学,2013,526,556,534,20,第二批,理科
重庆师范大学,2012,531,561,539,22,第二批,理科
重庆师范大学,2011,512,559,524,23,第二批,理科
重庆师范大学,2010,,587,574,20,第二批,理科
重庆师范大学,2009,497,537,517,35,第二批,理科
重庆师范大学,2008,501,526,510,5,提前批,理科
重庆师范大学,2014,,,557,,第二批,文科
重庆师范大学,2013,565,577,569,20,第二批,文科
重庆师范大学,2012,548,577,562,18,第二批,文科
重庆师范大学,2011,550,569,555,17,第二批,文科
重庆师范大学,2010,,583,568,20,第二批,文科
重庆师范大学,2009,490,518,504,30,第二批,文科
重庆师范大学,2008,526,550,533,10,提前批,文科
重庆文理学院,2014,,,519,,第二批,理科
重庆文理学院,2013,514,555,528,10,第二批,理科
重庆文理学院,2012,539,560,546,11,第二批,理科
重庆文理学院,2011,508,540,525,12,第二批,理科
重庆文理学院,2010,,604,580,12,第二批,理科
重庆文理学院,2009,502,515,506,46,第二批,理科
重庆文理学院,2014,,,545,,第二批,文科
重庆文理学院,2013,546,572,557,10,第二批,文科
重庆文理学院,2011,535,556,543,8,第二批,文科
重庆文理学院,2010,,593,564,7,第二批,文科
重庆文理学院,2009,478,509,489,29,第二批,文科
云南民族大学,2009,489,508,496,6,第二批,文科
湖北工业大学,2014,,,544,,第二批,理科
湖北工业大学,2013,549,569,556,25,第二批,理科
湖北工业大学,2012,557,579,563,25,第二批,理科
湖北工业大学,2011,519,573,546,40,第二批,理科
湖北工业大学,2010,576,611,599,43,第二批,理科
湖北工业大学,2009,506,566,536,1982,第二批,理科
湖北工业大学,2009,359,359,359,1,提前批,理科
湖北工业大学,2008,524,554,538,28,提前批,理科
湖北工业大学,2014,,,559,,第二批,文科
湖北工业大学,2013,565,578,569,10,第二批,文科
湖北工业大学,2012,544,569,564,10,第二批,文科
湖北工业大学,2011,553,565,557,10,第二批,文科
湖北工业大学,2010,564,573,566,6,第二批,文科
湖北工业大学,2009,486,528,513,300,第二批,文科
湖北工业大学,2009,311,311,311,1,提前批,文科
湖北工业大学,2008,526,559,542,7,提前批,文科
西华大学,2014,,,520,,第二批,理科
西华大学,2013,516,556,534,27,第二批,理科
西华大学,2012,530,563,540,22,第二批,理科
西华大学,2011,510,539,519,20,第二批,理科
西华大学,2010,460,586,525,15,第一批,理科
西华大学,2010,567,620,589,15,第二批,理科
西华大学,2009,511,533,521,44,第二批,理科
西华大学,2008,511,559,527,12,提前批,理科
西华大学,2014,,,550,,第二批,文科
西华大学,2013,546,571,558,27,第二批,文科
西华大学,2012,556,565,560,8,第二批,文科
西华大学,2011,544,562,550,10,第二批,文科
西华大学,2010,562,580,566,12,第二批,文科
西华大学,2009,494,504,497,3,第二批,文科
西华大学,2008,514,529,520,8,提前批,文科
厦门理工学院,2014,554,,556,,第二批,理科
厦门理工学院,2013,553,570,562,19,第二批,理科
厦门理工学院,2013,460,488,471,8,专科,理科
厦门理工学院,2012,561,571,566,17,第二批,理科
厦门理工学院,2012,467,519,481,13,专科,理科
厦门理工学院,2011,540,560,545,14,第二批,理科
厦门理工学院,2011,434,484,449,12,专科,理科
厦门理工学院,2010,489,565,514,12,第一批,理科
厦门理工学院,2010,593,608,597,23,第二批,理科
厦门理工学院,2009,512,547,530,14,第二批,理科
厦门理工学院,2008,523,536,528,6,提前批,理科
厦门理工学院,2014,557,,563,,第二批,文科
厦门理工学院,2013,576,587,579,8,第二批,文科
厦门理工学院,2013,468,469,468,2,专科,文科
厦门理工学院,2012,569,574,571,8,第二批,文科
厦门理工学院,2012,483,533,498,4,专科,文科
厦门理工学院,2011,557,564,560,7,第二批,文科
厦门理工学院,2011,441,499,474,4,专科,文科
厦门理工学院,2010,500,525,511,3,第一批,文科
厦门理工学院,2010,570,582,574,8,第二批,文科
厦门理工学院,2009,510,516,513,6,第二批,文科
厦门理工学院,2008,541,551,545,4,提前批,文科
长春中医药大学,2009,506,530,516,15,第二批,理科
长春中医药大学,2009,493,520,503,5,第二批,文科
云南财经大学,2014,,,535,,第二批,理科
云南财经大学,2013,548,561,553,31,第二批,理科
云南财经大学,2012,551,583,557,20,第二批,理科
云南财经大学,2011,534,556,540,20,第二批,理科
云南财经大学,2010,586,607,593,20,第二批,理科
云南财经大学,2009,506,549,528,30,第二批,理科
云南财经大学,2008,528,557,538,15,提前批,理科
云南财经大学,2014,,,556,,第二批,文科
云南财经大学,2013,571,592,575,29,第二批,文科
云南财经大学,2012,566,576,568,20,第二批,文科
云南财经大学,2011,555,566,559,20,第二批,文科
云南财经大学,2010,570,589,576,20,第二批,文科
云南财经大学,2009,510,526,518,20,第二批,文科
云南财经大学,2008,525,564,544,15,提前批,文科
新疆财经大学,2010,540,564,558,,第二批,理科
新疆财经大学,2008,512,522,517,2,提前批,理科
新疆财经大学,2010,555,568,560,4,第二批,文科
新疆财经大学,2008,528,529,528,2,提前批,文科
宁波诺丁汉大学,2009,541,574,553,7,第一批,理科
宁波诺丁汉大学,2009,519,556,529,8,第一批,文科
西交利物浦大学,2009,540,581,552,15,第一批,理科
西交利物浦大学,2009,518,532,522,8,第一批,文科
梧州学院,2014,,,511,,第二批,理科
梧州学院,2013,515,535,520,15,第二批,理科
梧州学院,2013,385,443,412,11,专科,理科
梧州学院,2012,522,563,530,15,第二批,理科
梧州学院,2012,395,507,418,6,专科,理科
梧州学院,2011,501,534,513,12,第二批,理科
梧州学院,2011,378,464,423,4,专科,理科
梧州学院,2010,453,526,494,8,第一批,理科
梧州学院,2010,567,588,579,6,第二批,理科
梧州学院,2009,495,506,499,9,第二批,理科
梧州学院,2008,505,539,516,15,提前批,理科
梧州学院,2014,,,539,,第二批,文科
梧州学院,2013,549,558,552,14,第二批,文科
梧州学院,2013,431,506,467,10,专科,文科
梧州学院,2012,524,561,544,14,第二批,文科
梧州学院,2012,446,500,475,14,专科,文科
梧州学院,2011,533,546,536,13,第二批,文科
梧州学院,2011,434,513,451,15,专科,文科
梧州学院,2010,474,545,508,13,第一批,文科
梧州学院,2010,554,568,558,7,第二批,文科
梧州学院,2009,478,492,482,15,第二批,文科
梧州学院,2008,520,540,527,10,提前批,文科
山西大同大学,2013,531,554,539,3,第二批,理科
山西大同大学,2012,522,583,539,15,第二批,理科
山西大同大学,2011,501,531,507,19,第二批,理科
山西大同大学,2010,515,552,550,,第二批,理科
山西大同大学,2009,496,509,502,14,第二批,理科
山西大同大学,2008,502,514,508,3,提前批,理科
山西大同大学,2014,,,539,,第二批,文科
山西大同大学,2013,545,545,545,2,第二批,文科
山西大同大学,2012,540,549,543,5,第二批,文科
山西大同大学,2011,533,549,535,11,第二批,文科
山西大同大学,2010,563,563,563,1,第二批,文科
山西大同大学,2009,478,486,482,6,第二批,文科
山西大同大学,2008,515,547,523,7,提前批,文科
河北北方学院,2009,495,505,499,10,第二批,理科
衡水学院,2014,,,500,,第二批,理科
衡水学院,2013,508,536,513,15,第二批,理科
衡水学院,2012,515,535,520,15,第二批,理科
衡水学院,2011,493,501,497,13,第二批,理科
衡水学院,2010,567,607,576,9,第二批,理科
衡水学院,2008,501,537,507,12,提前批,理科
衡水学院,2014,,,530,,第二批,文科
衡水学院,2013,543,550,545,8,第二批,文科
衡水学院,2012,541,567,545,8,第二批,文科
衡水学院,2011,530,543,533,14,第二批,文科
衡水学院,2010,554,563,556,6,第二批,文科
衡水学院,2008,514,540,521,8,提前批,文科
河南科技学院,2010,498,532,516,6,第二批,理科
河南科技学院,2009,495,519,506,4,第二批,理科
河南科技学院,2010,526,572,542,4,第二批,文科
河南科技学院,2009,481,489,485,4,第二批,文科
吉林农业科技学院,2014,,,503,,第二批,理科
吉林农业科技学院,2013,510,536,514,28,第二批,理科
吉林农业科技学院,2012,519,532,522,15,第二批,理科
吉林农业科技学院,2009,495,501,496,18,第二批,理科
吉林农业科技学院,2014,,,531,,第二批,文科
吉林农业科技学院,2013,544,561,547,7,第二批,文科
吉林农业科技学院,2012,537,541,539,5,第二批,文科
吉林农业科技学院,2009,483,495,486,7,第二批,文科
鲁东大学,2013,525,542,532,13,第二批,理科
鲁东大学,2012,524,532,526,12,第二批,理科
鲁东大学,2011,504,543,523,12,第二批,理科
鲁东大学,2010,,621,593,12,第二批,理科
鲁东大学,2009,497,519,507,50,第二批,理科
鲁东大学,2008,511,542,529,10,提前批,理科
鲁东大学,2013,545,567,559,7,第二批,文科
鲁东大学,2012,550,567,559,8,第二批,文科
鲁东大学,2011,547,569,554,8,第二批,文科
鲁东大学,2010,,580,571,7,第二批,文科
鲁东大学,2009,486,505,496,20,第二批,文科
鲁东大学,2008,533,555,541,10,提前批,文科
滨州学院,2009,495,503,498,22,第二批,理科
滨州学院,2009,478,508,497,8,第二批,文科
河北理工大学,2014,,,513,,第二批,理科
河北理工大学,2013,516,544,524,39,第二批,理科
河北理工大学,2012,523,574,534,44,第二批,理科
河北理工大学,2011,504,529,514,30,第二批,理科
河北理工大学,2014,,,541,,第二批,文科
安徽科技学院,2010,505,525,515,14,第二批,理科
安徽科技学院,2009,499,512,503,30,第二批,理科
安徽科技学院,2008,510,533,519,14,提前批,理科
安徽科技学院,2010,532,562,548,6,第二批,文科
安徽科技学院,2009,480,489,485,4,第二批,文科
安徽科技学院,2008,519,539,524,6,提前批,文科
安阳工学院,2014,,,517,,第二批,理科
安阳工学院,2013,511,517,515,3,第二批,理科
安阳工学院,2012,518,519,519,3,第二批,理科
安阳工学院,2011,497,502,500,2,第二批,理科
安阳工学院,2010,500,550,511,2062,第二批,理科
安阳工学院,2014,,,528,,第二批,文科
安阳工学院,2013,542,544,543,3,第二批,文科
安阳工学院,2012,536,537,536,2,第二批,文科
安阳工学院,2011,529,530,530,2,第二批,文科
安阳工学院,2010,489,529,498,614,第二批,文科
湖北理工学院,2014,,,522,,第二批,理科
湖北理工学院,2013,527,546,531,8,第二批,理科
湖北理工学院,2013,425,509,467,8,专科,理科
湖北理工学院,2012,530,542,533,6,第二批,理科
湖北理工学院,2012,416,469,442,8,专科,理科
湖北理工学院,2011,501,516,505,8,第二批,理科
湖北理工学院,2011,384,447,412,10,专科,理科
湖北理工学院,2010,522,546,533,4,第一批,理科
湖北理工学院,2010,592,592,592,1,第二批,理科
湖北理工学院,2009,495,536,504,1025,第二批,理科
湖北理工学院,2008,504,525,509,8,提前批,理科
湖北理工学院,2014,,,534,,第二批,文科
湖北理工学院,2013,544,545,544,2,第二批,文科
湖北理工学院,2013,477,482,480,2,专科,文科
湖北理工学院,2012,540,541,540,2,第二批,文科
湖北理工学院,2012,453,477,465,2,专科,文科
湖北理工学院,2011,527,528,528,2,第二批,文科
湖北理工学院,2011,439,491,463,5,专科,文科
湖北理工学院,2010,527,527,527,1,第一批,文科
湖北理工学院,2010,535,549,549,,第二批,文科
湖北理工学院,2009,478,501,483,212,第二批,文科
湖北理工学院,2008,521,522,521,2,提前批,文科
渤海大学,2014,,,513,,第二批,理科
渤海大学,2013,527,564,543,3,第二批,理科
渤海大学,2012,536,542,539,2,第二批,理科
渤海大学,2011,504,517,510,2,第二批,理科
渤海大学,2010,572,617,587,5,第二批,理科
渤海大学,2009,504,513,508,7,第二批,理科
渤海大学,2008,510,535,526,8,提前批,理科
渤海大学,2014,,,540,,第二批,文科
渤海大学,2013,558,568,561,4,第二批,文科
渤海大学,2012,554,554,554,3,第二批,文科
渤海大学,2011,540,548,544,3,第二批,文科
渤海大学,2010,551,559,554,6,第二批,文科
渤海大学,2009,479,502,489,3,第二批,文科
渤海大学,2008,527,535,531,2,提前批,文科
南方医科大学,2014,580,650,615,,第一批,理科
南方医科大学,2013,577,655,604,1270,第一批,理科
南方医科大学,2013,453,518,496,106,专科,理科
南方医科大学,2012,562,655,601,1506,第一批,理科
南方医科大学,2012,480,541,509,104,专科,理科
南方医科大学,2011,539,637,582,1899,第一批,理科
南方医科大学,2011,453,503,488,100,专科,理科
南方医科大学,2009,567,597,579,42,第一批,理科
南方医科大学,2008,564,633,585,1113,第一批,理科
南方医科大学,2014,585,609,597,,第一批,文科
南方医科大学,2013,585,621,600,43,第一批,文科
南方医科大学,2013,518,552,537,55,专科,文科
南方医科大学,2012,589,610,595,54,第一批,文科
南方医科大学,2012,511,549,537,51,专科,文科
南方医科大学,2011,555,609,578,265,第一批,文科
南方医科大学,2011,504,537,528,52,专科,文科
南方医科大学,2010,571,617,599,57,第一批,文科
南方医科大学,2009,518,527,522,5,第一批,文科
南方医科大学,2008,570,591,576,53,第一批,文科
上海金融学院,2014,,,575,,第二批,文科
上海金融学院,2013,578,592,586,11,第二批,文科
上海金融学院,2012,582,588,585,7,第二批,文科
上海金融学院,2011,575,578,576,4,第二批,文科
上海金融学院,2010,586,593,589,5,第二批,文科
上海金融学院,2009,519,536,528,8,第二批,文科
石家庄学院,2009,495,504,499,11,第二批,理科
石家庄学院,2009,478,519,489,9,第二批,文科
邯郸学院,2014,,,498,,第二批,理科
邯郸学院,2013,506,513,509,8,第二批,理科
邯郸学院,2012,513,521,517,6,第二批,理科
邯郸学院,2014,,,525,,第二批,文科
邯郸学院,2013,540,545,542,4,第二批,文科
邯郸学院,2012,536,544,539,8,第二批,文科
河北金融学院,2014,,,526,,第二批,理科
河北金融学院,2013,518,558,534,16,第二批,理科
河北金融学院,2012,537,555,545,16,第二批,理科
河北金融学院,2011,493,536,518,12,第二批,理科
河北金融学院,2010,476,519,498,10,第一批,理科
河北金融学院,2010,518,548,529,10,第二批,理科
河北金融学院,2014,,,549,,第二批,文科
河北金融学院,2013,562,572,567,14,第二批,文科
河北金融学院,2012,556,567,560,14,第二批,文科
河北金融学院,2011,539,559,548,12,第二批,文科
河北金融学院,2010,488,540,505,10,第一批,文科
河北金融学院,2010,527,565,548,10,第二批,文科
菏泽学院,2014,,,500,,第二批,理科
菏泽学院,2013,510,515,513,8,第二批,理科
菏泽学院,2012,517,521,518,8,第二批,理科
菏泽学院,2011,490,500,495,6,第二批,理科
菏泽学院,2010,495,566,560,,第二批,理科
菏泽学院,2009,502,537,512,4,第二批,理科
菏泽学院,2008,500,528,511,8,提前批,理科
菏泽学院,2014,,,527,,第二批,文科
菏泽学院,2013,544,545,544,2,第二批,文科
菏泽学院,2012,539,542,540,2,第二批,文科
菏泽学院,2011,529,533,531,2,第二批,文科
菏泽学院,2010,538,543,542,,第二批,文科
菏泽学院,2009,478,484,480,6,第二批,文科
菏泽学院,2008,523,534,528,2,提前批,文科
长治学院,2009,495,507,501,14,第二批,理科
长治学院,2009,478,482,480,16,第二批,文科
滁州学院,2010,467,515,482,5,第一批,理科
滁州学院,2010,506,535,518,5,第二批,理科
滁州学院,2014,,,543,,第二批,文科
滁州学院,2013,546,560,550,15,第二批,文科
滁州学院,2012,542,554,547,7,第二批,文科
滁州学院,2012,453,534,476,15,专科,文科
滁州学院,2011,535,549,540,6,第二批,文科
滁州学院,2011,445,479,457,10,专科,文科
滁州学院,2010,470,523,485,9,第一批,文科
滁州学院,2010,557,560,559,5,第二批,文科
滁州学院,2008,514,531,520,6,提前批,文科
宿州学院,2009,495,508,499,6,第二批,理科
宿州学院,2009,481,489,485,2,第二批,文科
东华理工大学,2010,470,553,515,14,第一批,理科
东华理工大学,2010,570,603,577,40,第二批,理科
东华理工大学,2009,501,538,515,41,第二批,理科
东华理工大学,2008,510,561,523,52,提前批,理科
东华理工大学,2010,488,558,509,14,第一批,文科
东华理工大学,2010,555,572,560,8,第二批,文科
东华理工大学,2009,482,519,496,13,第二批,文科
东华理工大学,2008,524,536,528,10,提前批,文科
丽水学院,2014,,,508,,第二批,理科
丽水学院,2013,515,553,522,35,第二批,理科
丽水学院,2010,567,588,572,10,第二批,理科
丽水学院,2009,495,507,499,10,第二批,理科
丽水学院,2014,,,541,,第二批,文科
丽水学院,2013,548,579,563,10,第二批,文科
湘南学院,2014,,,515,,第二批,理科
湘南学院,2013,516,572,532,26,第二批,理科
湘南学院,2012,523,571,541,16,第二批,理科
湘南学院,2011,504,563,520,15,第二批,理科
湘南学院,2011,430,447,440,5,专科,理科
湘南学院,2010,567,576,570,6,第二批,理科
湘南学院,2009,495,531,502,11,第二批,理科
湘南学院,2008,500,537,509,12,提前批,理科
湘南学院,2014,,,538,,第二批,文科
湘南学院,2013,546,577,557,25,第二批,文科
湘南学院,2012,545,566,550,11,第二批,文科
湘南学院,2011,533,550,541,10,第二批,文科
湘南学院,2011,450,520,481,5,专科,文科
湘南学院,2010,555,555,555,1,第二批,文科
湘南学院,2009,478,488,482,7,第二批,文科
湘南学院,2008,514,520,516,4,提前批,文科
贺州学院,2014,,,505,,第二批,理科
贺州学院,2013,514,533,523,4,第二批,理科
贺州学院,2013,400,451,428,25,专科,理科
贺州学院,2012,537,550,544,2,第二批,理科
贺州学院,2012,385,488,432,34,专科,理科
贺州学院,2011,385,480,411,14,专科,理科
贺州学院,2010,459,541,486,14,第一批,理科
贺州学院,2010,502,532,516,13,第二批,理科
贺州学院,2008,502,506,504,2,提前批,理科
贺州学院,2013,411,479,433,17,专科,文科
贺州学院,2012,536,540,538,3,第二批,文科
贺州学院,2012,421,469,444,5,专科,文科
贺州学院,2011,533,533,533,2,第二批,文科
贺州学院,2011,430,444,437,2,专科,文科
贺州学院,2010,464,517,483,7,第一批,文科
贺州学院,2010,489,521,500,25,第二批,文科
贺州学院,2008,520,535,526,6,提前批,文科
钦州学院,2014,,,504,,第二批,理科
钦州学院,2013,511,515,512,9,第二批,理科
钦州学院,2013,382,436,418,5,专科,理科
钦州学院,2012,520,538,525,9,第二批,理科
钦州学院,2012,390,513,435,6,专科,理科
钦州学院,2011,501,503,502,4,第二批,理科
钦州学院,2011,375,425,398,6,专科,理科
钦州学院,2010,576,576,576,1,第二批,理科
钦州学院,2009,495,503,498,3,第二批,理科
钦州学院,2008,500,509,506,5,提前批,理科
钦州学院,2013,456,456,456,1,专科,文科
钦州学院,2012,420,461,441,3,专科,文科
钦州学院,2011,417,459,433,12,专科,文科
钦州学院,2010,539,562,550,2,第二批,文科
西昌学院,2014,,,500,,第二批,理科
西昌学院,2010,504,517,509,5,第二批,理科
西昌学院,2009,495,501,497,6,第二批,理科
西昌学院,2008,500,527,517,5,提前批,理科
西昌学院,2014,,,530,,第二批,文科
西昌学院,2013,542,552,544,10,第二批,文科
西昌学院,2010,529,539,533,5,第二批,文科
西昌学院,2009,478,497,483,8,第二批,文科
西昌学院,2008,518,533,521,10,提前批,文科
榆林学院,2009,497,509,501,12,第二批,理科
榆林学院,2009,478,502,488,13,第二批,文科
西安医学院,2009,512,548,525,10,第二批,理科
西北政法大学,2014,,,561,,第二批,理科
西北政法大学,2013,563,572,568,2,第二批,理科
西北政法大学,2012,577,582,580,2,第二批,理科
西北政法大学,2011,565,569,567,2,第二批,理科
西北政法大学,2010,606,607,606,2,第二批,理科
西北政法大学,2009,527,549,538,10,第二批,理科
西北政法大学,2008,547,554,550,2,提前批,理科
西北政法大学,2014,,,578,,第二批,文科
西北政法大学,2013,584,594,589,13,第二批,文科
西北政法大学,2012,581,592,586,13,第二批,文科
西北政法大学,2011,570,583,574,18,第二批,文科
西北政法大学,2010,570,598,589,17,第二批,文科
西北政法大学,2009,510,533,519,22,第二批,文科
西北政法大学,2008,560,579,565,18,提前批,文科
吉林工商学院,2014,,,504,,第二批,理科
吉林工商学院,2013,510,517,513,10,第二批,理科
吉林工商学院,2012,521,537,524,9,第二批,理科
吉林工商学院,2011,501,562,518,15,第二批,理科
吉林工商学院,2014,,,544,,第二批,文科
吉林工商学院,2013,549,566,554,10,第二批,文科
吉林工商学院,2012,544,555,548,10,第二批,文科
吉林工商学院,2011,524,549,537,15,第二批,文科
琼州学院,2013,515,567,526,34,第二批,理科
琼州学院,2012,523,557,533,24,第二批,理科
琼州学院,2011,505,541,519,27,第二批,理科
琼州学院,2010,567,602,586,36,第二批,理科
琼州学院,2009,497,518,501,27,第二批,理科
琼州学院,2008,500,534,516,28,提前批,理科
琼州学院,2013,536,565,554,26,第二批,文科
琼州学院,2012,546,574,551,30,第二批,文科
琼州学院,2011,536,556,542,30,第二批,文科
琼州学院,2010,554,580,564,28,第二批,文科
琼州学院,2009,479,502,489,22,第二批,文科
琼州学院,2008,514,538,519,18,提前批,文科
三明学院,2014,,,518,,第二批,理科
三明学院,2013,520,520,520,1,第二批,理科
三明学院,2012,522,555,528,6,第二批,理科
三明学院,2011,501,503,502,5,第二批,理科
三明学院,2009,495,502,497,10,第二批,理科
三明学院,2014,,,542,,第二批,文科
三明学院,2013,551,563,556,5,第二批,文科
三明学院,2012,536,556,544,5,第二批,文科
三明学院,2011,533,534,533,5,第二批,文科
三明学院,2009,478,495,484,9,第二批,文科
龙岩学院,2015,527,545,,9,第二批,理科
龙岩学院,2013,513,526,516,9,第二批,理科
龙岩学院,2012,520,522,521,9,第二批,理科
龙岩学院,2009,495,520,502,18,第二批,理科
龙岩学院,2014,,,534,,第二批,文科
龙岩学院,2013,550,577,564,6,第二批,文科
龙岩学院,2012,543,570,548,6,第二批,文科
龙岩学院,2009,478,490,483,17,第二批,文科
铁岭师范高等专科学校,2013,368,419,398,6,专科,理科
铁岭师范高等专科学校,2013,434,434,434,1,专科,文科
哈尔滨医科大学,2014,,,578,,第一批,理科
哈尔滨医科大学,2013,578,619,588,18,第一批,理科
哈尔滨医科大学,2013,467,500,478,14,专科,理科
哈尔滨医科大学,2012,585,643,598,11,第一批,理科
哈尔滨医科大学,2012,441,493,470,14,专科,理科
哈尔滨医科大学,2011,568,597,576,9,第一批,理科
哈尔滨医科大学,2011,434,483,455,10,专科,理科
哈尔滨医科大学,2010,622,670,635,10,第一批,理科
哈尔滨医科大学,2014,,,579,,第一批,文科
哈尔滨医科大学,2010,497,532,516,6,第二批,文科
哈尔滨金融高等专科学校,2013,516,559,529,20,第二批,理科
哈尔滨金融高等专科学校,2012,535,560,543,6,第二批,理科
哈尔滨金融高等专科学校,2012,451,485,469,6,专科,理科
哈尔滨金融高等专科学校,2011,496,538,522,6,第二批,理科
哈尔滨金融高等专科学校,2011,412,474,446,6,专科,理科
哈尔滨金融高等专科学校,2013,548,576,561,20,第二批,文科
哈尔滨金融高等专科学校,2012,559,566,562,4,第二批,文科
哈尔滨金融高等专科学校,2012,458,514,482,4,专科,文科
哈尔滨金融高等专科学校,2011,539,556,548,4,第二批,文科
哈尔滨金融高等专科学校,2011,440,477,460,4,专科,文科
江苏警官学院,2014,,,520,,第二批,理科
江苏警官学院,2013,516,535,523,3,第二批,理科
江苏警官学院,2012,540,563,553,3,第二批,理科
江苏警官学院,2010,580,580,580,1,第二批,理科
江苏警官学院,2014,,,557,,第二批,文科
江苏警官学院,2013,556,561,558,2,第二批,文科
江苏警官学院,2012,547,570,558,2,第二批,文科
江苏警官学院,2010,559,578,568,2,第二批,文科
郑州牧业工程高等专科学校,2013,449,486,464,5,专科,文科
郧阳师范高等专科学校,2013,387,402,392,5,专科,理科
郧阳师范高等专科学校,2012,388,441,411,3,专科,理科
郧阳师范高等专科学校,2013,392,460,427,17,专科,文科
郧阳师范高等专科学校,2012,421,512,451,10,专科,文科
广东培正学院,2014,,,476,,第二批,理科
广东培正学院,2013,462,519,486,1052,第二批,理科
广东培正学院,2012,467,546,493,1109,第二批,理科
广东培正学院,2012,404,478,434,31,专科,理科
广东培正学院,2011,445,521,470,952,第二批,理科
广东培正学院,2011,352,455,389,192,专科,理科
广东培正学院,2010,331,553,445,695,第一批,理科
广东培正学院,2010,519,599,538,933,第三批,理科
广东培正学院,2014,,,496,,第二批,文科
广东培正学院,2013,477,560,510,2493,第二批,文科
广东培正学院,2012,483,563,514,2521,第二批,文科
广东培正学院,2012,428,486,455,74,专科,文科
广东培正学院,2011,479,545,504,1648,第二批,文科
广东培正学院,2011,405,503,436,511,专科,文科
广东培正学院,2010,428,526,464,1042,第一批,文科
广东培正学院,2010,512,573,527,1012,第三批,文科
南宁师范高等专科学校,2014,,,512,,第二批,理科
南宁师范高等专科学校,2013,515,524,520,6,第二批,理科
南宁师范高等专科学校,2013,400,499,427,9,专科,理科
南宁师范高等专科学校,2012,531,531,531,1,第二批,理科
南宁师范高等专科学校,2012,384,521,438,18,专科,理科
南宁师范高等专科学校,2014,,,534,,第二批,文科
南宁师范高等专科学校,2013,546,575,557,4,第二批,文科
南宁师范高等专科学校,2013,411,521,456,30,专科,文科
南宁师范高等专科学校,2012,563,563,563,1,第二批,文科
南宁师范高等专科学校,2012,437,526,476,22,专科,文科
思茅师范高等专科学校,2014,,,498,,第二批,理科
思茅师范高等专科学校,2013,506,508,507,3,第二批,理科
思茅师范高等专科学校,2013,396,396,396,1,专科,理科
保山学院,2013,426,446,436,2,专科,理科
保山学院,2012,433,467,450,2,专科,理科
保山学院,2013,407,438,427,5,专科,文科
保山学院,2012,446,484,466,3,专科,文科
兰州城市学院,2012,513,520,517,13,第二批,理科
兰州城市学院,2011,497,513,504,3,第二批,理科
兰州城市学院,2010,508,544,527,16,第二批,理科
兰州城市学院,2012,536,548,539,16,第二批,文科
兰州城市学院,2011,527,535,529,13,第二批,文科
吕梁高等专科学校,2014,,,494,,第二批,理科
吕梁高等专科学校,2012,517,526,521,4,第二批,理科
吕梁高等专科学校,2014,,,522,,第二批,文科
吕梁高等专科学校,2013,543,547,545,2,第二批,文科
广东白云学院,2014,,,476,,第二批,理科
广东白云学院,2013,455,560,484,2159,第二批,理科
广东白云学院,2013,351,453,395,105,专科,理科
广东白云学院,2012,456,564,490,2015,第二批,理科
广东白云学院,2012,377,476,415,63,专科,理科
