Label,UniversityNo,University_Name_Location,Distance,Province,GDP,Population,GDP_Per_Person,Year,Ranking_Scores,Media_Impact,Topic,Plan_Number,Label
20,10403,南昌大学,775,江西,1433850,4522.15,317.0726313811,2014,62.87,0.0456168831,文科,14,20
19,10403,南昌大学,775,江西,1294888,4503.9321,287.5016699297,2013,6.38,0.0413625304,文科,14,19
23,10403,南昌大学,775,江西,1170282,4488.4367,260.7326510809,2012,6.61,0.0407854985,理科,19,23
29,10403,南昌大学,775,江西,1570859,4542,345.8518273888,2015,63.94,0,理科,74,29
22,10403,南昌大学,775,江西,1570859,4542,345.8518273888,2015,63.94,0,文科,19,22
18,10384,厦门大学,686,福建,1223653,3666,333.784233497,2010,26.4,0.1189300412,理科,70,18
12,10384,厦门大学,686,福建,1756018,3720,472.0478494624,2012,25.42,0.1465256798,理科,91,12
11,10384,厦门大学,686,福建,1970178,3748,525.6611526147,2013,24.63,0.1377128954,理科,111,11
16,10384,厦门大学,686,福建,2405576,3806,632.0483447189,2015,71.66,0.1762870515,理科,107,16
8,10384,厦门大学,686,福建,1970178,3748,525.6611526147,2013,24.63,0.1377128954,文科,27,8
11,10384,厦门大学,686,福建,1756018,3720,472.0478494624,2012,25.42,0.1465256798,文科,23,11
15,10384,厦门大学,686,福建,2175964,3774,576.5670376259,2014,70.43,0.1818181818,理科,97,15
10,10384,厦门大学,686,福建,2175964,3774,576.5670376259,2014,70.43,0.1818181818,文科,18,10
13,10384,厦门大学,686,福建,1473712,3693,399.0555104251,2011,26.03,0.1708502024,文科,25,13
12,10384,厦门大学,686,福建,2405576,3806,632.0483447189,2015,71.66,0.1762870515,文科,17,12
13,10384,厦门大学,686,福建,1473712,3693,399.0555104251,2011,26.03,0.1708502024,理科,87,13
9,10384,厦门大学,686,福建,1223653,3666,333.784233497,2010,26.4,0.1189300412,文科,22,9
17,60384,厦门大学(中外合作办学专业),686,福建,2405576,3806,632.0483447189,2015,71.66,0.1762870515,文科,10,17
23,60384,厦门大学(中外合作办学专业),686,福建,2405576,3806,632.0483447189,2015,71.66,0.1762870515,理科,16,23
15,60384,厦门大学(中外合作办学专业),686,福建,2175964,3774,576.5670376259,2014,70.43,0.1818181818,文科,10,15
26,60384,厦门大学(中外合作办学专业),686,福建,2175964,3774,576.5670376259,2014,70.43,0.1818181818,理科,12,26
28,10359,合肥工业大学,1212,安徽,2084875,6083,342.7379582443,2015,64.31,0,理科,90,28
22,10359,合肥工业大学,1212,安徽,1530065,5968,256.3781836461,2012,8.02,0,理科,50,22
19,10359,合肥工业大学,1212,安徽,1721205,5988,287.4423847695,2013,7.89,0,文科,2,19
25,19359,合肥工业大学(宣城校区),1212,安徽,1530065,5968,256.3781836461,2012,8.02,0,理科,64,25
23,10359,合肥工业大学,1212,安徽,1235933,5956.7,207.4861920191,2011,7.28,0,文科,10,23
24,10359,合肥工业大学,1212,安徽,1235933,5956.7,207.4861920191,2011,7.28,0,理科,105,24
27,10359,合肥工业大学,1212,安徽,1903887,6029.8,315.7462934094,2014,63.22,0,理科,86,27
23,10359,合肥工业大学,1212,安徽,1006282,6131,164.1301582124,2010,7.12,0,理科,108,23
24,10359,合肥工业大学,1212,安徽,1721205,5988,287.4423847695,2013,7.89,0,理科,67,24
21,10359,合肥工业大学,1212,安徽,1903887,6029.8,315.7462934094,2014,63.22,0,文科,2,21
26,19359,合肥工业大学(宣城校区),1212,安徽,1721205,5988,287.4423847695,2013,7.89,0,理科,80,26
19,10359,合肥工业大学,1212,安徽,1006282,6131,164.1301582124,2010,7.12,0,文科,6,19
31,19359,合肥工业大学(宣城校区),1212,安徽,1903887,6029.8,315.7462934094,2014,63.22,0,理科,64,31
34,19359,合肥工业大学(宣城校区),1212,安徽,2084875,6083,342.7379582443,2015,64.31,0,理科,64,34
17,10183,吉林大学,3064,吉林,727875,2739.55,265.6914456754,2010,37.23,0.0740740741,文科,10,17
21,10183,吉林大学,3064,吉林,727875,2739.55,265.6914456754,2010,37.23,0.0740740741,理科,90,21
14,10183,吉林大学,3064,吉林,1298146,2751.28,471.833473874,2014,74.95,0.1030844156,文科,24,14
20,10183,吉林大学,3064,吉林,866758,2746.6,315.5748925945,2011,35.41,0.0680161943,理科,100,20
21,10183,吉林大学,3064,吉林,1298146,2751.28,471.833473874,2014,74.95,0.1030844156,理科,174,21
17,10183,吉林大学,3064,吉林,1380381,2752,501.5919331395,2015,76.03,0.1001560062,文科,41,17
22,10183,吉林大学,3064,吉林,1056883,2749.41,384.4035629462,2012,33.68,0.0752265861,理科,108,22
23,10183,吉林大学,3064,吉林,1380381,2752,501.5919331395,2015,76.03,0.1001560062,理科,254,23
13,10183,吉林大学,3064,吉林,1193924,2750.4,434.0910413031,2013,34,0.0729927007,文科,8,13
19,10183,吉林大学,3064,吉林,1193924,2750.4,434.0910413031,2013,34,0.0729927007,理科,152,19
18,10183,吉林大学,3064,吉林,866758,2746.6,315.5748925945,2011,35.41,0.0680161943,文科,10,18
15,10183,吉林大学,3064,吉林,1056883,2749.41,384.4035629462,2012,33.68,0.0752265861,文科,12,15
10,10247,同济大学,1475,上海,2356094,2426,971.1846661171,2015,70.14,0.1700468019,理科,94,10
6,10247,同济大学,1475,上海,2018172,2380.43,847.8182513243,2013,21.52,0.1654501217,理科,98,6
8,10247,同济大学,1475,上海,1504645,2210.2841277426,680.7473216291,2010,21.62,0.1551440329,理科,80,8
7,10247,同济大学,1475,上海,1716598,2302.66,745.4847871592,2011,21.63,0.1453441296,理科,80,7
7,10247,同济大学,1475,上海,1919569,2347.46,817.7217077181,2012,21.1,0.1640483384,理科,81,7
10,10247,同济大学,1475,上海,2160212,2415.15,894.4421671532,2014,68.92,0.1704545455,理科,94,10
21,10226,哈尔滨医科大学,3315,黑龙江,1438293,3835.02,375.0418511507,2014,61.94,0,文科,12,21
25,10226,哈尔滨医科大学,3315,黑龙江,1258200,3834.01,328.1681581425,2012,3.88,0,理科,18,25
26,10226,哈尔滨医科大学,3315,黑龙江,1503938,3833,392.3657709366,2015,63.25,0,文科,3,26
25,10226,哈尔滨医科大学,3315,黑龙江,1369158,3834.04,357.1058204922,2013,4.67,0,理科,18,25
25,10226,哈尔滨医科大学,3315,黑龙江,858700,3826.01,224.4374687991,2010,3.57,0,理科,18,25
24,10226,哈尔滨医科大学,3315,黑龙江,1036860,3833.35,270.4840413737,2011,3.89,0,理科,18,24
34,10226,哈尔滨医科大学,3315,黑龙江,1503938,3833,392.3657709366,2015,63.25,0,理科,27,34
31,10226,哈尔滨医科大学,3315,黑龙江,1438293,3835.02,375.0418511507,2014,61.94,0,理科,44,31
16,10213,哈尔滨工业大学,3297,黑龙江,1438293,3835.02,375.0418511507,2014,70.68,0.0909090909,理科,74,16
13,10213,哈尔滨工业大学,3297,黑龙江,1369158,3834.04,357.1058204922,2013,25.8,0.0472019465,理科,74,13
15,10213,哈尔滨工业大学,3297,黑龙江,858700,3826.01,224.4374687991,2010,28.32,0.0555555556,文科,2,15
14,10213,哈尔滨工业大学,3297,黑龙江,1258200,3834.01,328.1681581425,2012,27.27,0.0424773414,理科,65,14
19,10213,哈尔滨工业大学,3297,黑龙江,1503938,3833,392.3657709366,2015,71.59,0.1218408736,理科,75,19
15,10213,哈尔滨工业大学,3297,黑龙江,1438293,3835.02,375.0418511507,2014,70.68,0.0909090909,文科,6,15
23,10213,哈尔滨工业大学,3297,黑龙江,1036860,3833.35,270.4840413737,2011,27.82,0.0765182186,理科,75,23
19,10213,哈尔滨工业大学,3297,黑龙江,1369158,3834.04,357.1058204922,2013,25.8,0.0472019465,文科,6,19
18,19213,哈尔滨工业大学(威海),3297,山东,5001324,9684.87,516.4058990983,2013,25.8,0.0472019465,理科,30,18
14,10213,哈尔滨工业大学,3297,黑龙江,858700,3826.01,224.4374687991,2010,28.32,0.0555555556,理科,63,14
20,19213,哈尔滨工业大学(威海),3297,山东,4536185,9637.27,470.691907563,2012,27.27,0.0424773414,理科,25,20
24,19213,哈尔滨工业大学(威海),3297,山东,5942659,9789,607.0751864338,2015,71.59,0.1218408736,理科,42,24
23,19213,哈尔滨工业大学(威海),3297,山东,5468433,9733.39,561.8220373375,2014,70.68,0.0909090909,理科,35,23
23,19213,哈尔滨工业大学(威海),3297,山东,3916992,9587.87,408.5362025142,2011,27.82,0.0765182186,理科,20,23
25,10217,哈尔滨工程大学,3301,黑龙江,1258200,3834.01,328.1681581425,2012,8.48,0,理科,25,25
21,10217,哈尔滨工程大学,3301,黑龙江,1036860,3833.35,270.4840413737,2011,9.83,0,理科,20,21
23,10217,哈尔滨工程大学,3301,黑龙江,1369158,3834.04,357.1058204922,2013,7.42,0,理科,33,23
28,10217,哈尔滨工程大学,3301,黑龙江,1503938,3833,392.3657709366,2015,64.9,0,理科,40,28
29,10217,哈尔滨工程大学,3301,黑龙江,1438293,3835.02,375.0418511507,2014,63.22,0,理科,33,29
24,10217,哈尔滨工程大学,3301,黑龙江,858700,3826.01,224.4374687991,2010,10.44,0,理科,20,24
34,10214,哈尔滨理工大学,3291,黑龙江,1503938,3833,392.3657709366,2015,62.33,0,理科,121,34
31,10626,四川农业大学,1574,四川,2626077,8107,323.927100037,2014,61.42,0,理科,10,31
26,10626,四川农业大学,1574,四川,2387280,8076.2,295.5944627424,2013,3.61,0,理科,20,26
25,10626,四川农业大学,1574,四川,1415128,8185,172.8928527795,2010,4.51,0,理科,20,25
34,10626,四川农业大学,1574,四川,2853666,8140,350.5732186732,2015,62.96,0,理科,10,34
15,10610,四川大学,1581,四川,2853666,8140,350.5732186732,2015,74.05,0.1269890796,文科,13,15
16,10610,四川大学,1581,四川,2102668,8050,261.2009937888,2012,32.23,0.1362537764,理科,86,16
13,10610,四川大学,1581,四川,2102668,8050,261.2009937888,2012,32.23,0.1362537764,文科,16,13
19,10610,四川大学,1581,四川,1415128,8185,172.8928527795,2010,34.18,0.121399177,理科,93,19
19,10610,四川大学,1581,四川,2626077,8107,323.927100037,2014,72.31,0.1452922078,理科,103,19
12,10610,四川大学,1581,四川,2387280,8076.2,295.5944627424,2013,30,0.1352798054,文科,16,12
17,10610,四川大学,1581,四川,1718548,8044.92,213.6190291513,2011,33.37,0.1396761134,理科,93,17
14,10610,四川大学,1581,四川,1415128,8185,172.8928527795,2010,34.18,0.121399177,文科,16,14
15,10610,四川大学,1581,四川,1718548,8044.92,213.6190291513,2011,33.37,0.1396761134,文科,20,15
18,10610,四川大学,1581,四川,2387280,8076.2,295.5944627424,2013,30,0.1352798054,理科,94,18
19,10610,四川大学,1581,四川,2853666,8140,350.5732186732,2015,74.05,0.1269890796,理科,107,19
11,10610,四川大学,1581,四川,2626077,8107,323.927100037,2014,72.31,0.1452922078,文科,17,11
1,10246,复旦大学,1473,上海,1716598,2302.66,745.4847871592,2011,54.89,0.4696356275,理科,36,1
2,10246,复旦大学,1473,上海,1504645,2210.2841277426,680.7473216291,2010,55.83,0.4526748971,文科,15,2
2,10246,复旦大学,1473,上海,1919569,2347.46,817.7217077181,2012,55.57,0.4531722054,文科,12,2
3,10246,复旦大学,1473,上海,1504645,2210.2841277426,680.7473216291,2010,55.83,0.4526748971,理科,34,3
2,10246,复旦大学,1473,上海,2160212,2415.15,894.4421671532,2014,82.51,0.4350649351,理科,28,2
2,10246,复旦大学,1473,上海,2356094,2426,971.1846661171,2015,80.92,0.4477379095,理科,12,2
3,10246,复旦大学,1473,上海,1919569,2347.46,817.7217077181,2012,55.57,0.4531722054,理科,40,3
3,10246,复旦大学,1473,上海,2160212,2415.15,894.4421671532,2014,82.51,0.4350649351,文科,21,3
3,10246,复旦大学,1473,上海,1716598,2302.66,745.4847871592,2011,54.89,0.4696356275,文科,16,3
1,10246,复旦大学,1473,上海,2018172,2380.43,847.8182513243,2013,55.87,0.4890510949,理科,26,1
3,10246,复旦大学,1473,上海,2018172,2380.43,847.8182513243,2013,55.87,0.4890510949,文科,15,3
7,19246,复旦大学医学,1473,上海,2160212,2415.15,894.4421671532,2014,82.51,0.4350649351,理科,11,7
3,19246,复旦大学医学,1473,上海,2356094,2426,971.1846661171,2015,80.92,0.4477379095,理科,5,3
4,19246,复旦大学医学,1473,上海,2018172,2380.43,847.8182513243,2013,55.87,0.4890510949,理科,15,4
3,10246,复旦大学,1473,上海,2356094,2426,971.1846661171,2015,80.92,0.4477379095,文科,13,3
18,10151,大连海事大学,2259,辽宁,2222670,4383,507.1115674196,2012,3.37,0,文科,14,18
21,10151,大连海事大学,2259,辽宁,2707765,4390,616.8029612756,2014,61.27,0,文科,16,21
22,10151,大连海事大学,2259,辽宁,1845727,4375,421.8804571429,2011,3.28,0,文科,12,22
17,10151,大连海事大学,2259,辽宁,1521250,4341,350.4376871689,2010,3.38,0,文科,14,17
26,10151,大连海事大学,2259,辽宁,2484643,4389,566.1068580542,2013,3.18,0,理科,100,26
25,10151,大连海事大学,2259,辽宁,1521250,4341,350.4376871689,2010,3.38,0,理科,73,25
23,10151,大连海事大学,2259,辽宁,2862658,4391,651.9375996356,2015,62.53,0,文科,17,23
25,10151,大连海事大学,2259,辽宁,2222670,4383,507.1115674196,2012,3.37,0,理科,77,25
19,10151,大连海事大学,2259,辽宁,2484643,4389,566.1068580542,2013,3.18,0,文科,16,19
32,10151,大连海事大学,2259,辽宁,2862658,4391,651.9375996356,2015,62.53,0,理科,104,32
31,10151,大连海事大学,2259,辽宁,2707765,4390,616.8029612756,2014,61.27,0,理科,104,31
23,10151,大连海事大学,2259,辽宁,1845727,4375,421.8804571429,2011,3.28,0,理科,78,23
16,10141,大连理工大学,2259,辽宁,1845727,4375,421.8804571429,2011,17.8,0.0267611336,理科,30,16
20,10141,大连理工大学,2259,辽宁,2862658,4391,651.9375996356,2015,67.81,0.0361934477,理科,52,20
19,10141,大连理工大学,2259,辽宁,2707765,4390,616.8029612756,2014,67.77,0,理科,47,19
29,19141,大连理工大学(盘锦校区),2259,辽宁,2707765,4390,616.8029612756,2014,67.77,0,理科,14,29
26,19141,大连理工大学盘锦校区,2259,辽宁,2484643,4389,566.1068580542,2013,18.82,0.0253041363,理科,13,26
31,19141,大连理工大学(盘锦校区),2259,辽宁,2862658,4391,651.9375996356,2015,67.81,0.0361934477,理科,15,31
18,10141,大连理工大学,2259,辽宁,1521250,4341,350.4376871689,2010,18.38,0.0267078189,理科,30,18
17,10141,大连理工大学,2259,辽宁,2222670,4383,507.1115674196,2012,17.34,0.0252567976,理科,35,17
15,10141,大连理工大学,2259,辽宁,2484643,4389,566.1068580542,2013,18.82,0.0253041363,理科,42,15
25,10062,天津医科大学,2102,天津,752185,1228.16,612.448703752,2010,3.49,0,理科,10,25
22,10062,天津医科大学,2102,天津,922446,1299.29,709.9615944093,2011,3.77,0,理科,5,22
15,10056,天津大学,2090,天津,922446,1299.29,709.9615944093,2011,21.98,0.075708502,文科,2,15
13,10056,天津大学,2090,天津,1289388,1413.15,912.4211867105,2013,20.99,0.0720194647,理科,45,13
29,10056,天津大学,2090,天津,1437016,1472.21,976.0944430482,2014,68.56,0.0933441558,理科,51,29
18,10056,天津大学,2090,天津,1572247,1517,1036.418589321,2015,70.03,0.0845553822,理科,57,18
16,10056,天津大学,2090,天津,922446,1299.29,709.9615944093,2011,21.98,0.075708502,理科,33,16
13,10056,天津大学,2090,天津,752185,1228.16,612.448703752,2010,22.65,0.0650205761,理科,30,13
15,10056,天津大学,2090,天津,1130728,1354.58,834.7443488018,2012,22.17,0.0731117825,理科,40,15
24,10070,天津财经大学,2103,天津,1437016,1472.21,976.0944430482,2014,60.58,0,理科,21,24
19,10070,天津财经大学,2103,天津,1130728,1354.58,834.7443488018,2012,1.51,0,理科,21,19
26,10070,天津财经大学,2103,天津,1572247,1517,1036.418589321,2015,61.97,0,理科,30,26
17,10070,天津财经大学,2103,天津,1130728,1354.58,834.7443488018,2012,1.51,0,文科,15,17
17,10070,天津财经大学,2103,天津,1289388,1413.15,912.4211867105,2013,1.52,0,文科,19,17
17,10070,天津财经大学,2103,天津,1437016,1472.21,976.0944430482,2014,60.58,0,文科,16,17
23,10070,天津财经大学,2103,天津,1289388,1413.15,912.4211867105,2013,1.52,0,理科,26,23
22,10070,天津财经大学,2103,天津,1572247,1517,1036.418589321,2015,61.97,0,文科,20,22
19,10070,天津财经大学,2103,天津,922446,1299.29,709.9615944093,2011,1.39,0,理科,23,19
14,10070,天津财经大学,2103,天津,752185,1228.16,612.448703752,2010,1.22,0,文科,20,14
18,10070,天津财经大学,2103,天津,922446,1299.29,709.9615944093,2011,1.39,0,文科,18,18
20,10070,天津财经大学,2103,天津,752185,1228.16,612.448703752,2010,1.22,0,理科,25,20
25,10112,太原理工大学,1865,山西,1123755,3593.28,312.7379441624,2012,5.63,0,理科,30,25
24,10112,太原理工大学,1865,山西,735831,3427.36,214.6932332758,2010,6.2,0,理科,40,24
24,10112,太原理工大学,1865,山西,920086,3574.11,257.4308009546,2011,5.42,0,理科,30,24
26,10112,太原理工大学,1865,山西,1211283,3610.83,335.4583295253,2013,4.88,0,理科,30,26
31,10112,太原理工大学,1865,山西,1260224,3629.8,347.1882748361,2014,62.08,0,理科,30,31
33,10112,太原理工大学,1865,山西,1275944,3648,349.7653508772,2015,63.48,0,理科,30,33
27,10366,安徽医科大学,1215,安徽,1903887,6029.8,315.7462934094,2014,60.89,0,理科,8,27
22,10366,安徽医科大学,1215,安徽,1721205,5988,287.4423847695,2013,2.15,0,理科,8,22
34,10366,安徽医科大学,1215,安徽,2084875,6083,342.7379582443,2015,62.24,0,理科,8,34
23,10366,安徽医科大学,1215,安徽,1530065,5968,256.3781836461,2012,1.63,0,理科,3,23
19,10357,安徽大学,1253,安徽,1006282,6131,164.1301582124,2010,5.11,0,文科,10,19
22,10357,安徽大学,1253,安徽,1235933,5956.7,207.4861920191,2011,5,0,文科,10,22
30,10357,安徽大学,1253,安徽,2084875,6083,342.7379582443,2015,63.46,0.0410296412,理科,25,30
23,10357,安徽大学,1253,安徽,1006282,6131,164.1301582124,2010,5.11,0,理科,10,23
24,10357,安徽大学,1253,安徽,2084875,6083,342.7379582443,2015,63.46,0.0410296412,文科,20,24
18,10357,安徽大学,1253,安徽,1721205,5988,287.4423847695,2013,4.42,0.0265206813,文科,15,18
20,10357,安徽大学,1253,安徽,1530065,5968,256.3781836461,2012,4.75,0.0264350453,文科,16,20
28,10357,安徽大学,1253,安徽,1903887,6029.8,315.7462934094,2014,62.04,0.0368506494,理科,20,28
24,10357,安徽大学,1253,安徽,1235933,5956.7,207.4861920191,2011,5,0,理科,10,24
25,10357,安徽大学,1253,安徽,1530065,5968,256.3781836461,2012,4.75,0.0264350453,理科,14,25
18,10357,安徽大学,1253,安徽,1903887,6029.8,315.7462934094,2014,62.04,0.0368506494,文科,15,18
26,10357,安徽大学,1253,安徽,1721205,5988,287.4423847695,2013,4.42,0.0265206813,理科,20,26
9,10036,对外经济贸易大学,2136,北京,1411358,1961.9,719.3832509302,2011,3.85,0.0481781377,理科,32,9
8,10036,对外经济贸易大学,2136,北京,1411358,1961.9,719.3832509302,2011,3.85,0.0481781377,文科,33,8
8,10036,对外经济贸易大学,2136,北京,1625193,2018.6,805.1089864262,2012,3.89,0.0450151057,文科,33,8
9,10036,对外经济贸易大学,2136,北京,1215300,1860,653.3870967742,2010,3.85,0.0502057613,理科,33,9
12,10036,对外经济贸易大学,2136,北京,2133083,2152,991.2095724907,2015,63.09,0.0496099844,理科,49,12
10,10036,对外经济贸易大学,2136,北京,2133083,2152,991.2095724907,2015,63.09,0.0496099844,文科,32,10
12,10036,对外经济贸易大学,2136,北京,1950056,2114.8,922.0994893134,2014,61.63,0.0488636364,理科,44,12
18,10036,对外经济贸易大学,2136,北京,1787940,2069.3,864.0313149374,2013,3.88,0.0457420925,文科,38,18
9,10036,对外经济贸易大学,2136,北京,1950056,2114.8,922.0994893134,2014,61.63,0.0488636364,文科,36,9
8,10036,对外经济贸易大学,2136,北京,1787940,2069.3,864.0313149374,2013,3.88,0.0457420925,理科,38,8
8,10036,对外经济贸易大学,2136,北京,1625193,2018.6,805.1089864262,2012,3.89,0.0450151057,理科,33,8
5,10036,对外经济贸易大学,2136,北京,1215300,1860,653.3870967742,2010,3.85,0.0502057613,文科,32,5
25,10422,山东大学,1803,山东,4536185,9637.27,470.691907563,2012,27.49,0.1027190332,理科,81,25
21,19422,山东大学威海分校,1803,山东,3916992,9587.87,408.5362025142,2011,29.13,0.0886639676,文科,18,21
30,19422,山东大学威海分校,1803,山东,5468433,9733.39,561.8220373375,2014,71.81,0.1524350649,理科,53,30
17,19422,山东大学威海分校,1803,山东,5001324,9684.87,516.4058990983,2013,28.09,0.1221411192,文科,22,17
12,10422,山东大学,1803,山东,5468433,9733.39,561.8220373375,2014,71.81,0.1524350649,文科,32,12
20,10422,山东大学,1803,山东,5468433,9733.39,561.8220373375,2014,71.81,0.1524350649,理科,99,20
12,10422,山东大学,1803,山东,3389665,9470.3,357.9258312831,2010,28.98,0.0888888889,文科,19,12
20,19422,山东大学威海分校,1803,山东,4536185,9637.27,470.691907563,2012,27.49,0.1027190332,文科,20,20
29,19422,山东大学威海分校,1803,山东,5942659,9789,607.0751864338,2015,72.58,0.1505460218,理科,62,29
19,10422,山东大学,1803,山东,3389665,9470.3,357.9258312831,2010,28.98,0.0888888889,理科,61,19
24,19422,山东大学威海分校,1803,山东,3916992,9587.87,408.5362025142,2011,29.13,0.0886639676,理科,32,24
14,10422,山东大学,1803,山东,3916992,9587.87,408.5362025142,2011,29.13,0.0886639676,文科,21,14
21,10422,山东大学,1803,山东,4536185,9637.27,470.691907563,2012,27.49,0.1027190332,文科,25,21
17,10422,山东大学,1803,山东,3916992,9587.87,408.5362025142,2011,29.13,0.0886639676,理科,61,17
16,10422,山东大学,1803,山东,5942659,9789,607.0751864338,2015,72.58,0.1505460218,文科,37,16
14,10422,山东大学,1803,山东,5001324,9684.87,516.4058990983,2013,28.09,0.1221411192,文科,28,14
24,19422,山东大学威海分校,1803,山东,4536185,9637.27,470.691907563,2012,27.49,0.1027190332,理科,35,24
19,19422,山东大学威海分校,1803,山东,3389665,9470.3,357.9258312831,2010,28.98,0.0888888889,文科,12,19
25,19422,山东大学威海分校,1803,山东,3389665,9470.3,357.9258312831,2010,28.98,0.0888888889,理科,18,25
18,10422,山东大学,1803,山东,5001324,9684.87,516.4058990983,2013,28.09,0.1221411192,理科,104,18
21,19422,山东大学威海分校,1803,山东,5942659,9789,607.0751864338,2015,72.58,0.1505460218,文科,22,21
19,19422,山东大学威海分校,1803,山东,5468433,9733.39,561.8220373375,2014,71.81,0.1524350649,文科,22,19
23,19422,山东大学威海分校,1803,山东,5001324,9684.87,516.4058990983,2013,28.09,0.1221411192,理科,48,23
21,10422,山东大学,1803,山东,5942659,9789,607.0751864338,2015,72.58,0.1505460218,理科,99,21
34,10571,广东医学院,431,广东,6779224,10724,632.1544199925,2015,0,0,理科,688,34
16,11846,广东外语外语大学,3.4,广东,5706792,10594,538.6815178403,2013,0,0,文科,1971,16
16,11846,广东外语外语大学,3.4,广东,5706792,10594,538.6815178403,2013,0,0,文科,1971,16
19,11846,广东外语外贸大学,22.5,广东,5706792,10594,538.6815178403,2013,1.16,0.0279805353,理科,1821,19
19,11846,广东外语外贸大学,22.5,广东,5321028,10505,506.5233698239,2012,1.37,0.0280362538,文科,1940,19
17,11846,广东外语外贸大学,22.5,广东,6216397,10644,584.0282788425,2014,60.5,0,文科,2086,17
21,11846,广东外语外贸大学,22.5,广东,3948256,10130.1854628636,389.7516007455,2010,1.5,0,理科,1909,21
21,11846,广东外语外贸大学,22.5,广东,3948256,10130.1854628636,389.7516007455,2010,1.5,0,理科,1909,21
19,11846,广东外语外贸大学,22.5,广东,5706792,10594,538.6815178403,2013,1.16,0.0279805353,理科,1821,19
23,11846,广东外语外贸大学,22.5,广东,6779224,10724,632.1544199925,2015,61.97,0,文科,2089,23
23,11846,广东外语外贸大学,22.5,广东,6779224,10724,632.1544199925,2015,61.97,0,文科,2089,23
17,11846,广东外语外贸大学,22.5,广东,6216397,10644,584.0282788425,2014,60.5,0,文科,2086,17
17,11846,广东外语外贸大学,22.5,广东,4601306,10440.94,440.6984428605,2011,1.47,0.0279757085,理科,1908,17
16,11846,广东外语外贸大学,22.5,广东,3948256,10130.1854628636,389.7516007455,2010,1.5,0,文科,2024,16
16,11846,广东外语外贸大学,22.5,广东,3948256,10130.1854628636,389.7516007455,2010,1.5,0,文科,2024,16
24,11846,广东外语外贸大学,22.5,广东,6216397,10644,584.0282788425,2014,60.5,0,理科,1929,24
25,11846,广东外语外贸大学,22.5,广东,6779224,10724,632.1544199925,2015,61.97,0,理科,1858,25
25,11846,广东外语外贸大学,22.5,广东,6779224,10724,632.1544199925,2015,61.97,0,理科,1858,25
17,11846,广东外语外贸大学,22.5,广东,4601306,10440.94,440.6984428605,2011,1.47,0.0279757085,理科,1908,17
19,11846,广东外语外贸大学,22.5,广东,4601306,10440.94,440.6984428605,2011,1.47,0.0279757085,文科,1993,19
19,11846,广东外语外贸大学,22.5,广东,5321028,10505,506.5233698239,2012,1.37,0.0280362538,理科,1839,19
19,11846,广东外语外贸大学,22.5,广东,5321028,10505,506.5233698239,2012,1.37,0.0280362538,理科,1839,19
19,11846,广东外语外贸大学,22.5,广东,4601306,10440.94,440.6984428605,2011,1.47,0.0279757085,文科,1993,19
24,11846,广东外语外贸大学,22.5,广东,6216397,10644,584.0282788425,2014,60.5,0,理科,1929,24
19,11846,广东外语外贸大学,22.5,广东,5321028,10505,506.5233698239,2012,1.37,0.0280362538,文科,1940,19
26,11845,广东工业大学,26.6,广东,6779224,10724,632.1544199925,2015,61.98,0,文科,832,26
26,11845,广东工业大学,26.6,广东,5706792,10594,538.6815178403,2013,1.68,0,理科,4949,26
33,11845,广东工业大学,26.6,广东,6779224,10724,632.1544199925,2015,61.98,0,理科,6792,33
21,11845,广东工业大学,26.6,广东,6216397,10644,584.0282788425,2014,60.77,0.038474026,文科,1135,21
31,11845,广东工业大学,26.6,广东,6216397,10644,584.0282788425,2014,60.77,0.038474026,理科,7340,31
34,10566,广东海洋大学,3.4,广东,6779224,10724,632.1544199925,2015,0,0,理科,1311,34
19,10572,广州中医药大学,24.6,广东,5706792,10594,538.6815178403,2013,2.84,0,文科,681,19
34,10572,广州中医药大学,24.6,广东,6779224,10724,632.1544199925,2015,62.59,0,理科,1299,34
19,10572,广州中医药大学,24.6,广东,3948256,10130.1854628636,389.7516007455,2010,2.95,0,文科,576,19
23,10572,广州中医药大学,24.6,广东,4601306,10440.94,440.6984428605,2011,3.11,0,文科,555,23
25,10572,广州中医药大学,24.6,广东,3948256,10130.1854628636,389.7516007455,2010,2.95,0,理科,1808,25
25,10572,广州中医药大学,24.6,广东,5321028,10505,506.5233698239,2012,3.16,0,理科,1462,25
21,10572,广州中医药大学,24.6,广东,5321028,10505,506.5233698239,2012,3.16,0,文科,578,21
26,10572,广州中医药大学,24.6,广东,6779224,10724,632.1544199925,2015,62.59,0,文科,463,26
21,10572,广州中医药大学,24.6,广东,6216397,10644,584.0282788425,2014,61.08,0,文科,409,21
31,10572,广州中医药大学,24.6,广东,6216397,10644,584.0282788425,2014,61.08,0,理科,1214,31
26,10572,广州中医药大学,24.6,广东,5706792,10594,538.6815178403,2013,2.84,0,理科,1322,26
24,10572,广州中医药大学,24.6,广东,4601306,10440.94,440.6984428605,2011,3.11,0,理科,1807,24
21,10570,广州医科大学,2.4,广东,6216397,10644,584.0282788425,2014,60.6,0,文科,324,21
25,10570,广州医科大学,2.4,广东,3948256,10130.1854628636,389.7516007455,2010,1.31,0,理科,408,25
21,10570,广州医科大学,2.4,广东,6216397,10644,584.0282788425,2014,60.21,0,文科,324,21
32,10570,广州医科大学,2.4,广东,6779224,10724,632.1544199925,2015,61.91,0,理科,1288,32
