Label,UniversityNo,University_Name_Location,Distance,Province,GDP,Population,GDP_Per_Person,Year,Ranking_Scores,Media_Impact,Topic,Plan_Number,Label
20,10423,中国海洋大学,440,山东,3916992,9587.87,408.5362025142,2011,11.21,0.0284615385,文科,14,20
19,10423,中国海洋大学,440,山东,5942659,9789,607.0751864338,2015,65.24,0.0404056162,文科,28,19
24,10423,中国海洋大学,440,山东,5468433,9733.39,561.8220373375,2014,64.09,0.0438311688,理科,111,24
20,10423,中国海洋大学,440,山东,3916992,9587.87,408.5362025142,2011,11.21,0.0284615385,理科,86,20
16,10423,中国海洋大学,440,山东,3389665,9470.3,357.9258312831,2010,11.65,0.0330864198,文科,20,16
15,10423,中国海洋大学,440,山东,5001324,9684.87,516.4058990983,2013,10.18,0.0304136253,文科,27,15
15,10423,中国海洋大学,440,山东,5468433,9733.39,561.8220373375,2014,64.09,0.0438311688,文科,27,15
17,10423,中国海洋大学,440,山东,4536185,9637.27,470.691907563,2012,11.11,0.0311178248,文科,18,17
22,10423,中国海洋大学,440,山东,3389665,9470.3,357.9258312831,2010,11.65,0.0330864198,理科,80,22
20,10423,中国海洋大学,440,山东,4536185,9637.27,470.691907563,2012,11.11,0.0311178248,理科,86,20
23,10425,中国石油大学(华东),1858,山东,3916992,9587.87,408.5362025142,2011,11.06,0.0599190283,理科,40,23
26,10425,中国石油大学(华东),1858,山东,5001324,9684.87,516.4058990983,2013,9.95,0.0540145985,理科,48,26
18,11414,中国石油大学(北京),1858,北京,1411358,1961.9,719.3832509302,2011,11.06,0.0599190283,文科,2,18
28,10425,中国石油大学(华东),1858,山东,5468433,9733.39,561.8220373375,2014,63.77,0,理科,55,28
24,10425,中国石油大学(华东),1858,山东,3389665,9470.3,357.9258312831,2010,10.91,0.0366255144,理科,37,24
16,11414,中国石油大学(北京),1858,北京,1625193,2018.6,805.1089864262,2012,11.26,0.053776435,文科,3,16
18,11414,中国石油大学(北京),1858,北京,1787940,2069.3,864.0313149374,2013,9.95,0.0540145985,文科,4,18
22,10425,中国石油大学(华东),1858,山东,4536185,9637.27,470.691907563,2012,11.26,0.053776435,理科,40,22
25,11414,中国石油大学(北京),1858,北京,1625193,2018.6,805.1089864262,2012,11.26,0.053776435,理科,16,25
24,11414,中国石油大学(北京),1858,北京,1950056,2114.8,922.0994893134,2014,63.77,0,理科,17,24
21,11414,中国石油大学(北京),1858,北京,1215300,1860,653.3870967742,2010,10.91,0.0366255144,理科,15,21
20,11414,中国石油大学(北京),1858,北京,2133083,2152,991.2095724907,2015,65.1,0.0394695788,文科,4,20
20,11414,中国石油大学(北京),1858,北京,1950056,2114.8,922.0994893134,2014,63.77,0,文科,4,20
34,11414,中国石油大学(北京),1858,北京,2133083,2152,991.2095724907,2015,65.1,0.0394695788,理科,19,34
23,11414,中国石油大学(北京),1858,北京,1787940,2069.3,864.0313149374,2013,9.95,0.0540145985,理科,19,23
19,11414,中国石油大学(北京),1858,北京,1411358,1961.9,719.3832509302,2011,11.06,0.0599190283,理科,17,19
31,10425,中国石油大学(华东),1858,山东,5942659,9789,607.0751864338,2015,65.1,0.0394695788,理科,60,31
25,10290,中国矿业大学,2136,江苏,3445730,7810.269,441.1794267265,2010,10.77,0,理科,81,25
20,10290,中国矿业大学,2136,江苏,4911027,7898.8006682342,621.7433767825,2012,12.25,0.0241087613,文科,2,20
25,10290,中国矿业大学,2136,江苏,5405822,7919.98,682.555006452,2013,10.71,0.0233576642,理科,94,25
29,10290,中国矿业大学,2136,江苏,5916175,7939.49,745.1580643089,2014,64.55,0.0386363636,理科,92,29
25,10290,中国矿业大学,2136,江苏,4911027,7898.8006682342,621.7433767825,2012,12.25,0.0241087613,理科,96,25
23,10290,中国矿业大学,2136,江苏,4142548,7869.34,526.4161924634,2011,11.94,0,文科,8,23
32,10290,中国矿业大学,2136,江苏,6508832,7960,817.6924623116,2015,66.79,0.0354134165,理科,118,32
18,10290,中国矿业大学,2136,江苏,5405822,7919.98,682.555006452,2013,10.71,0.0233576642,文科,2,18
24,10290,中国矿业大学,2136,江苏,4142548,7869.34,526.4161924634,2011,11.94,0,理科,90,24
17,10290,中国矿业大学,2136,江苏,3445730,7810.269,441.1794267265,2010,10.77,0,文科,12,17
25,10290,中国矿业大学,2136,江苏,6508832,7960,817.6924623116,2015,66.79,0.0354134165,文科,9,25
32,11413,中国矿业大学(北京),2136,北京,2133083,2152,991.2095724907,2015,66.79,0.0354134165,理科,20,32
26,11413,中国矿业大学(北京),2136,北京,1787940,2069.3,864.0313149374,2013,10.71,0.0233576642,理科,10,26
21,10290,中国矿业大学,2136,江苏,5916175,7939.49,745.1580643089,2014,64.55,0.0386363636,文科,8,21
23,11413,中国矿业大学(北京),2136,北京,1411358,1961.9,719.3832509302,2011,11.94,0,理科,6,23
24,11413,中国矿业大学(北京),2136,北京,1215300,1860,653.3870967742,2010,10.77,0,理科,6,24
24,11413,中国矿业大学(北京),2136,北京,1625193,2018.6,805.1089864262,2012,12.25,0.0241087613,理科,7,24
27,11413,中国矿业大学(北京),2136,北京,1950056,2114.8,922.0994893134,2014,64.55,0.0386363636,理科,17,27
5,10358,中国科学技术大学,1214,安徽,1006282,6131,164.1301582124,2010,0,0,理科,32,5
5,10358,中国科学技术大学,1214,安徽,1721205,5988,287.4423847695,2013,0,0,理科,38,5
5,10358,中国科学技术大学,1214,安徽,1235933,5956.7,207.4861920191,2011,0,0,理科,35,5
7,10358,中国科学技术大学,1214,安徽,2084875,6083,342.7379582443,2015,72.98,0.1110764431,理科,30,7
5,10358,中国科学技术大学,1214,安徽,1903887,6029.8,315.7462934094,2014,0,0,理科,30,5
3,10358,中国科学技术大学,1214,安徽,1530065,5968,256.3781836461,2012,0,0,理科,33,3
22,10316,中国药科大学,1390,江苏,4142548,7869.34,526.4161924634,2011,3.46,0,理科,23,22
25,10316,中国药科大学,1390,江苏,6508832,7960,817.6924623116,2015,62.81,0,理科,24,25
17,10316,中国药科大学,1390,江苏,5405822,7919.98,682.555006452,2013,3.42,0,文科,2,17
22,10316,中国药科大学,1390,江苏,4911027,7898.8006682342,621.7433767825,2012,3.4,0,理科,21,22
20,10316,中国药科大学,1390,江苏,5916175,7939.49,745.1580643089,2014,61.37,0,文科,2,20
23,10316,中国药科大学,1390,江苏,4142548,7869.34,526.4161924634,2011,3.46,0,文科,2,23
23,10316,中国药科大学,1390,江苏,5405822,7919.98,682.555006452,2013,3.42,0,理科,24,23
26,10316,中国药科大学,1390,江苏,5916175,7939.49,745.1580643089,2014,61.37,0,理科,24,26
21,10316,中国药科大学,1390,江苏,6508832,7960,817.6924623116,2015,62.81,0,文科,2,21
25,10316,中国药科大学,1390,江苏,3445730,7810.269,441.1794267265,2010,3.49,0,理科,25,25
19,10316,中国药科大学,1390,江苏,4911027,7898.8006682342,621.7433767825,2012,3.4,0,文科,2,19
17,10052,中央民族大学,2122,北京,2133083,2152,991.2095724907,2015,63.87,0.044773791,文科,10,17
19,10052,中央民族大学,2122,北京,1625193,2018.6,805.1089864262,2012,5.92,0.0374622356,理科,8,19
18,10052,中央民族大学,2122,北京,1411358,1961.9,719.3832509302,2011,5.97,0.0502024291,理科,8,18
13,10052,中央民族大学,2122,北京,1950056,2114.8,922.0994893134,2014,62.1,0.0488636364,文科,9,13
25,10052,中央民族大学,2122,北京,2133083,2152,991.2095724907,2015,63.87,0.044773791,理科,8,25
15,10052,中央民族大学,2122,北京,1215300,1860,653.3870967742,2010,6.21,0.0489711934,文科,8,15
21,10052,中央民族大学,2122,北京,1215300,1860,653.3870967742,2010,6.21,0.0489711934,理科,9,21
16,10052,中央民族大学,2122,北京,1787940,2069.3,864.0313149374,2013,5.22,0.0369829684,文科,11,16
16,10052,中央民族大学,2122,北京,1625193,2018.6,805.1089864262,2012,5.92,0.0374622356,文科,7,16
19,10052,中央民族大学,2122,北京,1411358,1961.9,719.3832509302,2011,5.97,0.0502024291,文科,8,19
24,10052,中央民族大学,2122,北京,1950056,2114.8,922.0994893134,2014,62.1,0.0488636364,理科,8,24
22,10052,中央民族大学,2122,北京,1787940,2069.3,864.0313149374,2013,5.22,0.0369829684,理科,9,22
14,10034,中央财经大学,2152,北京,1950056,2114.8,922.0994893134,2014,61.83,0.1899350649,理科,76,14
8,10034,中央财经大学,2152,北京,1787940,2069.3,864.0313149374,2013,4.46,0.2457420925,理科,72,8
11,10034,中央财经大学,2152,北京,1950056,2114.8,922.0994893134,2014,61.83,0.1899350649,文科,26,11
17,10034,中央财经大学,2152,北京,1787940,2069.3,864.0313149374,2013,4.46,0.2457420925,文科,28,17
13,10034,中央财经大学,2152,北京,2133083,2152,991.2095724907,2015,63.4,0.1840873635,文科,29,13
6,10034,中央财经大学,2152,北京,1625193,2018.6,805.1089864262,2012,4.9,0.2429003021,文科,23,6
7,10034,中央财经大学,2152,北京,1411358,1961.9,719.3832509302,2011,4.6,0.2408906883,文科,23,7
6,10034,中央财经大学,2152,北京,1625193,2018.6,805.1089864262,2012,4.9,0.2429003021,理科,60,6
9,10034,中央财经大学,2152,北京,1411358,1961.9,719.3832509302,2011,4.6,0.2408906883,理科,58,9
8,10034,中央财经大学,2152,北京,1215300,1860,653.3870967742,2010,5.38,0.2580246914,理科,53,8
5,10034,中央财经大学,2152,北京,1215300,1860,653.3870967742,2010,5.38,0.2580246914,文科,17,5
13,10034,中央财经大学,2152,北京,2133083,2152,991.2095724907,2015,63.4,0.1840873635,理科,75,13
11,10558,中山大学,119,广东,5321028,10505,506.5233698239,2012,33.77,0.2504531722,理科,2677,11
11,10558,中山大学,119,广东,3948256,10130.1854628636,389.7516007455,2010,32.72,0.2267489712,文科,940,11
15,10558,中山大学,119,广东,6216397,10644,584.0282788425,2014,75,0.2987012987,理科,2641,15
8,10558,中山大学,119,广东,5706792,10594,538.6815178403,2013,37.85,0.2530413625,文科,837,8
9,10558,中山大学,119,广东,6216397,10644,584.0282788425,2014,75,0.2987012987,文科,856,9
17,10558,中山大学,119,广东,3948256,10130.1854628636,389.7516007455,2010,32.72,0.2267489712,理科,2810,17
11,10558,中山大学,119,广东,5706792,10594,538.6815178403,2013,37.85,0.2530413625,理科,2710,11
11,10558,中山大学,119,广东,5321028,10505,506.5233698239,2012,33.77,0.2504531722,文科,914,11
12,10558,中山大学,119,广东,4601306,10440.94,440.6984428605,2011,33.78,0.25951417,文科,925,12
12,10558,中山大学,119,广东,4601306,10440.94,440.6984428605,2011,33.78,0.25951417,理科,2722,12
13,10558,中山大学,119,广东,6779224,10724,632.1544199925,2015,75.33,0.2730109204,文科,862,13
15,10558,中山大学,119,广东,6779224,10724,632.1544199925,2015,75.33,0.2730109204,理科,2656,15
21,10730,兰州大学,2258,甘肃,502037,2564.19,195.7877536376,2012,13.82,0.052265861,理科,60,21
23,10730,兰州大学,2258,甘肃,338756,2554.91,132.5901890869,2010,14.36,0.049382716,理科,38,23
25,10730,兰州大学,2258,甘肃,626801,2582.18,242.74101728,2014,66.35,0.0561688312,理科,71,25
22,10730,兰州大学,2258,甘肃,412075,2559.98,160.9680544379,2011,14.61,0.0449392713,理科,54,22
22,10730,兰州大学,2258,甘肃,412075,2559.98,160.9680544379,2011,14.61,0.0449392713,文科,26,22
21,10730,兰州大学,2258,甘肃,683527,2591,263.808182169,2015,66.62,0.0550702028,文科,28,21
18,10730,兰州大学,2258,甘肃,626801,2582.18,242.74101728,2014,66.35,0.0561688312,文科,27,18
26,10730,兰州大学,2258,甘肃,683527,2591,263.808182169,2015,66.62,0.0550702028,理科,80,26
19,10730,兰州大学,2258,甘肃,502037,2564.19,195.7877536376,2012,13.82,0.052265861,文科,26,19
19,10730,兰州大学,2258,甘肃,565020,2577.55,219.2081627902,2013,15.6,0.0498783455,文科,31,19
17,10730,兰州大学,2258,甘肃,338756,2554.91,132.5901890869,2010,14.36,0.049382716,文科,12,17
23,10730,兰州大学,2258,甘肃,565020,2577.55,219.2081627902,2013,15.6,0.0498783455,理科,65,23
26,10126,内蒙古大学,2304,内蒙古,1588058,2489.85,637.8127196417,2013,5.38,0,理科,7,26
23,10126,内蒙古大学,2304,内蒙古,1167200,2472.18,472.1339061072,2011,5.47,0,文科,5,23
24,10126,内蒙古大学,2304,内蒙古,1167200,2472.18,472.1339061072,2011,5.47,0,理科,7,24
25,10126,内蒙古大学,2304,内蒙古,1435988,2481.71,578.6284457088,2012,5.82,0,理科,6,25
25,10126,内蒙古大学,2304,内蒙古,974025,2458.22,396.2318262808,2010,5.56,0,理科,11,25
21,10126,内蒙古大学,2304,内蒙古,1435988,2481.71,578.6284457088,2012,5.82,0,文科,6,21
34,10126,内蒙古大学,2304,内蒙古,1776951,2505,709.3616766467,2015,63.4,0,理科,41,34
26,10126,内蒙古大学,2304,内蒙古,1776951,2505,709.3616766467,2015,63.4,0,文科,16,26
19,10126,内蒙古大学,2304,内蒙古,974025,2458.22,396.2318262808,2010,5.56,0,文科,4,19
31,10126,内蒙古大学,2304,内蒙古,1683238,2497.61,673.9394861488,2014,62.18,0,理科,6,31
21,10126,内蒙古大学,2304,内蒙古,1683238,2497.61,673.9394861488,2014,62.18,0,文科,1,21
14,10026,北京中医药大学,2138,北京,1625193,2018.6,805.1089864262,2012,4.57,0.0302114804,理科,6,14
15,10026,北京中医药大学,2138,北京,1411358,1961.9,719.3832509302,2011,4.04,0.0288259109,理科,6,15
31,10026,北京中医药大学,2138,北京,1950056,2114.8,922.0994893134,2014,61.58,0,理科,13,31
26,10026,北京中医药大学,2138,北京,2133083,2152,991.2095724907,2015,63.31,0.0340093604,理科,17,26
12,10026,北京中医药大学,2138,北京,1787940,2069.3,864.0313149374,2013,4.08,0.0289537713,理科,10,12
15,10026,北京中医药大学,2138,北京,1215300,1860,653.3870967742,2010,3.89,0,理科,2,15
16,10004,北京交通大学,2124,北京,1411358,1961.9,719.3832509302,2011,10.87,0.04048583,理科,76,16
14,10004,北京交通大学,2124,北京,1411358,1961.9,719.3832509302,2011,10.87,0.04048583,文科,5,14
10,10004,北京交通大学,2124,北京,1215300,1860,653.3870967742,2010,9.94,0.0406995885,文科,4,10
16,10004,北京交通大学,2124,北京,1625193,2018.6,805.1089864262,2012,10.66,0.053776435,理科,77,16
19,10004,北京交通大学,2124,北京,1787940,2069.3,864.0313149374,2013,9.31,0.0532846715,文科,6,19
11,10004,北京交通大学,2124,北京,1625193,2018.6,805.1089864262,2012,10.66,0.053776435,文科,5,11
19,10004,北京交通大学,2124,北京,1950056,2114.8,922.0994893134,2014,63.8,0.0641233766,理科,87,19
15,10004,北京交通大学,2124,北京,2133083,2152,991.2095724907,2015,65.44,0.0658346334,文科,7,15
19,10004,北京交通大学,2124,北京,1787940,2069.3,864.0313149374,2013,9.31,0.0532846715,理科,88,19
15,10004,北京交通大学,2124,北京,1950056,2114.8,922.0994893134,2014,63.8,0.0641233766,文科,6,15
21,10004,北京交通大学,2124,北京,2133083,2152,991.2095724907,2015,65.44,0.0658346334,理科,105,21
22,10004,北京交通大学,2124,北京,1215300,1860,653.3870967742,2010,9.94,0.0406995885,理科,71,22
23,10043,北京体育大学,2131,北京,2133083,2152,991.2095724907,2015,0,0.0335413417,文科,9,23
28,10043,北京体育大学,2131,北京,1950056,2114.8,922.0994893134,2014,0,0.0448051948,理科,6,28
25,10043,北京体育大学,2131,北京,1215300,1860,653.3870967742,2010,1.87,0.0617283951,理科,15,25
19,10043,北京体育大学,2131,北京,1625193,2018.6,805.1089864262,2012,0,0,文科,6,19
33,10043,北京体育大学,2131,北京,2133083,2152,991.2095724907,2015,0,0.0335413417,理科,12,33
24,10043,北京体育大学,2131,北京,1411358,1961.9,719.3832509302,2011,0,0,理科,14,24
26,10043,北京体育大学,2131,北京,1787940,2069.3,864.0313149374,2013,0,0,理科,16,26
19,10043,北京体育大学,2131,北京,1215300,1860,653.3870967742,2010,1.87,0.0617283951,文科,7,19
19,10043,北京体育大学,2131,北京,1787940,2069.3,864.0313149374,2013,0,0,文科,10,19
20,10043,北京体育大学,2131,北京,1411358,1961.9,719.3832509302,2011,0,0,文科,6,20
20,10043,北京体育大学,2131,北京,1950056,2114.8,922.0994893134,2014,0,0.0448051948,文科,9,20
25,10043,北京体育大学,2131,北京,1625193,2018.6,805.1089864262,2012,0,0,理科,11,25
26,10010,北京化工大学,2133,北京,1950056,2114.8,922.0994893134,2014,63.62,0,理科,59,26
23,10010,北京化工大学,2133,北京,1411358,1961.9,719.3832509302,2011,7.76,0,文科,12,23
20,10010,北京化工大学,2133,北京,1625193,2018.6,805.1089864262,2012,8.53,0,文科,10,20
24,10010,北京化工大学,2133,北京,1411358,1961.9,719.3832509302,2011,7.76,0,理科,47,24
19,10010,北京化工大学,2133,北京,1787940,2069.3,864.0313149374,2013,8.77,0,文科,12,19
18,10010,北京化工大学,2133,北京,1215300,1860,653.3870967742,2010,7.18,0,文科,8,18
22,10010,北京化工大学,2133,北京,1625193,2018.6,805.1089864262,2012,8.53,0,理科,49,22
21,10010,北京化工大学,2133,北京,1215300,1860,653.3870967742,2010,7.18,0,理科,50,21
22,10010,北京化工大学,2133,北京,2133083,2152,991.2095724907,2015,64.57,0,文科,13,22
22,10010,北京化工大学,2133,北京,1787940,2069.3,864.0313149374,2013,8.77,0,理科,59,22
21,10010,北京化工大学,2133,北京,1950056,2114.8,922.0994893134,2014,63.62,0,文科,13,21
26,10010,北京化工大学,2133,北京,2133083,2152,991.2095724907,2015,64.57,0,理科,72,26
24,10023,北京协和医学院,2125,北京,1411358,1961.9,719.3832509302,2011,0,0,理科,5,24
25,10023,北京协和医学院,2125,北京,1215300,1860,653.3870967742,2010,0,0,理科,10,25
12,10030,北京外国语大学,2122,北京,2133083,2152,991.2095724907,2015,62.77,0.0458658346,理科,8,12
8,10030,北京外国语大学,2122,北京,1625193,2018.6,805.1089864262,2012,3.61,0.0371601208,理科,8,8
13,10030,北京外国语大学,2122,北京,1950056,2114.8,922.0994893134,2014,61.35,0.0422077922,理科,8,13
18,10030,北京外国语大学,2122,北京,1625193,2018.6,805.1089864262,2012,3.61,0.0371601208,文科,8,18
6,10030,北京外国语大学,2122,北京,1787940,2069.3,864.0313149374,2013,3.22,0.0360097324,文科,7,6
7,10030,北京外国语大学,2122,北京,2133083,2152,991.2095724907,2015,62.77,0.0458658346,文科,8,7
9,10030,北京外国语大学,2122,北京,1787940,2069.3,864.0313149374,2013,3.22,0.0360097324,理科,8,9
3,10030,北京外国语大学,2122,北京,1215300,1860,653.3870967742,2010,3.77,0.0388065844,文科,8,3
12,10030,北京外国语大学,2122,北京,1215300,1860,653.3870967742,2010,3.77,0.0388065844,理科,8,12
5,10030,北京外国语大学,2122,北京,1411358,1961.9,719.3832509302,2011,3.65,0.0320242915,文科,9,5
10,10030,北京外国语大学,2122,北京,1411358,1961.9,719.3832509302,2011,3.65,0.0320242915,理科,8,10
7,10030,北京外国语大学,2122,北京,1950056,2114.8,922.0994893134,2014,61.35,0.0422077922,文科,7,7
1,10001,北京大学,2156,北京,1787940,2069.3,864.0313149374,2013,100,1,文科,18,1
2,10001,北京大学,2156,北京,2133083,2152,991.2095724907,2015,100,1,文科,20,2
0,10001,北京大学,2156,北京,1787940,2069.3,864.0313149374,2013,100,1,理科,18,0
0,10001,北京大学,2156,北京,1411358,1961.9,719.3832509302,2011,100,1,理科,12,0
0,10001,北京大学,2156,北京,1625193,2018.6,805.1089864262,2012,100,1,理科,12,0
0,10001,北京大学,2156,北京,1411358,1961.9,719.3832509302,2011,100,1,文科,12,0
1,10001,北京大学,2156,北京,1950056,2114.8,922.0994893134,2014,100,1,文科,20,1
1,10001,北京大学,2156,北京,1625193,2018.6,805.1089864262,2012,100,1,文科,12,1
0,10001,北京大学,2156,北京,1215300,1860,653.3870967742,2010,100,1,理科,16,0
1,10001,北京大学,2156,北京,1215300,1860,653.3870967742,2010,100,1,文科,12,1
0,10001,北京大学,2156,北京,2133083,2152,991.2095724907,2015,100,1,理科,20,0
0,10001,北京大学,2156,北京,1950056,2114.8,922.0994893134,2014,100,1,理科,20,0
1,19001,北京大学医学部,2156,北京,1215300,1860,653.3870967742,2010,100,1,理科,15,1
2,19001,北京大学医学部,2156,北京,1625193,2018.6,805.1089864262,2012,100,1,理科,16,2
1,19001,北京大学医学部,2156,北京,1787940,2069.3,864.0313149374,2013,100,1,理科,18,1
3,19001,北京大学医学部,2156,北京,1950056,2114.8,922.0994893134,2014,100,1,理科,20,3
4,19001,北京大学医学部,2156,北京,2133083,2152,991.2095724907,2015,100,1,理科,21,4
2,19001,北京大学医学部,2156,北京,1411358,1961.9,719.3832509302,2011,100,1,理科,15,2
19,10005,北京工业大学,2116,北京,1625193,2018.6,805.1089864262,2012,7.47,0.0380664653,文科,4,19
16,10005,北京工业大学,2116,北京,1950056,2114.8,922.0994893134,2014,62.73,0.076461039,文科,4,16
22,10005,北京工业大学,2116,北京,1411358,1961.9,719.3832509302,2011,7.54,0.0325910931,理科,14,22
31,10005,北京工业大学,2116,北京,1950056,2114.8,922.0994893134,2014,62.73,0.076461039,理科,11,31
20,10005,北京工业大学,2116,北京,2133083,2152,991.2095724907,2015,63.97,0.0400936037,文科,4,20
21,10005,北京工业大学,2116,北京,1625193,2018.6,805.1089864262,2012,7.47,0.0380664653,理科,18,21
20,10005,北京工业大学,2116,北京,1215300,1860,653.3870967742,2010,7.95,0.0637860082,理科,18,20
19,10005,北京工业大学,2116,北京,1787940,2069.3,864.0313149374,2013,6.71,0.0394160584,文科,6,19
23,10005,北京工业大学,2116,北京,1411358,1961.9,719.3832509302,2011,7.54,0.0325910931,文科,6,23
20,10005,北京工业大学,2116,北京,1787940,2069.3,864.0313149374,2013,6.71,0.0394160584,理科,12,20
18,10005,北京工业大学,2116,北京,1215300,1860,653.3870967742,2010,7.95,0.0637860082,文科,2,18
29,10005,北京工业大学,2116,北京,2133083,2152,991.2095724907,2015,63.97,0.0400936037,理科,13,29
12,10027,北京师范大学,2119,北京,2133083,2152,991.2095724907,2015,74.35,0.2745709828,理科,20,12
9,10027,北京师范大学,2119,北京,2133083,2152,991.2095724907,2015,74.35,0.2745709828,文科,10,9
27,10022,北京林业大学,2135,北京,1950056,2114.8,922.0994893134,2014,62.84,0,理科,81,27
17,10022,北京林业大学,2135,北京,1950056,2114.8,922.0994893134,2014,62.84,0,文科,19,17
23,10022,北京林业大学,2135,北京,1215300,1860,653.3870967742,2010,7.21,0.032345679,理科,54,23
19,10022,北京林业大学,2135,北京,1215300,1860,653.3870967742,2010,7.21,0.032345679,文科,16,19
19,10022,北京林业大学,2135,北京,1625193,2018.6,805.1089864262,2012,8.11,0.0240483384,文科,12,19
23,10022,北京林业大学,2135,北京,1625193,2018.6,805.1089864262,2012,8.11,0.0240483384,理科,74,23
17,10022,北京林业大学,2135,北京,1787940,2069.3,864.0313149374,2013,6.85,0.0228467153,文科,14,17
20,10022,北京林业大学,2135,北京,2133083,2152,991.2095724907,2015,64.48,0,文科,18,20
22,10022,北京林业大学,2135,北京,1411358,1961.9,719.3832509302,2011,7.66,0,理科,69,22
21,10022,北京林业大学,2135,北京,1411358,1961.9,719.3832509302,2011,7.66,0,文科,17,21
28,10022,北京林业大学,2135,北京,2133083,2152,991.2095724907,2015,64.48,0,理科,86,28
24,10022,北京林业大学,2135,北京,1787940,2069.3,864.0313149374,2013,6.85,0.0228467153,理科,87,24
16,10007,北京理工大学,2123,北京,1950056,2114.8,922.0994893134,2014,65.77,0.0946428571,理科,72,16
19,10007,北京理工大学,2123,北京,1787940,2069.3,864.0313149374,2013,14.04,0.0778588808,文科,8,19
12,10007,北京理工大学,2123,北京,1625193,2018.6,805.1089864262,2012,15.14,0.0767371601,文科,5,12
14,10007,北京理工大学,2123,北京,1411358,1961.9,719.3832509302,2011,16.6,0.0765182186,文科,5,14
14,10007,北京理工大学,2123,北京,1411358,1961.9,719.3832509302,2011,16.6,0.0765182186,理科,65,14
15,10007,北京理工大学,2123,北京,1625193,2018.6,805.1089864262,2012,15.14,0.0767371601,理科,70,15
16,10007,北京理工大学,2123,北京,2133083,2152,991.2095724907,2015,67.33,0.0801872075,文科,8,16
14,10007,北京理工大学,2123,北京,1787940,2069.3,864.0313149374,2013,14.04,0.0778588808,理科,74,14
14,10007,北京理工大学,2123,北京,1215300,1860,653.3870967742,2010,17.15,0.0942386831,理科,61,14
11,10007,北京理工大学,2123,北京,1215300,1860,653.3870967742,2010,17.15,0.0942386831,文科,4,11
12,10007,北京理工大学,2123,北京,1950056,2114.8,922.0994893134,2014,65.77,0.0946428571,文科,6,12
18,10007,北京理工大学,2123,北京,2133083,2152,991.2095724907,2015,67.33,0.0801872075,理科,76,18
17,10050,北京电影学院,2128,北京,2133083,2152,991.2095724907,2015,0,0.1322932917,文科,2,17
24,10008,北京科技大学,2129,北京,1411358,1961.9,719.3832509302,2011,13.8,0.0599190283,理科,42,24
20,10008,北京科技大学,2129,北京,1950056,2114.8,922.0994893134,2014,65.2,0.0530844156,理科,57,20
21,10008,北京科技大学,2129,北京,2133083,2152,991.2095724907,2015,66.45,0.0497659906,理科,58,21
17,10008,北京科技大学,2129,北京,1625193,2018.6,805.1089864262,2012,13.97,0.0613293051,理科,49,17
17,10008,北京科技大学,2129,北京,2133083,2152,991.2095724907,2015,66.45,0.0497659906,文科,1,17
18,10008,北京科技大学,2129,北京,1215300,1860,653.3870967742,2010,14.25,0.0893004115,理科,31,18
17,10008,北京科技大学,2129,北京,1787940,2069.3,864.0313149374,2013,13,0.0576642336,理科,56,17
25,10031,北京第二外国语学院,2146,北京,2133083,2152,991.2095724907,2015,0,0,理科,18,25
19,10031,北京第二外国语学院,2146,北京,1787940,2069.3,864.0313149374,2013,0,0,理科,18,19
25,10031,北京第二外国语学院,2146,北京,1950056,2114.8,922.0994893134,2014,60.17,0,理科,18,25
17,10031,北京第二外国语学院,2146,北京,1625193,2018.6,805.1089864262,2012,0,0,理科,13,17
11,10031,北京第二外国语学院,2146,北京,1787940,2069.3,864.0313149374,2013,0,0,文科,13,11
21,10031,北京第二外国语学院,2146,北京,1950056,2114.8,922.0994893134,2014,60.17,0,文科,13,21
11,10031,北京第二外国语学院,2146,北京,1215300,1860,653.3870967742,2010,0,0,文科,13,11
13,10031,北京第二外国语学院,2146,北京,1625193,2018.6,805.1089864262,2012,0,0,文科,11,13
18,10031,北京第二外国语学院,2146,北京,2133083,2152,991.2095724907,2015,0,0,文科,13,18
19,10031,北京第二外国语学院,2146,北京,1215300,1860,653.3870967742,2010,0,0,理科,12,19
15,10031,北京第二外国语学院,2146,北京,1411358,1961.9,719.3832509302,2011,0,0,文科,9,15
17,10031,北京第二外国语学院,2146,北京,1411358,1961.9,719.3832509302,2011,0,0,理科,13,17
8,10006,北京航空航天大学,2129,北京,1625193,2018.6,805.1089864262,2012,21.85,0.0628398792,理科,55,8
12,10006,北京航空航天大学,2129,北京,1215300,1860,653.3870967742,2010,22.14,0.1041152263,文科,3,12
14,10006,北京航空航天大学,2129,北京,2133083,2152,991.2095724907,2015,70.65,0.0897035881,文科,4,14
9,10006,北京航空航天大学,2129,北京,1787940,2069.3,864.0313149374,2013,19.81,0.0600973236,文科,3,9
11,10006,北京航空航天大学,2129,北京,1411358,1961.9,719.3832509302,2011,21.96,0.0748987854,文科,3,11
7,10006,北京航空航天大学,2129,北京,1215300,1860,653.3870967742,2010,22.14,0.1041152263,理科,47,7
7,10006,北京航空航天大学,2129,北京,1787940,2069.3,864.0313149374,2013,19.81,0.0600973236,理科,55,7
11,10006,北京航空航天大学,2129,北京,2133083,2152,991.2095724907,2015,70.65,0.0897035881,理科,83,11
8,10006,北京航空航天大学,2129,北京,1411358,1961.9,719.3832509302,2011,21.96,0.0748987854,理科,52,8
9,10006,北京航空航天大学,2129,北京,1625193,2018.6,805.1089864262,2012,21.85,0.0628398792,文科,3,9
