,Label,University_Name,UniversityNo,Year,Topic,Province,University_Name_Location,Plan_Number,Ranking_Scores,Media_Impact,GDP,Population,GDP_Per_Person,Distance,Lowest,Highest,ave,Plan,NO
779,8062,南昌大学,10403,2012,理科,江西,南昌大学,19,6.61,0.0407854985,1170282,4488.4367,260.7326510809,775.0,431.0,489.0,453.0,15.0,专科
780,8069,南昌大学,10403,2015,理科,江西,南昌大学,74,63.94,0.0,1570859,4542.0,345.85182738879996,775.0,,,575.0,,第一批
781,8092,南昌大学,10403,2015,文科,江西,南昌大学,19,63.94,0.0,1570859,4542.0,345.85182738879996,775.0,,,586.0,,第一批
782,8126,厦门大学,10384,2010,理科,福建,厦门大学,70,26.4,0.11893004119999999,1223653,3666.0,333.784233497,686.0,563.0,632.0,598.0,97.0,第一批
783,8126,厦门大学,10384,2010,理科,福建,厦门大学,70,26.4,0.11893004119999999,1223653,3666.0,333.784233497,686.0,575.0,576.0,575.0,2.0,提前批
784,8130,厦门大学,10384,2012,理科,福建,厦门大学,91,25.42,0.1465256798,1756018,3720.0,472.0478494624,686.0,588.0,637.0,613.0,87.0,第一批
785,8134,厦门大学,10384,2013,理科,福建,厦门大学,111,24.63,0.13771289539999998,1970178,3748.0,525.6611526147,686.0,607.0,657.0,631.0,91.0,第一批
786,8139,厦门大学,10384,2015,理科,福建,厦门大学,107,71.66,0.17628705149999999,2405576,3806.0,632.0483447189,686.0,616.0,,626.0,,第一批
787,8160,厦门大学,10384,2013,文科,福建,厦门大学,27,24.63,0.13771289539999998,1970178,3748.0,525.6611526147,686.0,615.0,642.0,627.0,23.0,第一批
788,8163,厦门大学,10384,2012,文科,福建,厦门大学,23,25.42,0.1465256798,1756018,3720.0,472.0478494624,686.0,600.0,636.0,619.0,23.0,第一批
789,8175,厦门大学,10384,2014,理科,福建,厦门大学,97,70.43,0.1818181818,2175964,3774.0,576.5670376259,686.0,607.0,665.0,634.0,111.0,第一批
790,8187,厦门大学,10384,2014,文科,福建,厦门大学,18,70.43,0.1818181818,2175964,3774.0,576.5670376259,686.0,622.0,651.0,634.0,27.0,第一批
791,8200,厦门大学,10384,2011,文科,福建,厦门大学,25,26.03,0.17085020239999998,1473712,3693.0,399.0555104251,686.0,627.0,648.0,634.0,24.0,第一批
792,8219,厦门大学,10384,2015,文科,福建,厦门大学,17,71.66,0.17628705149999999,2405576,3806.0,632.0483447189,686.0,621.0,,620.0,,第一批
793,8228,厦门大学,10384,2011,理科,福建,厦门大学,87,26.03,0.17085020239999998,1473712,3693.0,399.0555104251,686.0,642.0,677.0,654.0,74.0,第一批
794,8241,厦门大学,10384,2010,文科,福建,厦门大学,22,26.4,0.11893004119999999,1223653,3666.0,333.784233497,686.0,533.0,585.0,557.0,24.0,第一批
795,8241,厦门大学,10384,2010,文科,福建,厦门大学,22,26.4,0.11893004119999999,1223653,3666.0,333.784233497,686.0,379.0,483.0,431.0,2.0,提前批
796,8286,合肥工业大学,10359,2015,理科,安徽,合肥工业大学,90,64.31,0.0,2084875,6083.0,342.7379582443,1212.0,,,576.0,,第一批
797,8287,合肥工业大学,10359,2012,理科,安徽,合肥工业大学,50,8.02,0.0,1530065,5968.0,256.3781836461,1212.0,568.0,592.0,578.0,97.0,第一批
798,8299,合肥工业大学,10359,2011,文科,安徽,合肥工业大学,10,7.28,0.0,1235933,5956.7,207.4861920191,1212.0,601.0,601.0,601.0,1.0,第一批
799,8302,合肥工业大学,10359,2011,理科,安徽,合肥工业大学,105,7.28,0.0,1235933,5956.7,207.4861920191,1212.0,624.0,646.0,632.0,108.0,第一批
800,8325,合肥工业大学,10359,2014,理科,安徽,合肥工业大学,86,63.22,0.0,1903887,6029.8,315.7462934094,1212.0,582.0,611.0,591.0,66.0,第一批
801,8331,合肥工业大学,10359,2010,理科,安徽,合肥工业大学,108,7.12,0.0,1006282,6131.0,164.1301582124,1212.0,546.0,579.0,561.0,202.0,第一批
802,8331,合肥工业大学,10359,2010,理科,安徽,合肥工业大学,108,7.12,0.0,1006282,6131.0,164.1301582124,1212.0,540.0,561.0,550.0,2.0,提前批
803,8332,合肥工业大学,10359,2013,理科,安徽,合肥工业大学,67,7.89,0.0,1721205,5988.0,287.4423847695,1212.0,588.0,614.0,599.0,49.0,第一批
804,8371,合肥工业大学,10359,2010,文科,安徽,合肥工业大学,6,7.12,0.0,1006282,6131.0,164.1301582124,1212.0,518.0,523.0,520.0,13.0,第一批
805,8402,吉林大学,10183,2010,文科,吉林,吉林大学,10,37.23,0.0740740741,727875,2739.55,265.6914456754,3064.0,530.0,559.0,539.0,30.0,第一批
806,8409,吉林大学,10183,2010,理科,吉林,吉林大学,90,37.23,0.0740740741,727875,2739.55,265.6914456754,3064.0,540.0,627.0,576.0,240.0,第一批
807,8415,吉林大学,10183,2014,文科,吉林,吉林大学,24,74.95,0.1030844156,1298146,2751.28,471.833473874,3064.0,615.0,625.0,620.0,8.0,第一批
808,8428,吉林大学,10183,2011,理科,吉林,吉林大学,100,35.41,0.0680161943,866758,2746.6,315.5748925945,3064.0,632.0,657.0,641.0,89.0,第一批
809,8429,吉林大学,10183,2014,理科,吉林,吉林大学,174,74.95,0.1030844156,1298146,2751.28,471.833473874,3064.0,588.0,645.0,606.0,160.0,第一批
810,8436,吉林大学,10183,2015,文科,吉林,吉林大学,41,76.03,0.1001560062,1380381,2752.0,501.5919331395,3064.0,,,609.0,,第一批
811,8445,吉林大学,10183,2012,理科,吉林,吉林大学,108,33.68,0.0752265861,1056883,2749.41,384.40356294620005,3064.0,581.0,616.0,592.0,100.0,第一批
812,8456,吉林大学,10183,2015,理科,吉林,吉林大学,254,76.03,0.1001560062,1380381,2752.0,501.5919331395,3064.0,,,600.0,,第一批
813,8477,吉林大学,10183,2013,文科,吉林,吉林大学,8,34.0,0.0729927007,1193924,2750.4,434.0910413031,3064.0,608.0,618.0,612.0,13.0,第一批
814,8488,吉林大学,10183,2013,理科,吉林,吉林大学,152,34.0,0.0729927007,1193924,2750.4,434.0910413031,3064.0,594.0,628.0,606.0,112.0,第一批
815,8492,吉林大学,10183,2011,文科,吉林,吉林大学,10,35.41,0.0680161943,866758,2746.6,315.5748925945,3064.0,610.0,630.0,619.0,9.0,第一批
816,8504,吉林大学,10183,2012,文科,吉林,吉林大学,12,33.68,0.0752265861,1056883,2749.41,384.40356294620005,3064.0,594.0,613.0,599.0,11.0,第一批
817,8546,同济大学,10247,2015,理科,上海,同济大学,94,70.14,0.17004680190000002,2356094,2426.0,971.1846661171,1475.0,642.0,675.0,652.0,,第一批
818,8548,同济大学,10247,2013,理科,上海,同济大学,98,21.52,0.1654501217,2018172,2380.43,847.8182513242999,1475.0,631.0,678.0,656.0,85.0,第一批
819,8549,同济大学,10247,2010,理科,上海,同济大学,80,21.62,0.15514403289999998,1504645,2210.2841277426,680.7473216291,1475.0,594.0,657.0,622.0,86.0,第一批
820,8556,同济大学,10247,2011,理科,上海,同济大学,80,21.63,0.1453441296,1716598,2302.66,745.4847871592,1475.0,669.0,688.0,674.0,83.0,第一批
821,8557,同济大学,10247,2012,理科,上海,同济大学,81,21.1,0.1640483384,1919569,2347.46,817.7217077181,1475.0,613.0,650.0,636.0,81.0,第一批
822,8563,同济大学,10247,2014,理科,上海,同济大学,94,68.92,0.1704545455,2160212,2415.15,894.4421671532001,1475.0,634.0,676.0,657.0,98.0,第一批
823,8584,哈尔滨医科大学,10226,2012,理科,黑龙江,哈尔滨医科大学,18,3.88,0.0,1258200,3834.01,328.1681581425,3315.0,568.0,597.0,576.0,9.0,第一批
824,8584,哈尔滨医科大学,10226,2012,理科,黑龙江,哈尔滨医科大学,18,3.88,0.0,1258200,3834.01,328.1681581425,3315.0,434.0,483.0,455.0,10.0,专科
825,8592,哈尔滨医科大学,10226,2015,文科,黑龙江,哈尔滨医科大学,3,63.25,0.0,1503938,3833.0,392.36577093660003,3315.0,,,579.0,,第一批
826,8594,哈尔滨医科大学,10226,2013,理科,黑龙江,哈尔滨医科大学,18,4.67,0.0,1369158,3834.04,357.1058204922,3315.0,585.0,643.0,598.0,11.0,第一批
827,8594,哈尔滨医科大学,10226,2013,理科,黑龙江,哈尔滨医科大学,18,4.67,0.0,1369158,3834.04,357.1058204922,3315.0,441.0,493.0,470.0,14.0,专科
828,8600,哈尔滨医科大学,10226,2011,理科,黑龙江,哈尔滨医科大学,18,3.89,0.0,1036860,3833.35,270.4840413737,3315.0,622.0,670.0,635.0,10.0,第一批
829,8610,哈尔滨医科大学,10226,2015,理科,黑龙江,哈尔滨医科大学,27,63.25,0.0,1503938,3833.0,392.36577093660003,3315.0,,,578.0,,第一批
830,8618,哈尔滨医科大学,10226,2014,理科,黑龙江,哈尔滨医科大学,44,61.94,0.0,1438293,3835.02,375.0418511507,3315.0,578.0,619.0,588.0,18.0,第一批
831,8618,哈尔滨医科大学,10226,2014,理科,黑龙江,哈尔滨医科大学,44,61.94,0.0,1438293,3835.02,375.0418511507,3315.0,467.0,500.0,478.0,14.0,专科
832,8646,哈尔滨工业大学,10213,2014,理科,黑龙江,哈尔滨工业大学,74,70.68,0.0909090909,1438293,3835.02,375.0418511507,3297.0,600.0,649.0,626.0,74.0,第一批
833,8649,哈尔滨工业大学,10213,2013,理科,黑龙江,哈尔滨工业大学,74,25.8,0.0472019465,1369158,3834.04,357.1058204922,3297.0,605.0,656.0,629.0,67.0,第一批
834,8659,哈尔滨工业大学,10213,2012,理科,黑龙江,哈尔滨工业大学,65,27.27,0.04247734139999999,1258200,3834.01,328.1681581425,3297.0,574.0,644.0,603.0,75.0,第一批
835,8662,哈尔滨工业大学,10213,2015,理科,黑龙江,哈尔滨工业大学,75,71.59,0.1218408736,1503938,3833.0,392.36577093660003,3297.0,610.0,,624.0,,第一批
836,8671,哈尔滨工业大学,10213,2014,文科,黑龙江,哈尔滨工业大学,6,70.68,0.0909090909,1438293,3835.02,375.0418511507,3297.0,595.0,608.0,600.0,6.0,第一批
837,8680,哈尔滨工业大学,10213,2011,理科,黑龙江,哈尔滨工业大学,75,27.82,0.07651821860000001,1036860,3833.35,270.4840413737,3297.0,621.0,673.0,659.0,78.0,第一批
838,8708,哈尔滨工业大学,10213,2010,理科,黑龙江,哈尔滨工业大学,63,28.32,0.055555555599999994,858700,3826.01,224.4374687991,3297.0,577.0,635.0,598.0,111.0,第一批
839,8752,哈尔滨工程大学,10217,2012,理科,黑龙江,哈尔滨工程大学,25,8.48,0.0,1258200,3834.01,328.1681581425,3301.0,578.0,595.0,584.0,20.0,第一批
840,8753,哈尔滨工程大学,10217,2011,理科,黑龙江,哈尔滨工程大学,20,9.83,0.0,1036860,3833.35,270.4840413737,3301.0,624.0,651.0,631.0,20.0,第一批
841,8760,哈尔滨工程大学,10217,2013,理科,黑龙江,哈尔滨工程大学,33,7.42,0.0,1369158,3834.04,357.1058204922,3301.0,586.0,605.0,593.0,21.0,第一批
842,8761,哈尔滨工程大学,10217,2015,理科,黑龙江,哈尔滨工程大学,40,64.9,0.0,1503938,3833.0,392.36577093660003,3301.0,568.0,,580.0,,第一批
843,8769,哈尔滨工程大学,10217,2014,理科,黑龙江,哈尔滨工程大学,33,63.22,0.0,1438293,3835.02,375.0418511507,3301.0,585.0,604.0,590.0,33.0,第一批
844,8778,哈尔滨工程大学,10217,2010,理科,黑龙江,哈尔滨工程大学,20,10.44,0.0,858700,3826.01,224.4374687991,3301.0,547.0,590.0,565.0,189.0,第一批
845,8788,哈尔滨理工大学,10214,2015,理科,黑龙江,哈尔滨理工大学,121,62.33,0.0,1503938,3833.0,392.36577093660003,3291.0,,,533.0,,第二批
846,8789,四川农业大学,10626,2014,理科,四川,四川农业大学,10,61.42,0.0,2626077,8107.0,323.927100037,1574.0,575.0,575.0,575.0,1.0,第一批
847,8796,四川农业大学,10626,2010,理科,四川,四川农业大学,20,4.51,0.0,1415128,8185.0,172.8928527795,1574.0,542.0,569.0,554.0,20.0,第一批
848,8799,四川农业大学,10626,2015,理科,四川,四川农业大学,10,62.96,0.0,2853666,8140.0,350.5732186732,1574.0,,,561.0,,第一批
849,8805,四川大学,10610,2015,文科,四川,四川大学,13,74.05,0.1269890796,2853666,8140.0,350.5732186732,1581.0,614.0,,618.0,,第一批
850,8807,四川大学,10610,2012,理科,四川,四川大学,86,32.23,0.1362537764,2102668,8050.0,261.2009937888,1581.0,570.0,628.0,596.0,95.0,第一批
851,8813,四川大学,10610,2012,文科,四川,四川大学,16,32.23,0.1362537764,2102668,8050.0,261.2009937888,1581.0,605.0,613.0,608.0,20.0,第一批
852,8814,四川大学,10610,2010,理科,四川,四川大学,93,34.18,0.121399177,1415128,8185.0,172.8928527795,1581.0,570.0,615.0,587.0,182.0,第一批
853,8830,四川大学,10610,2014,理科,四川,四川大学,103,72.31,0.1452922078,2626077,8107.0,323.927100037,1581.0,602.0,651.0,614.0,97.0,第一批
854,8841,四川大学,10610,2013,文科,四川,四川大学,16,30.0,0.13527980539999998,2387280,8076.2,295.5944627424,1581.0,598.0,624.0,615.0,18.0,第一批
855,8843,四川大学,10610,2011,理科,四川,四川大学,93,33.37,0.1396761134,1718548,8044.92,213.6190291513,1581.0,639.0,664.0,645.0,105.0,第一批
856,8851,四川大学,10610,2010,文科,四川,四川大学,16,34.18,0.121399177,1415128,8185.0,172.8928527795,1581.0,536.0,556.0,545.0,27.0,第一批
857,8864,四川大学,10610,2011,文科,四川,四川大学,20,33.37,0.1396761134,1718548,8044.92,213.6190291513,1581.0,614.0,625.0,617.0,23.0,第一批
858,8881,四川大学,10610,2013,理科,四川,四川大学,94,30.0,0.13527980539999998,2387280,8076.2,295.5944627424,1581.0,594.0,652.0,618.0,92.0,第一批
859,8888,四川大学,10610,2015,理科,四川,四川大学,107,74.05,0.1269890796,2853666,8140.0,350.5732186732,1581.0,599.0,,607.0,,第一批
860,8910,四川大学,10610,2014,文科,四川,四川大学,17,72.31,0.1452922078,2626077,8107.0,323.927100037,1581.0,618.0,627.0,622.0,17.0,第一批
861,8949,复旦大学,10246,2011,理科,上海,复旦大学,36,54.89,0.4696356275,1716598,2302.66,745.4847871592,1473.0,685.0,694.0,,43.0,第一批
862,8951,复旦大学,10246,2010,文科,上海,复旦大学,15,55.83,0.45267489710000003,1504645,2210.2841277426,680.7473216291,1473.0,581.0,596.0,589.0,17.0,第一批
863,8952,复旦大学,10246,2012,文科,上海,复旦大学,12,55.57,0.45317220539999997,1919569,2347.46,817.7217077181,1473.0,634.0,657.0,650.0,19.0,第一批
864,8963,复旦大学,10246,2010,理科,上海,复旦大学,34,55.83,0.45267489710000003,1504645,2210.2841277426,680.7473216291,1473.0,647.0,660.0,654.0,30.0,第一批
865,8975,复旦大学,10246,2014,理科,上海,复旦大学,28,82.51,0.4350649351,2160212,2415.15,894.4421671532001,1473.0,655.0,683.0,671.0,30.0,第一批
866,8988,复旦大学,10246,2015,理科,上海,复旦大学,12,80.92,0.44773790950000003,2356094,2426.0,971.1846661171,1473.0,,,669.0,,第一批
867,9000,复旦大学,10246,2012,理科,上海,复旦大学,40,55.57,0.45317220539999997,1919569,2347.46,817.7217077181,1473.0,636.0,665.0,654.0,41.0,第一批
868,9014,复旦大学,10246,2014,文科,上海,复旦大学,21,82.51,0.4350649351,2160212,2415.15,894.4421671532001,1473.0,642.0,667.0,657.0,18.0,第一批
869,9024,复旦大学,10246,2011,文科,上海,复旦大学,16,54.89,0.4696356275,1716598,2302.66,745.4847871592,1473.0,657.0,665.0,657.0,18.0,第一批
870,9036,复旦大学,10246,2013,理科,上海,复旦大学,26,55.87,0.48905109490000004,2018172,2380.43,847.8182513242999,1473.0,651.0,682.0,671.0,40.0,第一批
871,9054,复旦大学,10246,2013,文科,上海,复旦大学,15,55.87,0.48905109490000004,2018172,2380.43,847.8182513242999,1473.0,638.0,663.0,652.0,14.0,第一批
872,9072,复旦大学,10246,2015,文科,上海,复旦大学,13,80.92,0.44773790950000003,2356094,2426.0,971.1846661171,1473.0,,,655.0,,第一批
873,9102,大连海事大学,10151,2012,文科,辽宁,大连海事大学,14,3.37,0.0,2222670,4383.0,507.11156741959996,2259.0,571.0,603.0,588.0,12.0,第一批
874,9110,大连海事大学,10151,2014,文科,辽宁,大连海事大学,16,61.27,0.0,2707765,4390.0,616.8029612756,2259.0,594.0,617.0,604.0,15.0,第一批
875,9114,大连海事大学,10151,2011,文科,辽宁,大连海事大学,12,3.28,0.0,1845727,4375.0,421.8804571429,2259.0,602.0,634.0,613.0,13.0,第一批
876,9118,大连海事大学,10151,2010,文科,辽宁,大连海事大学,14,3.38,0.0,1521250,4341.0,350.43768716889997,2259.0,519.0,561.0,534.0,11.0,第一批
877,9128,大连海事大学,10151,2013,理科,辽宁,大连海事大学,100,3.18,0.0,2484643,4389.0,566.1068580542,2259.0,585.0,613.0,594.0,77.0,第一批
878,9133,大连海事大学,10151,2010,理科,辽宁,大连海事大学,73,3.38,0.0,1521250,4341.0,350.43768716889997,2259.0,549.0,594.0,565.0,87.0,第一批
879,9133,大连海事大学,10151,2010,理科,辽宁,大连海事大学,73,3.38,0.0,1521250,4341.0,350.43768716889997,2259.0,539.0,600.0,553.0,33.0,提前批
880,9145,大连海事大学,10151,2015,文科,辽宁,大连海事大学,17,62.53,0.0,2862658,4391.0,651.9375996356,2259.0,,,586.0,,第一批
881,9159,大连海事大学,10151,2012,理科,辽宁,大连海事大学,77,3.37,0.0,2222670,4383.0,507.11156741959996,2259.0,571.0,612.0,579.0,77.0,第一批
882,9181,大连海事大学,10151,2013,文科,辽宁,大连海事大学,16,3.18,0.0,2484643,4389.0,566.1068580542,2259.0,597.0,605.0,600.0,15.0,第一批
883,9195,大连海事大学,10151,2015,理科,辽宁,大连海事大学,104,62.53,0.0,2862658,4391.0,651.9375996356,2259.0,,,574.0,,第一批
884,9207,大连海事大学,10151,2014,理科,辽宁,大连海事大学,104,61.27,0.0,2707765,4390.0,616.8029612756,2259.0,556.0,617.0,586.0,95.0,第一批
885,9222,大连海事大学,10151,2011,理科,辽宁,大连海事大学,78,3.28,0.0,1845727,4375.0,421.8804571429,2259.0,621.0,649.0,630.0,73.0,第一批
886,9246,大连理工大学,10141,2011,理科,辽宁,大连理工大学,30,17.8,0.026761133599999997,1845727,4375.0,421.8804571429,2259.0,643.0,654.0,647.0,31.0,第一批
887,9249,大连理工大学,10141,2015,理科,辽宁,大连理工大学,52,67.81,0.0361934477,2862658,4391.0,651.9375996356,2259.0,600.0,616.0,599.0,,第一批
888,9252,大连理工大学,10141,2014,理科,辽宁,大连理工大学,47,67.77,0.0,2707765,4390.0,616.8029612756,2259.0,596.0,639.0,615.0,46.0,第一批
889,9269,大连理工大学,10141,2010,理科,辽宁,大连理工大学,30,18.38,0.026707818900000003,1521250,4341.0,350.43768716889997,2259.0,541.0,618.0,581.0,130.0,第一批
890,9276,大连理工大学,10141,2012,理科,辽宁,大连理工大学,35,17.34,0.0252567976,2222670,4383.0,507.11156741959996,2259.0,592.0,611.0,599.0,30.0,第一批
891,9282,大连理工大学,10141,2013,理科,辽宁,大连理工大学,42,18.82,0.0253041363,2484643,4389.0,566.1068580542,2259.0,610.0,633.0,616.0,51.0,第一批
892,9291,天津医科大学,10062,2010,理科,天津,天津医科大学,10,3.49,0.0,752185,1228.16,612.4487037519999,2102.0,540.0,591.0,569.0,25.0,第一批
893,9292,天津医科大学,10062,2011,理科,天津,天津医科大学,5,3.77,0.0,922446,1299.29,709.9615944092999,2102.0,622.0,630.0,624.0,5.0,第一批
894,9295,天津大学,10056,2011,文科,天津,天津大学,2,21.98,0.075708502,922446,1299.29,709.9615944092999,2090.0,565.0,579.0,569.0,7.0,第一批
895,9298,天津大学,10056,2013,理科,天津,天津大学,45,20.99,0.0720194647,1289388,1413.15,912.4211867105,2090.0,610.0,649.0,624.0,40.0,第一批
896,9300,天津大学,10056,2014,理科,天津,天津大学,51,68.56,0.0933441558,1437016,1472.21,976.0944430482001,2090.0,600.0,650.0,626.0,47.0,第一批
897,9314,天津大学,10056,2011,理科,天津,天津大学,33,21.98,0.075708502,922446,1299.29,709.9615944092999,2090.0,656.0,676.0,663.0,43.0,第一批
898,9315,天津大学,10056,2010,理科,天津,天津大学,30,22.65,0.0650205761,752185,1228.16,612.4487037519999,2090.0,601.0,648.0,629.0,107.0,第一批
899,9327,天津大学,10056,2012,理科,天津,天津大学,40,22.17,0.0731117825,1130728,1354.58,834.7443488017999,2090.0,584.0,630.0,612.0,33.0,第一批
900,9344,天津财经大学,10070,2014,理科,天津,天津财经大学,21,60.58,0.0,1437016,1472.21,976.0944430482001,2103.0,586.0,611.0,597.0,26.0,第一批
901,9350,天津财经大学,10070,2012,理科,天津,天津财经大学,21,1.51,0.0,1130728,1354.58,834.7443488017999,2103.0,576.0,604.0,587.0,24.0,第一批
902,9353,天津财经大学,10070,2015,理科,天津,天津财经大学,30,61.97,0.0,1572247,1517.0,1036.4185893210001,2103.0,585.0,,594.0,,第一批
903,9370,天津财经大学,10070,2012,文科,天津,天津财经大学,15,1.51,0.0,1130728,1354.58,834.7443488017999,2103.0,594.0,615.0,602.0,18.0,第一批
904,9374,天津财经大学,10070,2013,文科,天津,天津财经大学,19,1.52,0.0,1289388,1413.15,912.4211867105,2103.0,602.0,618.0,608.0,15.0,第一批
905,9386,天津财经大学,10070,2014,文科,天津,天津财经大学,16,60.58,0.0,1437016,1472.21,976.0944430482001,2103.0,598.0,618.0,609.0,18.0,第一批
906,9398,天津财经大学,10070,2013,理科,天津,天津财经大学,26,1.52,0.0,1289388,1413.15,912.4211867105,2103.0,602.0,624.0,608.0,24.0,第一批
907,9410,天津财经大学,10070,2015,文科,天津,天津财经大学,20,61.97,0.0,1572247,1517.0,1036.4185893210001,2103.0,593.0,,601.0,,第一批
908,9422,天津财经大学,10070,2011,理科,天津,天津财经大学,23,1.39,0.0,922446,1299.29,709.9615944092999,2103.0,636.0,649.0,640.0,25.0,第一批
909,9434,天津财经大学,10070,2010,文科,天津,天津财经大学,20,1.22,0.0,752185,1228.16,612.4487037519999,2103.0,529.0,549.0,540.0,22.0,第一批
910,9447,天津财经大学,10070,2011,文科,天津,天津财经大学,18,1.39,0.0,922446,1299.29,709.9615944092999,2103.0,613.0,629.0,616.0,19.0,第一批
911,9459,天津财经大学,10070,2010,理科,天津,天津财经大学,25,1.22,0.0,752185,1228.16,612.4487037519999,2103.0,561.0,578.0,565.0,27.0,第一批
912,9488,太原理工大学,10112,2012,理科,山西,太原理工大学,30,5.63,0.0,1123755,3593.28,312.7379441624,1865.0,565.0,579.0,569.0,30.0,第一批
913,9492,太原理工大学,10112,2010,理科,山西,太原理工大学,40,6.2,0.0,735831,3427.36,214.69323327580003,1865.0,547.0,568.0,552.0,119.0,第一批
914,9494,太原理工大学,10112,2011,理科,山西,太原理工大学,30,5.42,0.0,920086,3574.11,257.4308009546,1865.0,621.0,639.0,625.0,17.0,第一批
915,9497,太原理工大学,10112,2013,理科,山西,太原理工大学,30,4.88,0.0,1211283,3610.83,335.4583295253,1865.0,581.0,601.0,587.0,28.0,第一批
916,9500,太原理工大学,10112,2014,理科,山西,太原理工大学,30,62.08,0.0,1260224,3629.8,347.1882748361,1865.0,572.0,595.0,578.0,29.0,第一批
917,9510,太原理工大学,10112,2015,理科,山西,太原理工大学,30,63.48,0.0,1275944,3648.0,349.76535087720004,1865.0,,,568.0,,第一批
918,9524,安徽医科大学,10366,2014,理科,安徽,安徽医科大学,8,60.89,0.0,1903887,6029.8,315.7462934094,1215.0,577.0,603.0,593.0,8.0,第一批
919,9525,安徽医科大学,10366,2013,理科,安徽,安徽医科大学,8,2.15,0.0,1721205,5988.0,287.4423847695,1215.0,589.0,594.0,592.0,3.0,第一批
920,9525,安徽医科大学,10366,2013,理科,安徽,安徽医科大学,8,2.15,0.0,1721205,5988.0,287.4423847695,1215.0,554.0,558.0,556.0,3.0,第二批
921,9527,安徽医科大学,10366,2015,理科,安徽,安徽医科大学,8,62.24,0.0,2084875,6083.0,342.7379582443,1215.0,,,578.0,,第一批
922,9531,安徽医科大学,10366,2012,理科,安徽,安徽医科大学,3,1.63,0.0,1530065,5968.0,256.3781836461,1215.0,546.0,565.0,554.0,6.0,第二批
923,9540,安徽大学,10357,2010,文科,安徽,安徽大学,10,5.11,0.0,1006282,6131.0,164.1301582124,1253.0,520.0,533.0,524.0,20.0,第一批
924,9541,安徽大学,10357,2011,文科,安徽,安徽大学,10,5.0,0.0,1235933,5956.7,207.4861920191,1253.0,595.0,606.0,600.0,10.0,第一批
925,9547,安徽大学,10357,2015,理科,安徽,安徽大学,25,63.46,0.0410296412,2084875,6083.0,342.7379582443,1253.0,,,575.0,,第一批
926,9549,安徽大学,10357,2010,理科,安徽,安徽大学,10,5.11,0.0,1006282,6131.0,164.1301582124,1253.0,540.0,559.0,548.0,18.0,第一批
927,9562,安徽大学,10357,2015,文科,安徽,安徽大学,20,63.46,0.0410296412,2084875,6083.0,342.7379582443,1253.0,,,594.0,,第一批
928,9579,安徽大学,10357,2013,文科,安徽,安徽大学,15,4.42,0.026520681299999998,1721205,5988.0,287.4423847695,1253.0,591.0,607.0,596.0,16.0,第一批
929,9581,安徽大学,10357,2012,文科,安徽,安徽大学,16,4.75,0.026435045299999998,1530065,5968.0,256.3781836461,1253.0,582.0,591.0,585.0,10.0,第一批
930,9602,安徽大学,10357,2014,理科,安徽,安徽大学,20,62.04,0.0368506494,1903887,6029.8,315.7462934094,1253.0,569.0,591.0,580.0,21.0,第一批
931,9606,安徽大学,10357,2011,理科,安徽,安徽大学,10,5.0,0.0,1235933,5956.7,207.4861920191,1253.0,624.0,645.0,628.0,10.0,第一批
932,9617,安徽大学,10357,2012,理科,安徽,安徽大学,14,4.75,0.026435045299999998,1530065,5968.0,256.3781836461,1253.0,568.0,575.0,572.0,8.0,第一批
933,9629,安徽大学,10357,2014,文科,安徽,安徽大学,15,62.04,0.0368506494,1903887,6029.8,315.7462934094,1253.0,598.0,612.0,601.0,15.0,第一批
934,9659,安徽大学,10357,2013,理科,安徽,安徽大学,20,4.42,0.026520681299999998,1721205,5988.0,287.4423847695,1253.0,585.0,615.0,590.0,14.0,第一批
935,9684,对外经济贸易大学,10036,2011,理科,北京,对外经济贸易大学,32,3.85,0.0481781377,1411358,1961.9,719.3832509302,2136.0,667.0,681.0,671.0,35.0,第一批
936,9688,对外经济贸易大学,10036,2011,文科,北京,对外经济贸易大学,33,3.85,0.0481781377,1411358,1961.9,719.3832509302,2136.0,622.0,654.0,644.0,32.0,第一批
937,9696,对外经济贸易大学,10036,2012,文科,北京,对外经济贸易大学,33,3.89,0.0450151057,1625193,2018.6,805.1089864262,2136.0,612.0,639.0,630.0,32.0,第一批
938,9704,对外经济贸易大学,10036,2010,理科,北京,对外经济贸易大学,33,3.85,0.0502057613,1215300,1860.0,653.3870967742,2136.0,580.0,646.0,617.0,30.0,第一批
939,9704,对外经济贸易大学,10036,2010,理科,北京,对外经济贸易大学,33,3.85,0.0502057613,1215300,1860.0,653.3870967742,2136.0,582.0,597.0,589.0,6.0,提前批
940,9716,对外经济贸易大学,10036,2015,理科,北京,对外经济贸易大学,49,63.09,0.0496099844,2133083,2152.0,991.2095724907001,2136.0,629.0,649.0,639.0,,第一批
941,9728,对外经济贸易大学,10036,2015,文科,北京,对外经济贸易大学,32,63.09,0.0496099844,2133083,2152.0,991.2095724907001,2136.0,623.0,643.0,631.0,,第一批
942,9740,对外经济贸易大学,10036,2014,理科,北京,对外经济贸易大学,44,61.63,0.04886363639999999,1950056,2114.8,922.0994893134,2136.0,621.0,660.0,644.0,38.0,第一批
943,9752,对外经济贸易大学,10036,2013,文科,北京,对外经济贸易大学,38,3.88,0.0457420925,1787940,2069.3,864.0313149374001,2136.0,630.0,656.0,639.0,33.0,第一批
