,UniversityNo,Distance,GDP,Population,GDP_Per_Person,Year,Ranking_Scores,Media_Impact,Topic,Plan_Number,Lowest,Label
834,10213,3297.0,1258200,3834.01,328.1681581425,2012,27.27,0.042477341399999986,1,65,574.0,14
835,10213,3297.0,1503938,3833.0,392.36577093660003,2015,71.59,0.1218408736,1,75,610.0,19
836,10213,3297.0,1438293,3835.02,375.0418511507,2014,70.68,0.0909090909,0,6,595.0,15
837,10213,3297.0,1036860,3833.35,270.4840413737,2011,27.82,0.07651821860000001,1,75,621.0,23
838,10213,3297.0,858700,3826.01,224.4374687991,2010,28.32,0.0555555556,1,63,577.0,14
839,10217,3301.0,1258200,3834.01,328.1681581425,2012,8.48,0.0,1,25,578.0,25
840,10217,3301.0,1036860,3833.35,270.4840413737,2011,9.83,0.0,1,20,624.0,21
841,10217,3301.0,1369158,3834.04,357.1058204922,2013,7.42,0.0,1,33,586.0,23
842,10217,3301.0,1503938,3833.0,392.36577093660003,2015,64.9,0.0,1,40,568.0,28
843,10217,3301.0,1438293,3835.02,375.0418511507,2014,63.22,0.0,1,33,585.0,29
844,10217,3301.0,858700,3826.01,224.4374687991,2010,10.44,0.0,1,20,547.0,24
845,10214,3291.0,1503938,3833.0,392.36577093660003,2015,62.33,0.0,1,121,533.0,34
846,10626,1574.0,2626077,8107.0,323.927100037,2014,61.42,0.0,1,10,575.0,31
847,10626,1574.0,1415128,8185.0,172.8928527795,2010,4.51,0.0,1,20,542.0,25
848,10626,1574.0,2853666,8140.0,350.5732186732,2015,62.96,0.0,1,10,561.0,34
849,10610,1581.0,2853666,8140.0,350.5732186732,2015,74.05,0.1269890796,0,13,614.0,15
850,10610,1581.0,2102668,8050.0,261.2009937888,2012,32.23,0.1362537764,1,86,570.0,16
851,10610,1581.0,2102668,8050.0,261.2009937888,2012,32.23,0.1362537764,0,16,605.0,13
852,10610,1581.0,1415128,8185.0,172.8928527795,2010,34.18,0.121399177,1,93,570.0,19
853,10610,1581.0,2626077,8107.0,323.927100037,2014,72.31,0.1452922078,1,103,602.0,19
854,10610,1581.0,2387280,8076.2,295.5944627424,2013,30.0,0.13527980539999998,0,16,598.0,12
855,10610,1581.0,1718548,8044.92,213.6190291513,2011,33.37,0.1396761134,1,93,639.0,17
856,10610,1581.0,1415128,8185.0,172.8928527795,2010,34.18,0.121399177,0,16,536.0,14
857,10610,1581.0,1718548,8044.92,213.6190291513,2011,33.37,0.1396761134,0,20,614.0,15
858,10610,1581.0,2387280,8076.2,295.5944627424,2013,30.0,0.13527980539999998,1,94,594.0,18
859,10610,1581.0,2853666,8140.0,350.5732186732,2015,74.05,0.1269890796,1,107,599.0,19
860,10610,1581.0,2626077,8107.0,323.927100037,2014,72.31,0.1452922078,0,17,618.0,11
861,10246,1473.0,1716598,2302.66,745.4847871592,2011,54.89,0.4696356275,1,36,685.0,1
862,10246,1473.0,1504645,2210.2841277426,680.7473216291,2010,55.83,0.4526748971,0,15,581.0,2
863,10246,1473.0,1919569,2347.46,817.7217077181,2012,55.57,0.4531722054,0,12,634.0,2
864,10246,1473.0,1504645,2210.2841277426,680.7473216291,2010,55.83,0.4526748971,1,34,647.0,3
865,10246,1473.0,2160212,2415.15,894.4421671532001,2014,82.51,0.4350649351,1,28,655.0,2
866,10246,1473.0,2356094,2426.0,971.1846661171,2015,80.92,0.4477379095,1,12,669.0,2
867,10246,1473.0,1919569,2347.46,817.7217077181,2012,55.57,0.4531722054,1,40,636.0,3
868,10246,1473.0,2160212,2415.15,894.4421671532001,2014,82.51,0.4350649351,0,21,642.0,3
869,10246,1473.0,1716598,2302.66,745.4847871592,2011,54.89,0.4696356275,0,16,657.0,3
870,10246,1473.0,2018172,2380.43,847.8182513242999,2013,55.87,0.4890510949,1,26,651.0,1
871,10246,1473.0,2018172,2380.43,847.8182513242999,2013,55.87,0.4890510949,0,15,638.0,3
872,10246,1473.0,2356094,2426.0,971.1846661171,2015,80.92,0.4477379095,0,13,655.0,3
873,10151,2259.0,2222670,4383.0,507.11156741959996,2012,3.37,0.0,0,14,571.0,18
874,10151,2259.0,2707765,4390.0,616.8029612756,2014,61.27,0.0,0,16,594.0,21
875,10151,2259.0,1845727,4375.0,421.8804571429,2011,3.28,0.0,0,12,602.0,22
876,10151,2259.0,1521250,4341.0,350.43768716889997,2010,3.38,0.0,0,14,519.0,17
877,10151,2259.0,2484643,4389.0,566.1068580542,2013,3.18,0.0,1,100,585.0,26
878,10151,2259.0,1521250,4341.0,350.43768716889997,2010,3.38,0.0,1,73,549.0,25
879,10151,2259.0,1521250,4341.0,350.43768716889997,2010,3.38,0.0,1,73,539.0,25
880,10151,2259.0,2862658,4391.0,651.9375996356,2015,62.53,0.0,0,17,586.0,23
881,10151,2259.0,2222670,4383.0,507.11156741959996,2012,3.37,0.0,1,77,571.0,25
882,10151,2259.0,2484643,4389.0,566.1068580542,2013,3.18,0.0,0,16,597.0,19
883,10151,2259.0,2862658,4391.0,651.9375996356,2015,62.53,0.0,1,104,574.0,32
884,10151,2259.0,2707765,4390.0,616.8029612756,2014,61.27,0.0,1,104,556.0,31
885,10151,2259.0,1845727,4375.0,421.8804571429,2011,3.28,0.0,1,78,621.0,23
886,10141,2259.0,1845727,4375.0,421.8804571429,2011,17.8,0.0267611336,1,30,643.0,16
887,10141,2259.0,2862658,4391.0,651.9375996356,2015,67.81,0.0361934477,1,52,600.0,20
888,10141,2259.0,2707765,4390.0,616.8029612756,2014,67.77,0.0,1,47,596.0,19
889,10141,2259.0,1521250,4341.0,350.43768716889997,2010,18.38,0.026707818900000003,1,30,541.0,18
890,10141,2259.0,2222670,4383.0,507.11156741959996,2012,17.34,0.0252567976,1,35,592.0,17
891,10141,2259.0,2484643,4389.0,566.1068580542,2013,18.82,0.0253041363,1,42,610.0,15
892,10062,2102.0,752185,1228.16,612.4487037519999,2010,3.49,0.0,1,10,540.0,25
893,10062,2102.0,922446,1299.29,709.9615944092999,2011,3.77,0.0,1,5,622.0,22
894,10056,2090.0,922446,1299.29,709.9615944092999,2011,21.98,0.075708502,0,2,565.0,15
895,10056,2090.0,1289388,1413.15,912.4211867105,2013,20.99,0.0720194647,1,45,610.0,13
896,10056,2090.0,1437016,1472.21,976.0944430482001,2014,68.56,0.0933441558,1,51,600.0,29
897,10056,2090.0,922446,1299.29,709.9615944092999,2011,21.98,0.075708502,1,33,656.0,16
898,10056,2090.0,752185,1228.16,612.4487037519999,2010,22.65,0.0650205761,1,30,601.0,13
899,10056,2090.0,1130728,1354.58,834.7443488017999,2012,22.17,0.0731117825,1,40,584.0,15
900,10070,2103.0,1437016,1472.21,976.0944430482001,2014,60.58,0.0,1,21,586.0,24
901,10070,2103.0,1130728,1354.58,834.7443488017999,2012,1.51,0.0,1,21,576.0,19
902,10070,2103.0,1572247,1517.0,1036.4185893210001,2015,61.97,0.0,1,30,585.0,26
903,10070,2103.0,1130728,1354.58,834.7443488017999,2012,1.51,0.0,0,15,594.0,17
904,10070,2103.0,1289388,1413.15,912.4211867105,2013,1.52,0.0,0,19,602.0,17
905,10070,2103.0,1437016,1472.21,976.0944430482001,2014,60.58,0.0,0,16,598.0,17
906,10070,2103.0,1289388,1413.15,912.4211867105,2013,1.52,0.0,1,26,602.0,23
907,10070,2103.0,1572247,1517.0,1036.4185893210001,2015,61.97,0.0,0,20,593.0,22
908,10070,2103.0,922446,1299.29,709.9615944092999,2011,1.39,0.0,1,23,636.0,19
909,10070,2103.0,752185,1228.16,612.4487037519999,2010,1.22,0.0,0,20,529.0,14
910,10070,2103.0,922446,1299.29,709.9615944092999,2011,1.39,0.0,0,18,613.0,18
911,10070,2103.0,752185,1228.16,612.4487037519999,2010,1.22,0.0,1,25,561.0,20
912,10112,1865.0,1123755,3593.28,312.7379441624,2012,5.63,0.0,1,30,565.0,25
913,10112,1865.0,735831,3427.36,214.69323327580003,2010,6.2,0.0,1,40,547.0,24
914,10112,1865.0,920086,3574.11,257.4308009546,2011,5.42,0.0,1,30,621.0,24
915,10112,1865.0,1211283,3610.83,335.4583295253,2013,4.88,0.0,1,30,581.0,26
916,10112,1865.0,1260224,3629.8,347.1882748361,2014,62.08,0.0,1,30,572.0,31
917,10112,1865.0,1275944,3648.0,349.7653508772001,2015,63.48,0.0,1,30,568.0,33
918,10366,1215.0,1903887,6029.8,315.7462934094,2014,60.89,0.0,1,8,577.0,27
919,10366,1215.0,1721205,5988.0,287.4423847695,2013,2.15,0.0,1,8,589.0,22
920,10366,1215.0,1721205,5988.0,287.4423847695,2013,2.15,0.0,1,8,554.0,22
921,10366,1215.0,2084875,6083.0,342.7379582443,2015,62.24,0.0,1,8,578.0,34
922,10366,1215.0,1530065,5968.0,256.3781836461,2012,1.63,0.0,1,3,546.0,23
923,10357,1253.0,1006282,6131.0,164.1301582124,2010,5.11,0.0,0,10,520.0,19
924,10357,1253.0,1235933,5956.7,207.4861920191,2011,5.0,0.0,0,10,595.0,22
925,10357,1253.0,2084875,6083.0,342.7379582443,2015,63.46,0.0410296412,1,25,575.0,30
926,10357,1253.0,1006282,6131.0,164.1301582124,2010,5.11,0.0,1,10,540.0,23
927,10357,1253.0,2084875,6083.0,342.7379582443,2015,63.46,0.0410296412,0,20,594.0,24
928,10357,1253.0,1721205,5988.0,287.4423847695,2013,4.42,0.0265206813,0,15,591.0,18
929,10357,1253.0,1530065,5968.0,256.3781836461,2012,4.75,0.0264350453,0,16,582.0,20
930,10357,1253.0,1903887,6029.8,315.7462934094,2014,62.04,0.0368506494,1,20,569.0,28
931,10357,1253.0,1235933,5956.7,207.4861920191,2011,5.0,0.0,1,10,624.0,24
932,10357,1253.0,1530065,5968.0,256.3781836461,2012,4.75,0.0264350453,1,14,568.0,25
933,10357,1253.0,1903887,6029.8,315.7462934094,2014,62.04,0.0368506494,0,15,598.0,18
934,10357,1253.0,1721205,5988.0,287.4423847695,2013,4.42,0.0265206813,1,20,585.0,26
935,10036,2136.0,1411358,1961.9,719.3832509302,2011,3.85,0.0481781377,1,32,667.0,9
936,10036,2136.0,1411358,1961.9,719.3832509302,2011,3.85,0.0481781377,0,33,622.0,8
937,10036,2136.0,1625193,2018.6,805.1089864262,2012,3.89,0.0450151057,0,33,612.0,8
938,10036,2136.0,1215300,1860.0,653.3870967742,2010,3.85,0.0502057613,1,33,580.0,9
939,10036,2136.0,1215300,1860.0,653.3870967742,2010,3.85,0.0502057613,1,33,582.0,9
940,10036,2136.0,2133083,2152.0,991.2095724907001,2015,63.09,0.0496099844,1,49,629.0,12
941,10036,2136.0,2133083,2152.0,991.2095724907001,2015,63.09,0.0496099844,0,32,623.0,10
942,10036,2136.0,1950056,2114.8,922.0994893134,2014,61.63,0.048863636399999986,1,44,621.0,12
943,10036,2136.0,1787940,2069.3,864.0313149374001,2013,3.88,0.0457420925,0,38,630.0,18
944,10036,2136.0,1950056,2114.8,922.0994893134,2014,61.63,0.048863636399999986,0,36,598.0,9
945,10036,2136.0,1787940,2069.3,864.0313149374001,2013,3.88,0.0457420925,1,38,627.0,8
946,10036,2136.0,1625193,2018.6,805.1089864262,2012,3.89,0.0450151057,1,33,607.0,8
947,10036,2136.0,1215300,1860.0,653.3870967742,2010,3.85,0.0502057613,0,32,549.0,5
948,10036,2136.0,1215300,1860.0,653.3870967742,2010,3.85,0.0502057613,0,32,558.0,5
949,10422,1803.0,4536185,9637.27,470.69190756300003,2012,27.49,0.1027190332,1,81,572.0,25
950,10422,1803.0,4536185,9637.27,470.69190756300003,2012,27.49,0.1027190332,1,81,251.0,25
951,19422,1803.0,3916992,9587.87,408.5362025142,2011,29.13,0.0886639676,0,18,597.0,21
952,19422,1803.0,5468433,9733.39,561.8220373375,2014,71.81,0.1524350649,1,53,585.0,30
953,19422,1803.0,5001324,9684.87,516.4058990983,2013,28.09,0.1221411192,0,22,591.0,17
954,10422,1803.0,5468433,9733.39,561.8220373375,2014,71.81,0.1524350649,0,32,594.0,12
955,10422,1803.0,5468433,9733.39,561.8220373375,2014,71.81,0.1524350649,0,32,515.0,12
956,10422,1803.0,5468433,9733.39,561.8220373375,2014,71.81,0.1524350649,1,99,583.0,20
957,10422,1803.0,3389665,9470.3,357.92583128309997,2010,28.98,0.0888888889,0,19,537.0,12
958,19422,1803.0,4536185,9637.27,470.69190756300003,2012,27.49,0.1027190332,0,20,568.0,20
959,19422,1803.0,5942659,9789.0,607.0751864338,2015,72.58,0.1505460218,1,62,579.0,29
960,10422,1803.0,3389665,9470.3,357.92583128309997,2010,28.98,0.0888888889,1,61,568.0,19
961,19422,1803.0,3916992,9587.87,408.5362025142,2011,29.13,0.0886639676,1,32,621.0,24
962,10422,1803.0,3916992,9587.87,408.5362025142,2011,29.13,0.0886639676,0,21,618.0,14
963,10422,1803.0,4536185,9637.27,470.69190756300003,2012,27.49,0.1027190332,0,25,606.0,21
964,10422,1803.0,4536185,9637.27,470.69190756300003,2012,27.49,0.1027190332,0,25,267.0,21
965,10422,1803.0,3916992,9587.87,408.5362025142,2011,29.13,0.0886639676,1,61,639.0,17
966,10422,1803.0,5942659,9789.0,607.0751864338,2015,72.58,0.1505460218,0,37,608.0,16
967,10422,1803.0,5001324,9684.87,516.4058990983,2013,28.09,0.1221411192,0,28,590.0,14
968,19422,1803.0,4536185,9637.27,470.69190756300003,2012,27.49,0.1027190332,1,35,568.0,24
969,19422,1803.0,3389665,9470.3,357.92583128309997,2010,28.98,0.0888888889,0,12,519.0,19
970,19422,1803.0,3389665,9470.3,357.92583128309997,2010,28.98,0.0888888889,1,18,541.0,25
971,10422,1803.0,5001324,9684.87,516.4058990983,2013,28.09,0.1221411192,1,104,586.0,18
972,19422,1803.0,5942659,9789.0,607.0751864338,2015,72.58,0.1505460218,0,22,595.0,21
973,19422,1803.0,5468433,9733.39,561.8220373375,2014,71.81,0.1524350649,0,22,582.0,19
974,19422,1803.0,5001324,9684.87,516.4058990983,2013,28.09,0.1221411192,1,48,572.0,23
975,10422,1803.0,5942659,9789.0,607.0751864338,2015,72.58,0.1505460218,1,99,596.0,21
976,10571,431.0,6779224,10724.0,632.1544199925,2015,0.0,0.0,1,688,542.0,34
977,11846,22.5,5706792,10594.0,538.6815178403,2013,1.16,0.0279805353,1,1821,585.0,19
978,11846,22.5,5706792,10594.0,538.6815178403,2013,1.16,0.0279805353,1,1821,585.0,19
979,11846,22.5,5321028,10505.0,506.5233698239,2012,1.37,0.0280362538,0,1940,574.0,19
980,11846,22.5,5321028,10505.0,506.5233698239,2012,1.37,0.0280362538,0,1940,574.0,19
981,11846,22.5,6216397,10644.0,584.0282788425,2014,60.5,0.0,0,2086,585.0,17
982,11846,22.5,6216397,10644.0,584.0282788425,2014,60.5,0.0,0,2086,585.0,17
983,11846,22.5,3948256,10130.1854628636,389.7516007455,2010,1.5,0.0,1,1909,563.0,21
984,11846,22.5,3948256,10130.1854628636,389.7516007455,2010,1.5,0.0,1,1909,571.0,21
985,11846,22.5,3948256,10130.1854628636,389.7516007455,2010,1.5,0.0,1,1909,563.0,21
986,11846,22.5,3948256,10130.1854628636,389.7516007455,2010,1.5,0.0,1,1909,571.0,21
987,11846,22.5,6779224,10724.0,632.1544199925,2015,61.97,0.0,0,2089,594.0,23
988,11846,22.5,6779224,10724.0,632.1544199925,2015,61.97,0.0,0,2089,594.0,23
989,11846,22.5,3948256,10130.1854628636,389.7516007455,2010,1.5,0.0,0,2024,527.0,16
990,11846,22.5,3948256,10130.1854628636,389.7516007455,2010,1.5,0.0,0,2024,527.0,16
991,11846,22.5,6216397,10644.0,584.0282788425,2014,60.5,0.0,1,1929,582.0,24
992,11846,22.5,6216397,10644.0,584.0282788425,2014,60.5,0.0,1,1929,582.0,24
993,11846,22.5,6779224,10724.0,632.1544199925,2015,61.97,0.0,1,1858,584.0,25
994,11846,22.5,6779224,10724.0,632.1544199925,2015,61.97,0.0,1,1858,584.0,25
995,11846,22.5,5321028,10505.0,506.5233698239,2012,1.37,0.0280362538,1,1839,569.0,19
996,11846,22.5,5321028,10505.0,506.5233698239,2012,1.37,0.0280362538,1,1839,569.0,19
997,11845,26.6,6779224,10724.0,632.1544199925,2015,61.98,0.0,0,832,579.0,26
998,11845,26.6,6779224,10724.0,632.1544199925,2015,61.98,0.0,0,832,544.0,26
999,11845,26.6,5706792,10594.0,538.6815178403,2013,1.68,0.0,1,4949,546.0,26
1000,11845,26.6,5706792,10594.0,538.6815178403,2013,1.68,0.0,1,4949,483.0,26
1001,11845,26.6,6779224,10724.0,632.1544199925,2015,61.98,0.0,1,6792,560.0,33
1002,11845,26.6,6779224,10724.0,632.1544199925,2015,61.98,0.0,1,6792,508.0,33
1003,11845,26.6,6216397,10644.0,584.0282788425,2014,60.77,0.038474026,0,1135,546.0,21
1004,11845,26.6,6216397,10644.0,584.0282788425,2014,60.77,0.038474026,1,7340,548.0,31
1005,11845,26.6,6216397,10644.0,584.0282788425,2014,60.77,0.038474026,1,7340,509.0,31
1006,10566,3.4,6779224,10724.0,632.1544199925,2015,0.0,0.0,1,1311,525.0,34
1007,10572,24.6,5706792,10594.0,538.6815178403,2013,2.84,0.0,0,681,559.0,19
1008,10572,24.6,5706792,10594.0,538.6815178403,2013,2.84,0.0,0,681,507.0,19
1009,10572,24.6,6779224,10724.0,632.1544199925,2015,62.59,0.0,1,1299,556.0,34
1010,10572,24.6,3948256,10130.1854628636,389.7516007455,2010,2.95,0.0,0,576,518.0,19
1011,10572,24.6,4601306,10440.94,440.69844286050005,2011,3.11,0.0,0,555,584.0,23
1012,10572,24.6,3948256,10130.1854628636,389.7516007455,2010,2.95,0.0,1,1808,540.0,25
1013,10572,24.6,5321028,10505.0,506.5233698239,2012,3.16,0.0,1,1462,530.0,25
1014,10572,24.6,5321028,10505.0,506.5233698239,2012,3.16,0.0,1,1462,453.0,25
1015,10572,24.6,5321028,10505.0,506.5233698239,2012,3.16,0.0,0,578,551.0,21
1016,10572,24.6,5321028,10505.0,506.5233698239,2012,3.16,0.0,0,578,498.0,21
1017,10572,24.6,6779224,10724.0,632.1544199925,2015,62.59,0.0,0,463,573.0,26
1018,10572,24.6,6216397,10644.0,584.0282788425,2014,61.08,0.0,0,409,567.0,21
1019,10572,24.6,6216397,10644.0,584.0282788425,2014,61.08,0.0,0,409,499.0,21
1020,10572,24.6,6216397,10644.0,584.0282788425,2014,61.08,0.0,1,1214,558.0,31
1021,10572,24.6,6216397,10644.0,584.0282788425,2014,61.08,0.0,1,1214,471.0,31
1022,10572,24.6,5706792,10594.0,538.6815178403,2013,2.84,0.0,1,1322,550.0,26
1023,10572,24.6,5706792,10594.0,538.6815178403,2013,2.84,0.0,1,1322,481.0,26
1024,11078,21.2,6779224,10724.0,632.1544199925,2015,62.08,0.0550702028,0,2147,584.0,25
1025,11078,21.2,6779224,10724.0,632.1544199925,2015,62.08,0.0550702028,0,2147,571.0,25
1026,11078,21.2,5706792,10594.0,538.6815178403,2013,1.68,0.0608272506,1,767,533.0,26
1027,11078,21.2,5706792,10594.0,538.6815178403,2013,1.68,0.0608272506,1,767,462.0,26
1028,11078,21.2,6216397,10644.0,584.0282788425,2014,60.7,0.0688311688,0,459,549.0,21
1029,11078,21.2,6216397,10644.0,584.0282788425,2014,60.7,0.0688311688,0,459,470.0,21
1030,11078,21.2,6779224,10724.0,632.1544199925,2015,62.08,0.0550702028,1,3228,571.0,33
1031,11078,21.2,6779224,10724.0,632.1544199925,2015,62.08,0.0550702028,1,3228,553.0,33
1032,11078,21.2,6216397,10644.0,584.0282788425,2014,60.7,0.0688311688,1,1183,569.0,30
1033,11078,21.2,6216397,10644.0,584.0282788425,2014,60.7,0.0688311688,1,1183,527.0,30
1034,11078,21.2,6216397,10644.0,584.0282788425,2014,60.7,0.0688311688,1,1183,460.0,30
1035,10598,561.0,1567297,4754.0,329.67963819939996,2015,61.87,0.0,1,15,580.0,31
1036,10598,561.0,1437800,4719.0,304.6831955923,2014,60.62,0.0,1,10,587.0,29
1037,10598,561.0,956985,4610.0,207.58893709330002,2011,1.14,0.0,1,15,625.0,24
1038,10598,561.0,1172087,4645.0,252.3330462863,2012,1.06,0.0,1,13,568.0,24
1039,10598,561.0,1303510,4682.0,278.40879965830004,2013,1.41,0.0,1,10,588.0,23
1040,10598,561.0,1303510,4682.0,278.40879965830004,2013,1.41,0.0,1,10,420.0,23
1041,10598,561.0,775916,4856.0,159.7850082372,2010,0.96,0.0,1,12,570.0,25
1042,10598,561.0,775916,4856.0,159.7850082372,2010,0.96,0.0,1,12,532.0,25
1043,10593,593.0,775916,4856.0,159.7850082372,2010,5.27,0.0269135802,1,15,540.0,25
1044,10593,593.0,775916,4856.0,159.7850082372,2010,5.27,0.0269135802,1,15,541.0,25
1045,10593,593.0,1303510,4682.0,278.40879965830004,2013,4.79,0.0272506083,0,6,589.0,19
1046,10593,593.0,1172087,4645.0,252.3330462863,2012,4.94,0.026978852,1,6,569.0,25
1047,10593,593.0,1437800,4719.0,304.6831955923,2014,62.22,0.0,0,6,595.0,21
1048,10593,593.0,1567297,4754.0,329.67963819939996,2015,63.35,0.0,0,6,585.0,25
1049,10593,593.0,1172087,4645.0,252.3330462863,2012,4.94,0.026978852,0,5,580.0,21
1050,10593,593.0,956985,4610.0,207.58893709330002,2011,4.7,0.0265991903,1,5,621.0,24
1051,10593,593.0,1437800,4719.0,304.6831955923,2014,62.22,0.0,1,9,574.0,29
1052,10593,593.0,956985,4610.0,207.58893709330002,2011,4.7,0.0265991903,0,4,578.0,23
1053,10593,593.0,1303510,4682.0,278.40879965830004,2013,4.79,0.0272506083,1,7,588.0,26
1054,10593,593.0,1567297,4754.0,329.67963819939996,2015,63.35,0.0,1,14,577.0,32
1055,10184,3057.0,1056883,2749.41,384.40356294620005,2012,2.98,0.0,1,6,569.0,25
1056,10184,3057.0,1298146,2751.28,471.833473874,2014,61.3,0.0,1,6,582.0,31
1057,10184,3057.0,727875,2739.55,265.6914456754,2010,3.17,0.0,1,6,543.0,25
1058,10184,3057.0,1380381,2752.0,501.5919331395,2015,62.62,0.0,1,8,576.0,34
1059,10184,3057.0,1298146,2751.28,471.833473874,2014,61.3,0.0,0,4,595.0,21
1060,10184,3057.0,1193924,2750.4,434.0910413031,2013,3.16,0.0,1,6,589.0,26
1061,10184,3057.0,1380381,2752.0,501.5919331395,2015,62.62,0.0,0,2,583.0,26
1062,10184,3057.0,727875,2739.55,265.6914456754,2010,3.17,0.0,0,4,518.0,19
1063,10184,3057.0,866758,2746.6,315.5748925945,2011,2.94,0.0,1,6,629.0,24
1064,10184,3057.0,1056883,2749.41,384.40356294620005,2012,2.98,0.0,0,4,582.0,21
1065,10616,1588.0,2853666,8140.0,350.5732186732,2015,62.37,0.0,0,36,559.0,26
1066,10616,1588.0,2853666,8140.0,350.5732186732,2015,62.37,0.0,1,64,543.0,34
1067,10760,4167.0,926410,2298.0,403.137510879,2015,61.83,0.0,1,1,533.0,31
1068,10559,10.2,5321028,10505.0,506.5233698239,2012,8.2,0.08036253780000001,1,1412,577.0,16
1069,10559,10.2,5706792,10594.0,538.6815178403,2013,7.58,0.0815085158,0,596,597.0,11
1070,10559,10.2,5321028,10505.0,506.5233698239,2012,8.2,0.08036253780000001,0,547,591.0,13
1071,10559,10.2,6216397,10644.0,584.0282788425,2014,63.04,0.0930194805,0,606,602.0,11
1072,10559,10.2,3948256,10130.1854628636,389.7516007455,2010,7.1,0.0650205761,1,1253,557.0,18
1073,10559,10.2,3948256,10130.1854628636,389.7516007455,2010,7.1,0.0650205761,0,649,539.0,14
1074,10559,10.2,5706792,10594.0,538.6815178403,2013,7.58,0.0815085158,1,1418,595.0,15
1075,10559,10.2,6779224,10724.0,632.1544199925,2015,64.67,0.0812792512,0,697,615.0,18
1076,10559,10.2,6216397,10644.0,584.0282788425,2014,63.04,0.0930194805,1,1439,591.0,18
1077,10559,10.2,6779224,10724.0,632.1544199925,2015,64.67,0.0812792512,1,1419,604.0,20
1078,10486,984.0,2225045,5779.0,385.0224952414,2013,37.06,0.2199513382,1,202,610.0,12
1079,10486,984.0,1596761,5727.9143,278.7683118792,2011,41.07,0.2692307692,1,174,655.0,13
1080,10486,984.0,2466849,5799.0,425.3921365753,2014,74.8,0.2532467532,1,208,603.0,14
1081,10486,984.0,1296110,5720.0,226.5926573427,2010,40.14,0.17942386829999998,0,30,522.0,8
1082,10486,984.0,1963226,5758.0,340.9562348038,2012,39.37,0.2223564955,1,169,598.0,14
1083,10486,984.0,2736704,5816.0,470.5474552957,2015,80.72,0.30109204370000003,0,45,623.0,10
1084,10486,984.0,1963226,5758.0,340.9562348038,2012,39.37,0.2223564955,0,38,617.0,12
1085,10486,984.0,2466849,5799.0,425.3921365753,2014,74.8,0.2532467532,0,46,611.0,8
1086,10486,984.0,1296110,5720.0,226.5926573427,2010,40.14,0.17942386829999998,1,145,543.0,12
1087,10486,984.0,1296110,5720.0,226.5926573427,2010,40.14,0.17942386829999998,1,145,579.0,12
1088,10486,984.0,2225045,5779.0,385.0224952414,2013,37.06,0.2199513382,0,41,615.0,8
1089,10486,984.0,1596761,5727.9143,278.7683118792,2011,41.07,0.2692307692,0,38,631.0,11
1090,10486,984.0,1596761,5727.9143,278.7683118792,2011,41.07,0.2692307692,0,38,629.0,11
1091,10490,985.0,2466849,5799.0,425.3921365753,2014,60.36,0.0,1,30,516.0,31
1092,10490,985.0,2466849,5799.0,425.3921365753,2014,60.36,0.0,1,30,457.0,31
1093,10490,985.0,2736704,5816.0,470.5474552957,2015,61.79,0.0,1,34,557.0,34
1094,10490,985.0,2736704,5816.0,470.5474552957,2015,61.79,0.0,1,34,515.0,34
1095,10497,981.0,2466849,5799.0,425.3921365753,2014,64.66,0.0659090909,1,217,585.0,21
1096,10497,981.0,2225045,5779.0,385.0224952414,2013,9.85,0.0347931873,1,237,588.0,19
1097,10497,981.0,1596761,5727.9143,278.7683118792,2011,8.82,0.0429149798,0,16,600.0,21
1098,10497,981.0,2466849,5799.0,425.3921365753,2014,64.66,0.0659090909,0,20,583.0,17
1099,10497,981.0,2225045,5779.0,385.0224952414,2013,9.85,0.0347931873,0,21,578.0,18
1100,10497,981.0,1296110,5720.0,226.5926573427,2010,8.75,0.0347325103,0,16,520.0,18
1101,10497,981.0,1596761,5727.9143,278.7683118792,2011,8.82,0.0429149798,1,204,636.0,19
1102,10497,981.0,1963226,5758.0,340.9562348038,2012,9.11,0.0344410876,1,200,563.0,19
1103,10497,981.0,1296110,5720.0,226.5926573427,2010,8.75,0.0347325103,1,184,544.0,20
1104,10497,981.0,1296110,5720.0,226.5926573427,2010,8.75,0.0347325103,1,184,336.0,20
1105,10497,981.0,1963226,5758.0,340.9562348038,2012,9.11,0.0344410876,0,16,585.0,20
1106,10560,427.0,5706792,10594.0,538.6815178403,2013,2.57,0.0,0,305,568.0,19
1107,10560,427.0,6216397,10644.0,584.0282788425,2014,60.99,0.0,0,297,582.0,19
1108,10560,427.0,4601306,10440.94,440.69844286050005,2011,1.78,0.0,0,327,595.0,23
1109,10560,427.0,5706792,10594.0,538.6815178403,2013,2.57,0.0,1,664,570.0,25
1110,10560,427.0,4601306,10440.94,440.69844286050005,2011,1.78,0.0,1,675,621.0,24
1111,10560,427.0,6779224,10724.0,632.1544199925,2015,62.05,0.0,1,657,575.0,27
1112,10560,427.0,6779224,10724.0,632.1544199925,2015,62.05,0.0,0,300,587.0,22
1113,10560,427.0,6216397,10644.0,584.0282788425,2014,60.99,0.0,1,652,569.0,27
1114,10560,427.0,5321028,10505.0,506.5233698239,2012,1.66,0.0,1,662,549.0,25
1115,10560,427.0,5321028,10505.0,506.5233698239,2012,1.66,0.0,0,303,561.0,21
1116,10560,427.0,3948256,10130.1854628636,389.7516007455,2010,1.81,0.0,1,640,556.0,25
