,Unnamed: 0,Label,UniversityNo,University_Name_Location,Distance,Province,GDP,Population,GDP_Per_Person,Year,Ranking_Scores,Media_Impact,Topic,Plan_Number,Label.1,Lowest,Highest,ave,Plan,NO
340,340,26,10730,兰州大学,2258.0,甘肃,683527,2591.0,263.808182169,2015,66.62,0.0550702028,理科,80,26,582.0,,590.0,,第一批
341,341,19,10730,兰州大学,2258.0,甘肃,502037,2564.19,195.7877536376,2012,13.82,0.052265861,文科,26,19,583.0,604.0,590.0,26.0,第一批
342,342,19,10730,兰州大学,2258.0,甘肃,565020,2577.55,219.2081627902,2013,15.6,0.0498783455,文科,31,19,596.0,609.0,600.0,26.0,第一批
343,343,17,10730,兰州大学,2258.0,甘肃,338756,2554.91,132.5901890869,2010,14.36,0.049382715999999986,文科,12,17,521.0,563.0,535.0,26.0,第一批
344,344,23,10730,兰州大学,2258.0,甘肃,565020,2577.55,219.2081627902,2013,15.6,0.0498783455,理科,65,23,582.0,616.0,600.0,60.0,第一批
345,345,23,10126,内蒙古大学,2304.0,内蒙古,1167200,2472.18,472.1339061072,2011,5.47,0.0,文科,5,23,578.0,587.0,580.0,7.0,第一批
346,346,24,10126,内蒙古大学,2304.0,内蒙古,1167200,2472.18,472.1339061072,2011,5.47,0.0,理科,7,24,567.0,580.0,572.0,7.0,第一批
347,347,25,10126,内蒙古大学,2304.0,内蒙古,1435988,2481.71,578.6284457088,2012,5.82,0.0,理科,6,25,570.0,570.0,570.0,1.0,第一批
348,348,25,10126,内蒙古大学,2304.0,内蒙古,974025,2458.22,396.2318262808,2010,5.56,0.0,理科,11,25,542.0,570.0,550.0,18.0,第一批
349,349,19,10126,内蒙古大学,2304.0,内蒙古,974025,2458.22,396.2318262808,2010,5.56,0.0,文科,4,19,521.0,530.0,525.0,2.0,第一批
350,350,31,10126,内蒙古大学,2304.0,内蒙古,1683238,2497.61,673.9394861488,2014,62.18,0.0,理科,6,31,574.0,574.0,574.0,1.0,第一批
351,351,14,10026,北京中医药大学,2138.0,北京,1625193,2018.6,805.1089864262,2012,4.57,0.0302114804,理科,6,14,597.0,629.0,612.0,6.0,第一批
352,352,15,10026,北京中医药大学,2138.0,北京,1411358,1961.9,719.3832509302,2011,4.04,0.0288259109,理科,6,15,649.0,652.0,650.0,2.0,第一批
353,353,31,10026,北京中医药大学,2138.0,北京,1950056,2114.8,922.0994893134,2014,61.58,0.0,理科,13,31,621.0,657.0,636.0,11.0,第一批
354,354,26,10026,北京中医药大学,2138.0,北京,2133083,2152.0,991.2095724907001,2015,63.31,0.0340093604,理科,17,26,584.0,,607.0,,第一批
355,355,12,10026,北京中医药大学,2138.0,北京,1787940,2069.3,864.0313149374001,2013,4.08,0.0289537713,理科,10,12,619.0,637.0,630.0,6.0,第一批
356,356,15,10026,北京中医药大学,2138.0,北京,1215300,1860.0,653.3870967742,2010,3.89,0.0,理科,2,15,540.0,587.0,554.0,30.0,第一批
357,357,16,10004,北京交通大学,2124.0,北京,1411358,1961.9,719.3832509302,2011,10.87,0.04048583,理科,76,16,631.0,668.0,648.0,71.0,第一批
358,358,14,10004,北京交通大学,2124.0,北京,1411358,1961.9,719.3832509302,2011,10.87,0.04048583,文科,5,14,624.0,628.0,625.0,4.0,第一批
359,359,10,10004,北京交通大学,2124.0,北京,1215300,1860.0,653.3870967742,2010,9.94,0.0406995885,文科,4,10,541.0,546.0,542.0,7.0,第一批
360,360,16,10004,北京交通大学,2124.0,北京,1625193,2018.6,805.1089864262,2012,10.66,0.053776435,理科,77,16,583.0,616.0,598.0,77.0,第一批
361,361,19,10004,北京交通大学,2124.0,北京,1787940,2069.3,864.0313149374001,2013,9.31,0.053284671500000005,文科,6,19,606.0,628.0,617.0,5.0,第一批
362,362,11,10004,北京交通大学,2124.0,北京,1625193,2018.6,805.1089864262,2012,10.66,0.053776435,文科,5,11,607.0,619.0,613.0,5.0,第一批
363,363,19,10004,北京交通大学,2124.0,北京,1950056,2114.8,922.0994893134,2014,63.8,0.0641233766,理科,87,19,589.0,623.0,609.0,88.0,第一批
364,364,15,10004,北京交通大学,2124.0,北京,2133083,2152.0,991.2095724907001,2015,65.44,0.0658346334,文科,7,15,600.0,608.0,604.0,,第一批
365,365,19,10004,北京交通大学,2124.0,北京,1787940,2069.3,864.0313149374001,2013,9.31,0.053284671500000005,理科,88,19,595.0,632.0,616.0,77.0,第一批
366,366,15,10004,北京交通大学,2124.0,北京,1950056,2114.8,922.0994893134,2014,63.8,0.0641233766,文科,6,15,617.0,629.0,624.0,6.0,第一批
367,367,21,10004,北京交通大学,2124.0,北京,2133083,2152.0,991.2095724907001,2015,65.44,0.0658346334,理科,105,21,598.0,629.0,604.0,,第一批
368,368,22,10004,北京交通大学,2124.0,北京,1215300,1860.0,653.3870967742,2010,9.94,0.0406995885,理科,71,22,548.0,609.0,583.0,108.0,第一批
369,369,23,10043,北京体育大学,2131.0,北京,2133083,2152.0,991.2095724907001,2015,0.0,0.0335413417,文科,9,23,592.0,,592.0,,第一批
370,370,28,10043,北京体育大学,2131.0,北京,1950056,2114.8,922.0994893134,2014,0.0,0.0448051948,理科,6,28,564.0,601.0,586.0,8.0,第一批
371,371,25,10043,北京体育大学,2131.0,北京,1215300,1860.0,653.3870967742,2010,1.87,0.0617283951,理科,15,25,540.0,564.0,548.0,10.0,第一批
372,372,19,10043,北京体育大学,2131.0,北京,1625193,2018.6,805.1089864262,2012,0.0,0.0,文科,6,19,586.0,605.0,593.0,5.0,第一批
373,373,33,10043,北京体育大学,2131.0,北京,2133083,2152.0,991.2095724907001,2015,0.0,0.0335413417,理科,12,33,578.0,,578.0,,第一批
374,374,24,10043,北京体育大学,2131.0,北京,1411358,1961.9,719.3832509302,2011,0.0,0.0,理科,14,24,626.0,626.0,626.0,1.0,第一批
375,375,26,10043,北京体育大学,2131.0,北京,1787940,2069.3,864.0313149374001,2013,0.0,0.0,理科,16,26,586.0,595.0,589.0,5.0,第一批
376,376,19,10043,北京体育大学,2131.0,北京,1215300,1860.0,653.3870967742,2010,1.87,0.0617283951,文科,7,19,518.0,556.0,531.0,6.0,第一批
377,377,19,10043,北京体育大学,2131.0,北京,1787940,2069.3,864.0313149374001,2013,0.0,0.0,文科,10,19,594.0,609.0,601.0,6.0,第一批
378,378,20,10043,北京体育大学,2131.0,北京,1411358,1961.9,719.3832509302,2011,0.0,0.0,文科,6,20,597.0,615.0,604.0,4.0,第一批
379,379,20,10043,北京体育大学,2131.0,北京,1950056,2114.8,922.0994893134,2014,0.0,0.0448051948,文科,9,20,599.0,613.0,606.0,4.0,第一批
380,380,25,10043,北京体育大学,2131.0,北京,1625193,2018.6,805.1089864262,2012,0.0,0.0,理科,11,25,564.0,582.0,573.0,5.0,第一批
381,381,26,10010,北京化工大学,2133.0,北京,1950056,2114.8,922.0994893134,2014,63.62,0.0,理科,59,26,590.0,615.0,597.0,59.0,第一批
382,382,23,10010,北京化工大学,2133.0,北京,1411358,1961.9,719.3832509302,2011,7.76,0.0,文科,12,23,600.0,613.0,605.0,8.0,第一批
383,383,20,10010,北京化工大学,2133.0,北京,1625193,2018.6,805.1089864262,2012,8.53,0.0,文科,10,20,570.0,592.0,585.0,12.0,第一批
384,384,24,10010,北京化工大学,2133.0,北京,1411358,1961.9,719.3832509302,2011,7.76,0.0,理科,47,24,633.0,649.0,639.0,49.0,第一批
385,385,19,10010,北京化工大学,2133.0,北京,1787940,2069.3,864.0313149374001,2013,8.77,0.0,文科,12,19,593.0,604.0,596.0,11.0,第一批
386,386,22,10010,北京化工大学,2133.0,北京,1625193,2018.6,805.1089864262,2012,8.53,0.0,理科,49,22,570.0,615.0,586.0,47.0,第一批
387,387,21,10010,北京化工大学,2133.0,北京,1215300,1860.0,653.3870967742,2010,7.18,0.0,理科,50,21,558.0,584.0,566.0,106.0,第一批
388,388,22,10010,北京化工大学,2133.0,北京,2133083,2152.0,991.2095724907001,2015,64.57,0.0,文科,13,22,587.0,,587.0,,第一批
389,389,22,10010,北京化工大学,2133.0,北京,1787940,2069.3,864.0313149374001,2013,8.77,0.0,理科,59,22,575.0,624.0,602.0,51.0,第一批
390,390,21,10010,北京化工大学,2133.0,北京,1950056,2114.8,922.0994893134,2014,63.62,0.0,文科,13,21,596.0,602.0,599.0,12.0,第一批
391,391,26,10010,北京化工大学,2133.0,北京,2133083,2152.0,991.2095724907001,2015,64.57,0.0,理科,72,26,587.0,,587.0,,第一批
392,392,24,10023,北京协和医学院,2125.0,北京,1411358,1961.9,719.3832509302,2011,0.0,0.0,理科,5,24,624.0,628.0,624.0,5.0,第一批
393,393,12,10030,北京外国语大学,2122.0,北京,2133083,2152.0,991.2095724907001,2015,62.77,0.0458658346,理科,8,12,628.0,643.0,633.0,8.0,第一批
394,394,12,10030,北京外国语大学,2122.0,北京,2133083,2152.0,991.2095724907001,2015,62.77,0.0458658346,理科,8,12,643.0,,643.0,,提前批
395,395,8,10030,北京外国语大学,2122.0,北京,1625193,2018.6,805.1089864262,2012,3.61,0.0371601208,理科,8,8,623.0,639.0,629.0,8.0,第一批
396,396,13,10030,北京外国语大学,2122.0,北京,1950056,2114.8,922.0994893134,2014,61.35,0.0422077922,理科,8,13,635.0,661.0,644.0,8.0,第一批
397,397,18,10030,北京外国语大学,2122.0,北京,1625193,2018.6,805.1089864262,2012,3.61,0.0371601208,文科,8,18,638.0,644.0,641.0,9.0,第一批
398,398,6,10030,北京外国语大学,2122.0,北京,1787940,2069.3,864.0313149374001,2013,3.22,0.0360097324,文科,7,6,597.0,653.0,622.0,8.0,第一批
399,399,7,10030,北京外国语大学,2122.0,北京,2133083,2152.0,991.2095724907001,2015,62.77,0.0458658346,文科,8,7,637.0,648.0,641.0,7.0,第一批
400,400,7,10030,北京外国语大学,2122.0,北京,2133083,2152.0,991.2095724907001,2015,62.77,0.0458658346,文科,8,7,641.0,,641.0,,提前批
401,401,9,10030,北京外国语大学,2122.0,北京,1787940,2069.3,864.0313149374001,2013,3.22,0.0360097324,理科,8,9,647.0,655.0,650.0,8.0,第一批
402,402,3,10030,北京外国语大学,2122.0,北京,1215300,1860.0,653.3870967742,2010,3.77,0.0388065844,文科,8,3,527.0,586.0,567.0,7.0,第一批
403,403,3,10030,北京外国语大学,2122.0,北京,1215300,1860.0,653.3870967742,2010,3.77,0.0388065844,文科,8,3,560.0,595.0,576.0,14.0,提前批
404,404,12,10030,北京外国语大学,2122.0,北京,1215300,1860.0,653.3870967742,2010,3.77,0.0388065844,理科,8,12,548.0,644.0,609.0,9.0,第一批
405,405,12,10030,北京外国语大学,2122.0,北京,1215300,1860.0,653.3870967742,2010,3.77,0.0388065844,理科,8,12,598.0,632.0,619.0,8.0,提前批
406,406,5,10030,北京外国语大学,2122.0,北京,1411358,1961.9,719.3832509302,2011,3.65,0.0320242915,文科,9,5,633.0,656.0,650.0,8.0,第一批
407,407,5,10030,北京外国语大学,2122.0,北京,1411358,1961.9,719.3832509302,2011,3.65,0.0320242915,文科,9,5,640.0,654.0,640.0,12.0,不详
408,408,10,10030,北京外国语大学,2122.0,北京,1411358,1961.9,719.3832509302,2011,3.65,0.0320242915,理科,8,10,656.0,678.0,663.0,8.0,第一批
409,409,10,10030,北京外国语大学,2122.0,北京,1411358,1961.9,719.3832509302,2011,3.65,0.0320242915,理科,8,10,670.0,682.0,670.0,9.0,不详
410,410,7,10030,北京外国语大学,2122.0,北京,1950056,2114.8,922.0994893134,2014,61.35,0.0422077922,文科,7,7,623.0,651.0,641.0,7.0,第一批
411,411,1,10001,北京大学,2156.0,北京,1787940,2069.3,864.0313149374001,2013,100.0,1.0,文科,18,1,644.0,675.0,662.0,14.0,第一批
412,412,2,10001,北京大学,2156.0,北京,2133083,2152.0,991.2095724907001,2015,100.0,1.0,文科,20,2,660.0,,667.0,,第一批
413,413,2,10001,北京大学,2156.0,北京,2133083,2152.0,991.2095724907001,2015,100.0,1.0,文科,20,2,661.0,,661.0,,提前批
414,414,0,10001,北京大学,2156.0,北京,1787940,2069.3,864.0313149374001,2013,100.0,1.0,理科,18,0,663.0,694.0,677.0,15.0,第一批
415,415,0,10001,北京大学,2156.0,北京,1411358,1961.9,719.3832509302,2011,100.0,1.0,理科,12,0,694.0,696.0,,20.0,第一批
416,416,0,10001,北京大学,2156.0,北京,1625193,2018.6,805.1089864262,2012,100.0,1.0,理科,12,0,646.0,674.0,660.0,12.0,第一批
417,417,0,10001,北京大学,2156.0,北京,1411358,1961.9,719.3832509302,2011,100.0,1.0,文科,12,0,666.0,678.0,,17.0,第一批
418,418,1,10001,北京大学,2156.0,北京,1950056,2114.8,922.0994893134,2014,100.0,1.0,文科,20,1,648.0,681.0,660.0,19.0,第一批
419,419,1,10001,北京大学,2156.0,北京,1625193,2018.6,805.1089864262,2012,100.0,1.0,文科,12,1,639.0,670.0,656.0,15.0,第一批
420,420,0,10001,北京大学,2156.0,北京,1215300,1860.0,653.3870967742,2010,100.0,1.0,理科,16,0,655.0,683.0,669.0,41.0,第一批
421,421,0,10001,北京大学,2156.0,北京,1215300,1860.0,653.3870967742,2010,100.0,1.0,理科,16,0,659.0,660.0,659.0,2.0,提前批
422,422,1,10001,北京大学,2156.0,北京,1215300,1860.0,653.3870967742,2010,100.0,1.0,文科,12,1,575.0,629.0,603.0,27.0,第一批
423,423,0,10001,北京大学,2156.0,北京,2133083,2152.0,991.2095724907001,2015,100.0,1.0,理科,20,0,677.0,,679.0,,第一批
424,424,0,10001,北京大学,2156.0,北京,2133083,2152.0,991.2095724907001,2015,100.0,1.0,理科,20,0,673.0,,673.0,,提前批
425,425,0,10001,北京大学,2156.0,北京,1950056,2114.8,922.0994893134,2014,100.0,1.0,理科,20,0,661.0,688.0,674.0,20.0,第一批
426,426,1,19001,北京大学医学部,2156.0,北京,1215300,1860.0,653.3870967742,2010,100.0,1.0,理科,15,1,650.0,662.0,656.0,14.0,第一批
427,427,2,19001,北京大学医学部,2156.0,北京,1625193,2018.6,805.1089864262,2012,100.0,1.0,理科,16,2,644.0,666.0,658.0,15.0,第一批
428,428,1,19001,北京大学医学部,2156.0,北京,1787940,2069.3,864.0313149374001,2013,100.0,1.0,理科,18,1,652.0,682.0,669.0,16.0,第一批
429,429,3,19001,北京大学医学部,2156.0,北京,1950056,2114.8,922.0994893134,2014,100.0,1.0,理科,20,3,659.0,688.0,676.0,18.0,第一批
430,430,2,19001,北京大学医学部,2156.0,北京,1411358,1961.9,719.3832509302,2011,100.0,1.0,理科,15,2,668.0,693.0,689.0,15.0,第一批
431,431,19,10005,北京工业大学,2116.0,北京,1625193,2018.6,805.1089864262,2012,7.47,0.0380664653,文科,4,19,580.0,592.0,584.0,5.0,第一批
432,432,16,10005,北京工业大学,2116.0,北京,1950056,2114.8,922.0994893134,2014,62.73,0.07646103900000001,文科,4,16,595.0,614.0,604.0,6.0,第一批
433,433,22,10005,北京工业大学,2116.0,北京,1411358,1961.9,719.3832509302,2011,7.54,0.0325910931,理科,14,22,636.0,647.0,639.0,17.0,第一批
434,434,31,10005,北京工业大学,2116.0,北京,1950056,2114.8,922.0994893134,2014,62.73,0.07646103900000001,理科,11,31,595.0,605.0,600.0,12.0,第一批
435,435,20,10005,北京工业大学,2116.0,北京,2133083,2152.0,991.2095724907001,2015,63.97,0.0400936037,文科,4,20,597.0,,597.0,,第一批
436,436,21,10005,北京工业大学,2116.0,北京,1625193,2018.6,805.1089864262,2012,7.47,0.0380664653,理科,18,21,574.0,590.0,583.0,14.0,第一批
437,437,20,10005,北京工业大学,2116.0,北京,1215300,1860.0,653.3870967742,2010,7.95,0.06378600820000001,理科,18,20,564.0,583.0,573.0,17.0,第一批
438,438,19,10005,北京工业大学,2116.0,北京,1787940,2069.3,864.0313149374001,2013,6.71,0.0394160584,文科,6,19,594.0,598.0,596.0,4.0,第一批
439,439,23,10005,北京工业大学,2116.0,北京,1411358,1961.9,719.3832509302,2011,7.54,0.0325910931,文科,6,23,603.0,616.0,609.0,2.0,第一批
440,440,20,10005,北京工业大学,2116.0,北京,1787940,2069.3,864.0313149374001,2013,6.71,0.0394160584,理科,12,20,596.0,608.0,602.0,18.0,第一批
441,441,18,10005,北京工业大学,2116.0,北京,1215300,1860.0,653.3870967742,2010,7.95,0.06378600820000001,文科,2,18,522.0,528.0,525.0,3.0,第一批
442,442,29,10005,北京工业大学,2116.0,北京,2133083,2152.0,991.2095724907001,2015,63.97,0.0400936037,理科,13,29,581.0,,581.0,,第一批
443,443,27,10022,北京林业大学,2135.0,北京,1950056,2114.8,922.0994893134,2014,62.84,0.0,理科,81,27,568.0,635.0,594.0,89.0,第一批
444,444,17,10022,北京林业大学,2135.0,北京,1950056,2114.8,922.0994893134,2014,62.84,0.0,文科,19,17,602.0,616.0,606.0,14.0,第一批
445,445,23,10022,北京林业大学,2135.0,北京,1215300,1860.0,653.3870967742,2010,7.21,0.032345679,理科,54,23,540.0,595.0,557.0,110.0,第一批
446,446,23,10022,北京林业大学,2135.0,北京,1215300,1860.0,653.3870967742,2010,7.21,0.032345679,理科,54,23,542.0,561.0,553.0,3.0,提前批
447,447,19,10022,北京林业大学,2135.0,北京,1215300,1860.0,653.3870967742,2010,7.21,0.032345679,文科,16,19,521.0,546.0,534.0,20.0,第一批
448,448,19,10022,北京林业大学,2135.0,北京,1625193,2018.6,805.1089864262,2012,8.11,0.0240483384,文科,12,19,580.0,603.0,591.0,17.0,第一批
449,449,23,10022,北京林业大学,2135.0,北京,1625193,2018.6,805.1089864262,2012,8.11,0.0240483384,理科,74,23,554.0,606.0,583.0,69.0,第一批
450,450,17,10022,北京林业大学,2135.0,北京,1787940,2069.3,864.0313149374001,2013,6.85,0.0228467153,文科,14,17,596.0,608.0,600.0,12.0,第一批
451,451,20,10022,北京林业大学,2135.0,北京,2133083,2152.0,991.2095724907001,2015,64.48,0.0,文科,18,20,599.0,,599.0,,第一批
452,452,22,10022,北京林业大学,2135.0,北京,1411358,1961.9,719.3832509302,2011,7.66,0.0,理科,69,22,627.0,670.0,634.0,56.0,第一批
453,453,21,10022,北京林业大学,2135.0,北京,1411358,1961.9,719.3832509302,2011,7.66,0.0,文科,17,21,596.0,617.0,608.0,14.0,第一批
454,454,28,10022,北京林业大学,2135.0,北京,2133083,2152.0,991.2095724907001,2015,64.48,0.0,理科,86,28,585.0,,585.0,,第一批
455,455,24,10022,北京林业大学,2135.0,北京,1787940,2069.3,864.0313149374001,2013,6.85,0.0228467153,理科,87,24,582.0,627.0,599.0,74.0,第一批
456,456,16,10007,北京理工大学,2123.0,北京,1950056,2114.8,922.0994893134,2014,65.77,0.0946428571,理科,72,16,599.0,644.0,622.0,74.0,第一批
457,457,19,10007,北京理工大学,2123.0,北京,1787940,2069.3,864.0313149374001,2013,14.04,0.0778588808,文科,8,19,616.0,624.0,619.0,5.0,第一批
458,458,12,10007,北京理工大学,2123.0,北京,1625193,2018.6,805.1089864262,2012,15.14,0.0767371601,文科,5,12,606.0,614.0,610.0,5.0,第一批
459,459,14,10007,北京理工大学,2123.0,北京,1411358,1961.9,719.3832509302,2011,16.6,0.07651821860000001,文科,5,14,621.0,625.0,622.0,4.0,第一批
460,460,14,10007,北京理工大学,2123.0,北京,1411358,1961.9,719.3832509302,2011,16.6,0.07651821860000001,理科,65,14,652.0,677.0,660.0,61.0,第一批
461,461,15,10007,北京理工大学,2123.0,北京,1625193,2018.6,805.1089864262,2012,15.14,0.0767371601,理科,70,15,585.0,632.0,611.0,67.0,第一批
462,462,16,10007,北京理工大学,2123.0,北京,2133083,2152.0,991.2095724907001,2015,67.33,0.0801872075,文科,8,16,610.0,,614.0,,第一批
463,463,14,10007,北京理工大学,2123.0,北京,1787940,2069.3,864.0313149374001,2013,14.04,0.0778588808,理科,74,14,607.0,660.0,628.0,70.0,第一批
464,464,14,10007,北京理工大学,2123.0,北京,1215300,1860.0,653.3870967742,2010,17.15,0.0942386831,理科,61,14,593.0,628.0,600.0,115.0,第一批
465,465,14,10007,北京理工大学,2123.0,北京,1215300,1860.0,653.3870967742,2010,17.15,0.0942386831,理科,61,14,572.0,608.0,581.0,6.0,提前批
466,466,11,10007,北京理工大学,2123.0,北京,1215300,1860.0,653.3870967742,2010,17.15,0.0942386831,文科,4,11,534.0,555.0,540.0,9.0,第一批
467,467,12,10007,北京理工大学,2123.0,北京,1950056,2114.8,922.0994893134,2014,65.77,0.0946428571,文科,6,12,595.0,626.0,614.0,8.0,第一批
468,468,18,10007,北京理工大学,2123.0,北京,2133083,2152.0,991.2095724907001,2015,67.33,0.0801872075,理科,76,18,610.0,,617.0,,第一批
469,469,24,10008,北京科技大学,2129.0,北京,1411358,1961.9,719.3832509302,2011,13.8,0.0599190283,理科,42,24,643.0,670.0,650.0,32.0,第一批
470,470,20,10008,北京科技大学,2129.0,北京,1950056,2114.8,922.0994893134,2014,65.2,0.0530844156,理科,57,20,594.0,626.0,609.0,57.0,第一批
471,471,21,10008,北京科技大学,2129.0,北京,2133083,2152.0,991.2095724907001,2015,66.45,0.0497659906,理科,58,21,598.0,618.0,603.0,57.0,第一批
472,472,17,10008,北京科技大学,2129.0,北京,1625193,2018.6,805.1089864262,2012,13.97,0.0613293051,理科,49,17,568.0,615.0,590.0,42.0,第一批
473,473,18,10008,北京科技大学,2129.0,北京,1215300,1860.0,653.3870967742,2010,14.25,0.08930041150000001,理科,31,18,570.0,608.0,584.0,118.0,第一批
474,474,17,10008,北京科技大学,2129.0,北京,1787940,2069.3,864.0313149374001,2013,13.0,0.0576642336,理科,56,17,591.0,625.0,613.0,49.0,第一批
475,475,25,10031,北京第二外国语学院,2146.0,北京,2133083,2152.0,991.2095724907001,2015,0.0,0.0,理科,18,25,594.0,,594.0,,第一批
476,476,19,10031,北京第二外国语学院,2146.0,北京,1787940,2069.3,864.0313149374001,2013,0.0,0.0,理科,18,19,610.0,629.0,619.0,13.0,第一批
477,477,25,10031,北京第二外国语学院,2146.0,北京,1950056,2114.8,922.0994893134,2014,60.17,0.0,理科,18,25,597.0,629.0,610.0,18.0,第一批
478,478,17,10031,北京第二外国语学院,2146.0,北京,1625193,2018.6,805.1089864262,2012,0.0,0.0,理科,13,17,589.0,614.0,596.0,12.0,第一批
479,479,11,10031,北京第二外国语学院,2146.0,北京,1787940,2069.3,864.0313149374001,2013,0.0,0.0,文科,13,11,613.0,619.0,615.0,11.0,第一批
480,480,21,10031,北京第二外国语学院,2146.0,北京,1950056,2114.8,922.0994893134,2014,60.17,0.0,文科,13,21,621.0,635.0,624.0,13.0,第一批
481,481,11,10031,北京第二外国语学院,2146.0,北京,1215300,1860.0,653.3870967742,2010,0.0,0.0,文科,13,11,527.0,547.0,539.0,7.0,第一批
482,482,13,10031,北京第二外国语学院,2146.0,北京,1625193,2018.6,805.1089864262,2012,0.0,0.0,文科,11,13,586.0,618.0,608.0,9.0,第一批
483,483,18,10031,北京第二外国语学院,2146.0,北京,2133083,2152.0,991.2095724907001,2015,0.0,0.0,文科,13,18,606.0,,606.0,,第一批
484,484,19,10031,北京第二外国语学院,2146.0,北京,1215300,1860.0,653.3870967742,2010,0.0,0.0,理科,12,19,547.0,576.0,559.0,5.0,第一批
485,485,15,10031,北京第二外国语学院,2146.0,北京,1411358,1961.9,719.3832509302,2011,0.0,0.0,文科,9,15,622.0,628.0,624.0,13.0,第一批
486,486,15,10031,北京第二外国语学院,2146.0,北京,1411358,1961.9,719.3832509302,2011,0.0,0.0,文科,9,15,613.0,622.0,613.0,2.0,不详
487,487,17,10031,北京第二外国语学院,2146.0,北京,1411358,1961.9,719.3832509302,2011,0.0,0.0,理科,13,17,624.0,654.0,643.0,13.0,第一批
488,488,8,10006,北京航空航天大学,2129.0,北京,1625193,2018.6,805.1089864262,2012,21.85,0.0628398792,理科,55,8,610.0,651.0,637.0,51.0,第一批
489,489,12,10006,北京航空航天大学,2129.0,北京,1215300,1860.0,653.3870967742,2010,22.14,0.1041152263,文科,3,12,530.0,543.0,533.0,5.0,第一批
490,490,14,10006,北京航空航天大学,2129.0,北京,2133083,2152.0,991.2095724907001,2015,70.65,0.08970358810000001,文科,4,14,568.0,,568.0,,提前批
491,491,9,10006,北京航空航天大学,2129.0,北京,1787940,2069.3,864.0313149374001,2013,19.81,0.0600973236,文科,3,9,626.0,629.0,627.0,3.0,第一批
492,492,11,10006,北京航空航天大学,2129.0,北京,1411358,1961.9,719.3832509302,2011,21.96,0.0748987854,文科,3,11,619.0,629.0,622.0,6.0,第一批
493,493,11,10006,北京航空航天大学,2129.0,北京,1411358,1961.9,719.3832509302,2011,21.96,0.0748987854,文科,3,11,582.0,623.0,582.0,5.0,不详
494,494,7,10006,北京航空航天大学,2129.0,北京,1215300,1860.0,653.3870967742,2010,22.14,0.1041152263,理科,47,7,621.0,655.0,635.0,107.0,第一批
495,495,7,10006,北京航空航天大学,2129.0,北京,1215300,1860.0,653.3870967742,2010,22.14,0.1041152263,理科,47,7,430.0,619.0,513.0,25.0,提前批
496,496,7,10006,北京航空航天大学,2129.0,北京,1787940,2069.3,864.0313149374001,2013,19.81,0.0600973236,理科,55,7,633.0,671.0,653.0,58.0,第一批
497,497,11,10006,北京航空航天大学,2129.0,北京,2133083,2152.0,991.2095724907001,2015,70.65,0.08970358810000001,理科,83,11,650.0,,650.0,,第一批
498,498,11,10006,北京航空航天大学,2129.0,北京,2133083,2152.0,991.2095724907001,2015,70.65,0.08970358810000001,理科,83,11,557.0,,557.0,,提前批
499,499,8,10006,北京航空航天大学,2129.0,北京,1411358,1961.9,719.3832509302,2011,21.96,0.0748987854,理科,52,8,672.0,686.0,675.0,61.0,第一批
500,500,8,10006,北京航空航天大学,2129.0,北京,1411358,1961.9,719.3832509302,2011,21.96,0.0748987854,理科,52,8,607.0,647.0,607.0,55.0,不详
501,501,9,10006,北京航空航天大学,2129.0,北京,1625193,2018.6,805.1089864262,2012,21.85,0.0628398792,文科,3,9,617.0,621.0,619.0,3.0,第一批
502,502,8,10006,北京航空航天大学,2129.0,北京,1950056,2114.8,922.0994893134,2014,68.36,0.0803571429,理科,60,8,637.0,664.0,652.0,61.0,第一批
503,503,13,10032,北京语言大学,2129.0,北京,1950056,2114.8,922.0994893134,2014,60.49,0.0,文科,16,13,602.0,631.0,621.0,19.0,第一批
504,504,14,10032,北京语言大学,2129.0,北京,1625193,2018.6,805.1089864262,2012,1.48,0.0,文科,15,14,600.0,624.0,614.0,15.0,第一批
505,505,13,10032,北京语言大学,2129.0,北京,1411358,1961.9,719.3832509302,2011,1.58,0.0,文科,15,13,608.0,639.0,630.0,16.0,第一批
506,506,12,10032,北京语言大学,2129.0,北京,1787940,2069.3,864.0313149374001,2013,1.11,0.0,文科,19,12,611.0,624.0,616.0,15.0,第一批
507,507,9,10032,北京语言大学,2129.0,北京,1215300,1860.0,653.3870967742,2010,1.57,0.0269958848,文科,15,9,546.0,561.0,552.0,13.0,第一批
508,508,16,10032,北京语言大学,2129.0,北京,2133083,2152.0,991.2095724907001,2015,61.98,0.0,文科,14,16,606.0,,614.0,,第一批
509,509,11,10013,北京邮电大学,2127.0,北京,1787940,2069.3,864.0313149374001,2013,7.69,0.07883211679999999,理科,101,11,622.0,665.0,637.0,92.0,第一批
510,510,31,10013,北京邮电大学,2127.0,北京,1950056,2114.8,922.0994893134,2014,63.22,0.0589285714,理科,97,31,604.0,660.0,637.0,102.0,第一批
511,511,13,10013,北京邮电大学,2127.0,北京,1625193,2018.6,805.1089864262,2012,8.49,0.0773413897,理科,90,13,582.0,643.0,618.0,90.0,第一批
512,512,20,10013,北京邮电大学,2127.0,北京,2133083,2152.0,991.2095724907001,2015,64.26,0.0566302652,理科,96,20,560.0,652.0,618.0,97.0,第一批
513,513,17,10013,北京邮电大学,2127.0,北京,1215300,1860.0,653.3870967742,2010,8.38,0.1016460905,理科,88,17,552.0,641.0,616.0,104.0,第一批
