,Unnamed: 0,Label,UniversityNo,University_Name_Location,Distance,Province,GDP,Population,GDP_Per_Person,Year,Ranking_Scores,Media_Impact,Topic,Plan_Number,Label.1,Lowest,Highest,ave,Plan,NO
1209,1209,0,10003,清华大学,2127.0,北京,1787940,2069.3,864.0313149374001,2013,96.81,0.9756690998,文科,4,0,647.0,682.0,666.0,8.0,第一批
1210,1210,0,10003,清华大学,2127.0,北京,1787940,2069.3,864.0313149374001,2013,96.81,0.9756690998,理科,63,0,664.0,705.0,682.0,56.0,第一批
1211,1211,0,10003,清华大学,2127.0,北京,1625193,2018.6,805.1089864262,2012,96.18,0.8989728097,理科,49,0,646.0,680.0,667.0,43.0,第一批
1212,1212,0,10003,清华大学,2127.0,北京,1215300,1860.0,653.3870967742,2010,95.06,0.8271604938,文科,2,0,579.0,606.0,593.0,10.0,第一批
1213,1213,0,10003,清华大学,2127.0,北京,1215300,1860.0,653.3870967742,2010,95.06,0.8271604938,文科,2,0,588.0,588.0,588.0,1.0,提前批
1214,1214,0,10003,清华大学,2127.0,北京,1625193,2018.6,805.1089864262,2012,96.18,0.8989728097,文科,4,0,608.0,657.0,635.0,3.0,第一批
1215,1215,1,10003,清华大学,2127.0,北京,2133083,2152.0,991.2095724907001,2015,97.8,0.968798752,理科,60,1,676.0,,683.0,,第一批
1216,1216,0,10003,清华大学,2127.0,北京,2133083,2152.0,991.2095724907001,2015,97.8,0.968798752,文科,4,0,671.0,,676.0,,第一批
1217,1217,0,10003,清华大学,2127.0,北京,1215300,1860.0,653.3870967742,2010,95.06,0.8271604938,理科,34,0,648.0,693.0,668.0,65.0,第一批
1218,1218,0,10003,清华大学,2127.0,北京,1215300,1860.0,653.3870967742,2010,95.06,0.8271604938,理科,34,0,649.0,666.0,655.0,10.0,提前批
1219,1219,1,10003,清华大学,2127.0,北京,1411358,1961.9,719.3832509302,2011,94.72,0.8825910931000001,文科,2,1,668.0,673.0,670.0,2.0,第一批
1220,1220,0,10003,清华大学,2127.0,北京,1950056,2114.8,922.0994893134,2014,98.25,0.9561688312,理科,64,0,661.0,710.0,679.0,64.0,第一批
1221,1221,0,10003,清华大学,2127.0,北京,1950056,2114.8,922.0994893134,2014,98.25,0.9561688312,文科,4,0,657.0,677.0,671.0,6.0,第一批
1222,1222,26,10343,温州医科大学,1215.0,浙江,3466533,5477.0,632.9255066641999,2013,1.76,0.0,理科,15,26,586.0,612.0,593.0,11.0,第一批
1223,1223,26,10343,温州医科大学,1215.0,浙江,3466533,5477.0,632.9255066641999,2013,1.76,0.0,理科,15,26,586.0,612.0,593.0,11.0,第一批
1224,1224,27,10343,温州医科大学,1215.0,浙江,3756849,5498.0,683.3119316115,2014,60.78,0.0,理科,15,27,577.0,596.0,587.0,13.0,第一批
1225,1225,27,10343,温州医科大学,1215.0,浙江,3756849,5498.0,683.3119316115,2014,60.78,0.0,理科,15,27,577.0,596.0,587.0,13.0,第一批
1226,1226,32,10343,温州医科大学,1215.0,浙江,4015350,5508.0,729.0032679738998,2015,62.13,0.0,理科,16,32,582.0,,582.0,,第一批
1227,1227,32,10343,温州医科大学,1215.0,浙江,4015350,5508.0,729.0032679738998,2015,62.13,0.0,理科,16,32,582.0,,582.0,,第一批
1228,1228,26,10541,湖南中医药大学,657.0,湖南,2215423,6638.93,333.7018164072,2013,0.89,0.0,理科,10,26,586.0,594.0,588.0,10.0,第一批
1229,1229,26,10541,湖南中医药大学,657.0,湖南,2215423,6638.93,333.7018164072,2013,0.89,0.0,理科,10,26,534.0,580.0,555.0,40.0,第二批
1230,1230,28,10541,湖南中医药大学,657.0,湖南,2704846,6737.0,401.4911681757,2015,61.8,0.0,理科,3,28,574.0,,574.0,,第一批
1231,1231,28,10541,湖南中医药大学,657.0,湖南,2704846,6737.0,401.4911681757,2015,61.8,0.0,理科,3,28,551.0,,551.0,,第二批
1232,1232,23,10541,湖南中医药大学,657.0,湖南,1603796,6570.1,244.10526476,2011,0.91,0.0,理科,10,23,625.0,628.0,625.0,7.0,第一批
1233,1233,23,10541,湖南中医药大学,657.0,湖南,1603796,6570.1,244.10526476,2011,0.91,0.0,理科,10,23,593.0,619.0,601.0,23.0,第二批
1234,1234,28,10541,湖南中医药大学,657.0,湖南,2450167,6690.6,366.21035482620005,2014,60.41,0.0,理科,6,28,575.0,606.0,583.0,11.0,第一批
1235,1235,28,10541,湖南中医药大学,657.0,湖南,2450167,6690.6,366.21035482620005,2014,60.41,0.0,理科,6,28,538.0,583.0,557.0,45.0,第二批
1236,1236,25,10541,湖南中医药大学,657.0,湖南,1305969,6406.0,203.8665313768,2010,0.94,0.0,理科,7,25,540.0,570.0,551.0,6.0,第一批
1237,1237,25,10541,湖南中医药大学,657.0,湖南,1305969,6406.0,203.8665313768,2010,0.94,0.0,理科,7,25,513.0,530.0,519.0,19.0,第二批
1238,1238,25,10541,湖南中医药大学,657.0,湖南,1966956,6595.6,298.2224513312,2012,1.0,0.0,理科,10,25,572.0,581.0,575.0,10.0,第一批
1239,1239,25,10541,湖南中医药大学,657.0,湖南,1966956,6595.6,298.2224513312,2012,1.0,0.0,理科,10,25,513.0,557.0,539.0,35.0,第二批
1240,1240,26,10537,湖南农业大学,656.0,湖南,2704846,6737.0,401.4911681757,2015,62.61,0.0,文科,13,26,560.0,,560.0,,第二批
1241,1241,31,10537,湖南农业大学,656.0,湖南,2450167,6690.6,366.21035482620005,2014,61.1,0.0,理科,101,31,537.0,563.0,545.0,51.0,第二批
1242,1242,34,10537,湖南农业大学,656.0,湖南,2704846,6737.0,401.4911681757,2015,62.61,0.0,理科,130,34,551.0,,551.0,,第一批
1243,1243,34,10537,湖南农业大学,656.0,湖南,2704846,6737.0,401.4911681757,2015,62.61,0.0,理科,130,34,537.0,,537.0,,第二批
1244,1244,15,10532,湖南大学,272.0,湖南,1305969,6406.0,203.8665313768,2010,13.84,0.0576131687,文科,23,15,518.0,556.0,541.0,38.0,第一批
1245,1245,16,10532,湖南大学,272.0,湖南,2215423,6638.93,333.7018164072,2013,14.31,0.0549878345,理科,176,16,596.0,652.0,616.0,185.0,第一批
1246,1246,13,10532,湖南大学,272.0,湖南,2215423,6638.93,333.7018164072,2013,14.31,0.0549878345,文科,25,13,609.0,622.0,613.0,24.0,第一批
1247,1247,17,10532,湖南大学,272.0,湖南,1603796,6570.1,244.10526476,2011,14.05,0.0663967611,文科,24,17,608.0,623.0,614.0,24.0,第一批
1248,1248,16,10532,湖南大学,272.0,湖南,2704846,6737.0,401.4911681757,2015,67.92,0.068174727,文科,26,16,607.0,,612.0,,第一批
1249,1249,13,10532,湖南大学,272.0,湖南,2450167,6690.6,366.21035482620005,2014,66.41,0.0685064935,文科,29,13,614.0,628.0,619.0,26.0,第一批
1250,1250,21,10532,湖南大学,272.0,湖南,2704846,6737.0,401.4911681757,2015,67.92,0.068174727,理科,215,21,602.0,,608.0,,第一批
1251,1251,17,10532,湖南大学,272.0,湖南,1966956,6595.6,298.2224513312,2012,13.92,0.0564954683,理科,185,17,572.0,624.0,594.0,169.0,第一批
1252,1252,18,10532,湖南大学,272.0,湖南,1603796,6570.1,244.10526476,2011,14.05,0.0663967611,理科,170,18,640.0,660.0,645.0,148.0,第一批
1253,1253,19,10532,湖南大学,272.0,湖南,1305969,6406.0,203.8665313768,2010,13.84,0.0576131687,理科,148,19,540.0,591.0,572.0,184.0,第一批
1254,1254,19,10532,湖南大学,272.0,湖南,1305969,6406.0,203.8665313768,2010,13.84,0.0576131687,理科,148,19,569.0,569.0,569.0,1.0,提前批
1255,1255,18,10532,湖南大学,272.0,湖南,2450167,6690.6,366.21035482620005,2014,66.41,0.0685064935,理科,186,18,606.0,636.0,613.0,176.0,第一批
1256,1256,14,10532,湖南大学,272.0,湖南,1966956,6595.6,298.2224513312,2012,13.92,0.0564954683,文科,23,14,599.0,611.0,603.0,25.0,第一批
