Label,University_Name,UniversityNo,Year,Topic,Province,University_Name_Location,Plan_Number,Ranking_Scores,Media_Impact,GDP,Population,GDP_Per_Person,Distance
3858,北京交通大学,10004,2012,理科,北京,北京交通大学,77,10.66,0.053776435,1625193,2018.6,805.1089864262,2124
3871,北京交通大学,10004,2013,文科,北京,北京交通大学,6,9.31,0.0532846715,1787940,2069.3,864.0313149374,2124
3883,北京交通大学,10004,2012,文科,北京,北京交通大学,5,10.66,0.053776435,1625193,2018.6,805.1089864262,2124
3895,北京交通大学,10004,2014,理科,北京,北京交通大学,87,63.8,0.0641233766,1950056,2114.8,922.0994893134,2124
3907,北京交通大学,10004,2015,文科,北京,北京交通大学,7,65.44,0.0658346334,2133083,2152,991.2095724907,2124
3919,北京交通大学,10004,2013,理科,北京,北京交通大学,88,9.31,0.0532846715,1787940,2069.3,864.0313149374,2124
3931,北京交通大学,10004,2014,文科,北京,北京交通大学,6,63.8,0.0641233766,1950056,2114.8,922.0994893134,2124
3943,北京交通大学,10004,2015,理科,北京,北京交通大学,105,65.44,0.0658346334,2133083,2152,991.2095724907,2124
3961,北京交通大学,10004,2010,理科,北京,北京交通大学,71,9.94,0.0406995885,1215300,1860,653.3870967742,2124
3982,北京体育大学,10043,2015,文科,北京,北京体育大学,9,0,0.0335413417,2133083,2152,991.2095724907,2131
3988,北京体育大学,10043,2014,理科,北京,北京体育大学,6,0,0.0448051948,1950056,2114.8,922.0994893134,2131
3997,北京体育大学,10043,2010,理科,北京,北京体育大学,15,1.87,0.0617283951,1215300,1860,653.3870967742,2131
3999,北京体育大学,10043,2012,文科,北京,北京体育大学,6,0,0,1625193,2018.6,805.1089864262,2131
4011,北京体育大学,10043,2015,理科,北京,北京体育大学,12,0,0.0335413417,2133083,2152,991.2095724907,2131
4037,北京体育大学,10043,2011,理科,北京,北京体育大学,14,0,0,1411358,1961.9,719.3832509302,2131
4047,北京体育大学,10043,2013,理科,北京,北京体育大学,16,0,0,1787940,2069.3,864.0313149374,2131
4059,北京体育大学,10043,2010,文科,北京,北京体育大学,7,1.87,0.0617283951,1215300,1860,653.3870967742,2131
4063,北京体育大学,10043,2013,文科,北京,北京体育大学,10,0,0,1787940,2069.3,864.0313149374,2131
4077,北京体育大学,10043,2011,文科,北京,北京体育大学,6,0,0,1411358,1961.9,719.3832509302,2131
4083,北京体育大学,10043,2014,文科,北京,北京体育大学,9,0,0.0448051948,1950056,2114.8,922.0994893134,2131
4095,北京体育大学,10043,2012,理科,北京,北京体育大学,11,0,0,1625193,2018.6,805.1089864262,2131
4126,北京化工大学,10010,2014,理科,北京,北京化工大学,59,63.62,0,1950056,2114.8,922.0994893134,2133
4132,北京化工大学,10010,2011,文科,北京,北京化工大学,12,7.76,0,1411358,1961.9,719.3832509302,2133
4134,北京化工大学,10010,2012,文科,北京,北京化工大学,10,8.53,0,1625193,2018.6,805.1089864262,2133
4146,北京化工大学,10010,2011,理科,北京,北京化工大学,47,7.76,0,1411358,1961.9,719.3832509302,2133
4158,北京化工大学,10010,2013,文科,北京,北京化工大学,12,8.77,0,1787940,2069.3,864.0313149374,2133
4170,北京化工大学,10010,2010,文科,北京,北京化工大学,8,7.18,0,1215300,1860,653.3870967742,2133
4173,北京化工大学,10010,2012,理科,北京,北京化工大学,49,8.53,0,1625193,2018.6,805.1089864262,2133
4185,北京化工大学,10010,2010,理科,北京,北京化工大学,50,7.18,0,1215300,1860,653.3870967742,2133
4197,北京化工大学,10010,2015,文科,北京,北京化工大学,13,64.57,0,2133083,2152,991.2095724907,2133
4209,北京化工大学,10010,2013,理科,北京,北京化工大学,59,8.77,0,1787940,2069.3,864.0313149374,2133
4221,北京化工大学,10010,2014,文科,北京,北京化工大学,13,63.62,0,1950056,2114.8,922.0994893134,2133
4233,北京化工大学,10010,2015,理科,北京,北京化工大学,72,64.57,0,2133083,2152,991.2095724907,2133
4270,北京协和医学院,10023,2011,理科,北京,北京协和医学院,5,0,0,1411358,1961.9,719.3832509302,2125
4272,北京协和医学院,10023,2010,理科,北京,北京协和医学院,10,0,0,1215300,1860,653.3870967742,2125
4274,北京外国语大学,10030,2015,理科,北京,北京外国语大学,8,62.77,0.0458658346,2133083,2152,991.2095724907,2122
4277,北京外国语大学,10030,2012,理科,北京,北京外国语大学,8,3.61,0.0371601208,1625193,2018.6,805.1089864262,2122
4283,北京外国语大学,10030,2014,理科,北京,北京外国语大学,8,61.35,0.0422077922,1950056,2114.8,922.0994893134,2122
4295,北京外国语大学,10030,2012,文科,北京,北京外国语大学,8,3.61,0.0371601208,1625193,2018.6,805.1089864262,2122
4307,北京外国语大学,10030,2013,文科,北京,北京外国语大学,7,3.22,0.0360097324,1787940,2069.3,864.0313149374,2122
4319,北京外国语大学,10030,2015,文科,北京,北京外国语大学,8,62.77,0.0458658346,2133083,2152,991.2095724907,2122
4331,北京外国语大学,10030,2013,理科,北京,北京外国语大学,8,3.22,0.0360097324,1787940,2069.3,864.0313149374,2122
4343,北京外国语大学,10030,2010,文科,北京,北京外国语大学,8,3.77,0.0388065844,1215300,1860,653.3870967742,2122
4355,北京外国语大学,10030,2010,理科,北京,北京外国语大学,8,3.77,0.0388065844,1215300,1860,653.3870967742,2122
4367,北京外国语大学,10030,2011,文科,北京,北京外国语大学,9,3.65,0.0320242915,1411358,1961.9,719.3832509302,2122
4381,北京外国语大学,10030,2011,理科,北京,北京外国语大学,8,3.65,0.0320242915,1411358,1961.9,719.3832509302,2122
4391,北京外国语大学,10030,2014,文科,北京,北京外国语大学,7,61.35,0.0422077922,1950056,2114.8,922.0994893134,2122
4418,北京大学,10001,2013,文科,北京,北京大学,18,100,1,1787940,2069.3,864.0313149374,2156
4430,北京大学,10001,2015,文科,北京,北京大学,20,100,1,2133083,2152,991.2095724907,2156
4442,北京大学,10001,2013,理科,北京,北京大学,18,100,1,1787940,2069.3,864.0313149374,2156
4454,北京大学,10001,2011,理科,北京,北京大学,12,100,1,1411358,1961.9,719.3832509302,2156
4466,北京大学,10001,2012,理科,北京,北京大学,12,100,1,1625193,2018.6,805.1089864262,2156
4478,北京大学,10001,2011,文科,北京,北京大学,12,100,1,1411358,1961.9,719.3832509302,2156
4490,北京大学,10001,2014,文科,北京,北京大学,20,100,1,1950056,2114.8,922.0994893134,2156
4502,北京大学,10001,2012,文科,北京,北京大学,12,100,1,1625193,2018.6,805.1089864262,2156
4514,北京大学,10001,2010,理科,北京,北京大学,16,100,1,1215300,1860,653.3870967742,2156
4526,北京大学,10001,2010,文科,北京,北京大学,12,100,1,1215300,1860,653.3870967742,2156
4538,北京大学,10001,2015,理科,北京,北京大学,20,100,1,2133083,2152,991.2095724907,2156
4550,北京大学,10001,2014,理科,北京,北京大学,20,100,1,1950056,2114.8,922.0994893134,2156
4562,北京大学,19001,2010,理科,北京,北京大学医学部,15,100,1,1215300,1860,653.3870967742,2156
4565,北京大学,19001,2012,理科,北京,北京大学医学部,16,100,1,1625193,2018.6,805.1089864262,2156
4568,北京大学,19001,2013,理科,北京,北京大学医学部,18,100,1,1787940,2069.3,864.0313149374,2156
4569,北京大学,19001,2014,理科,北京,北京大学医学部,20,100,1,1950056,2114.8,922.0994893134,2156
4578,北京大学,19001,2015,理科,北京,北京大学医学部,21,100,1,2133083,2152,991.2095724907,2156
4580,北京大学,19001,2011,理科,北京,北京大学医学部,15,100,1,1411358,1961.9,719.3832509302,2156
4598,北京工业大学,10005,2012,文科,北京,北京工业大学,4,7.47,0.0380664653,1625193,2018.6,805.1089864262,2116
4600,北京工业大学,10005,2014,文科,北京,北京工业大学,4,62.73,0.076461039,1950056,2114.8,922.0994893134,2116
4607,北京工业大学,10005,2011,理科,北京,北京工业大学,14,7.54,0.0325910931,1411358,1961.9,719.3832509302,2116
4619,北京工业大学,10005,2014,理科,北京,北京工业大学,11,62.73,0.076461039,1950056,2114.8,922.0994893134,2116
4631,北京工业大学,10005,2015,文科,北京,北京工业大学,4,63.97,0.0400936037,2133083,2152,991.2095724907,2116
4643,北京工业大学,10005,2012,理科,北京,北京工业大学,18,7.47,0.0380664653,1625193,2018.6,805.1089864262,2116
4655,北京工业大学,10005,2010,理科,北京,北京工业大学,18,7.95,0.0637860082,1215300,1860,653.3870967742,2116
4667,北京工业大学,10005,2013,文科,北京,北京工业大学,6,6.71,0.0394160584,1787940,2069.3,864.0313149374,2116
4679,北京工业大学,10005,2011,文科,北京,北京工业大学,6,7.54,0.0325910931,1411358,1961.9,719.3832509302,2116
4698,北京工业大学,10005,2013,理科,北京,北京工业大学,12,6.71,0.0394160584,1787940,2069.3,864.0313149374,2116
4700,北京工业大学,10005,2010,文科,北京,北京工业大学,2,7.95,0.0637860082,1215300,1860,653.3870967742,2116
4712,北京工业大学,10005,2015,理科,北京,北京工业大学,13,63.97,0.0400936037,2133083,2152,991.2095724907,2116
4742,北京师范大学,10027,2015,理科,北京,北京师范大学,20,74.35,0.2745709828,2133083,2152,991.2095724907,2119
4744,北京师范大学,10027,2015,文科,北京,北京师范大学,10,74.35,0.2745709828,2133083,2152,991.2095724907,2119
4746,北京林业大学,10022,2014,理科,北京,北京林业大学,81,62.84,0,1950056,2114.8,922.0994893134,2135
4749,北京林业大学,10022,2014,文科,北京,北京林业大学,19,62.84,0,1950056,2114.8,922.0994893134,2135
4758,北京林业大学,10022,2010,理科,北京,北京林业大学,54,7.21,0.032345679,1215300,1860,653.3870967742,2135
4776,北京林业大学,10022,2010,文科,北京,北京林业大学,16,7.21,0.032345679,1215300,1860,653.3870967742,2135
4779,北京林业大学,10022,2012,文科,北京,北京林业大学,12,8.11,0.0240483384,1625193,2018.6,805.1089864262,2135
4791,北京林业大学,10022,2012,理科,北京,北京林业大学,74,8.11,0.0240483384,1625193,2018.6,805.1089864262,2135
4816,北京林业大学,10022,2013,文科,北京,北京林业大学,14,6.85,0.0228467153,1787940,2069.3,864.0313149374,2135
4828,北京林业大学,10022,2015,文科,北京,北京林业大学,18,64.48,0,2133083,2152,991.2095724907,2135
4840,北京林业大学,10022,2011,理科,北京,北京林业大学,69,7.66,0,1411358,1961.9,719.3832509302,2135
4852,北京林业大学,10022,2011,文科,北京,北京林业大学,17,7.66,0,1411358,1961.9,719.3832509302,2135
4864,北京林业大学,10022,2015,理科,北京,北京林业大学,86,64.48,0,2133083,2152,991.2095724907,2135
4876,北京林业大学,10022,2013,理科,北京,北京林业大学,87,6.85,0.0228467153,1787940,2069.3,864.0313149374,2135
4890,北京理工大学,10007,2014,理科,北京,北京理工大学,72,65.77,0.0946428571,1950056,2114.8,922.0994893134,2123
4891,北京理工大学,10007,2013,文科,北京,北京理工大学,8,14.04,0.0778588808,1787940,2069.3,864.0313149374,2123
4902,北京理工大学,10007,2012,文科,北京,北京理工大学,5,15.14,0.0767371601,1625193,2018.6,805.1089864262,2123
4911,北京理工大学,10007,2011,文科,北京,北京理工大学,5,16.6,0.0765182186,1411358,1961.9,719.3832509302,2123
4923,北京理工大学,10007,2011,理科,北京,北京理工大学,65,16.6,0.0765182186,1411358,1961.9,719.3832509302,2123
4935,北京理工大学,10007,2012,理科,北京,北京理工大学,70,15.14,0.0767371601,1625193,2018.6,805.1089864262,2123
4947,北京理工大学,10007,2015,文科,北京,北京理工大学,8,67.33,0.0801872075,2133083,2152,991.2095724907,2123
4968,北京理工大学,10007,2013,理科,北京,北京理工大学,74,14.04,0.0778588808,1787940,2069.3,864.0313149374,2123
4979,北京理工大学,10007,2010,理科,北京,北京理工大学,61,17.15,0.0942386831,1215300,1860,653.3870967742,2123
4995,北京理工大学,10007,2010,文科,北京,北京理工大学,4,17.15,0.0942386831,1215300,1860,653.3870967742,2123
5008,北京理工大学,10007,2014,文科,北京,北京理工大学,6,65.77,0.0946428571,1950056,2114.8,922.0994893134,2123
5015,北京理工大学,10007,2015,理科,北京,北京理工大学,76,67.33,0.0801872075,2133083,2152,991.2095724907,2123
5034,北京电影学院,10050,2015,文科,北京,北京电影学院,2,0,0.1322932917,2133083,2152,991.2095724907,2128
5035,北京科技大学,10008,2011,理科,北京,北京科技大学,42,13.8,0.0599190283,1411358,1961.9,719.3832509302,2129
5036,北京科技大学,10008,2014,理科,北京,北京科技大学,57,65.2,0.0530844156,1950056,2114.8,922.0994893134,2129
5037,北京科技大学,10008,2015,理科,北京,北京科技大学,58,66.45,0.0497659906,2133083,2152,991.2095724907,2129
5049,北京科技大学,10008,2012,理科,北京,北京科技大学,49,13.97,0.0613293051,1625193,2018.6,805.1089864262,2129
5056,北京科技大学,10008,2015,文科,北京,北京科技大学,1,66.45,0.0497659906,2133083,2152,991.2095724907,2129
5064,北京科技大学,10008,2010,理科,北京,北京科技大学,31,14.25,0.0893004115,1215300,1860,653.3870967742,2129
5070,北京科技大学,10008,2013,理科,北京,北京科技大学,56,13,0.0576642336,1787940,2069.3,864.0313149374,2129
5084,北京第二外国语学院,10031,2015,理科,北京,北京第二外国语学院,18,0,0,2133083,2152,991.2095724907,2146
5094,北京第二外国语学院,10031,2013,理科,北京,北京第二外国语学院,18,0,0,1787940,2069.3,864.0313149374,2146
5106,北京第二外国语学院,10031,2014,理科,北京,北京第二外国语学院,18,60.17,0,1950056,2114.8,922.0994893134,2146
5117,北京第二外国语学院,10031,2012,理科,北京,北京第二外国语学院,13,0,0,1625193,2018.6,805.1089864262,2146
5129,北京第二外国语学院,10031,2013,文科,北京,北京第二外国语学院,13,0,0,1787940,2069.3,864.0313149374,2146
5133,北京第二外国语学院,10031,2014,文科,北京,北京第二外国语学院,13,60.17,0,1950056,2114.8,922.0994893134,2146
5146,北京第二外国语学院,10031,2010,文科,北京,北京第二外国语学院,13,0,0,1215300,1860,653.3870967742,2146
5153,北京第二外国语学院,10031,2012,文科,北京,北京第二外国语学院,11,0,0,1625193,2018.6,805.1089864262,2146
5165,北京第二外国语学院,10031,2015,文科,北京,北京第二外国语学院,13,0,0,2133083,2152,991.2095724907,2146
5186,北京第二外国语学院,10031,2010,理科,北京,北京第二外国语学院,12,0,0,1215300,1860,653.3870967742,2146
5190,北京第二外国语学院,10031,2011,文科,北京,北京第二外国语学院,9,0,0,1411358,1961.9,719.3832509302,2146
5202,北京第二外国语学院,10031,2011,理科,北京,北京第二外国语学院,13,0,0,1411358,1961.9,719.3832509302,2146
5228,北京航空航天大学,10006,2012,理科,北京,北京航空航天大学,55,21.85,0.0628398792,1625193,2018.6,805.1089864262,2129
5237,北京航空航天大学,10006,2010,文科,北京,北京航空航天大学,3,22.14,0.1041152263,1215300,1860,653.3870967742,2129
5245,北京航空航天大学,10006,2015,文科,北京,北京航空航天大学,4,70.65,0.0897035881,2133083,2152,991.2095724907,2129
5250,北京航空航天大学,10006,2013,文科,北京,北京航空航天大学,3,19.81,0.0600973236,1787940,2069.3,864.0313149374,2129
5261,北京航空航天大学,10006,2011,文科,北京,北京航空航天大学,3,21.96,0.0748987854,1411358,1961.9,719.3832509302,2129
5272,北京航空航天大学,10006,2010,理科,北京,北京航空航天大学,47,22.14,0.1041152263,1215300,1860,653.3870967742,2129
5283,北京航空航天大学,10006,2013,理科,北京,北京航空航天大学,55,19.81,0.0600973236,1787940,2069.3,864.0313149374,2129
5294,北京航空航天大学,10006,2015,理科,北京,北京航空航天大学,83,70.65,0.0897035881,2133083,2152,991.2095724907,2129
5306,北京航空航天大学,10006,2011,理科,北京,北京航空航天大学,52,21.96,0.0748987854,1411358,1961.9,719.3832509302,2129
5308,北京航空航天大学,10006,2012,文科,北京,北京航空航天大学,3,21.85,0.0628398792,1625193,2018.6,805.1089864262,2129
5319,北京航空航天大学,10006,2014,理科,北京,北京航空航天大学,60,68.36,0.0803571429,1950056,2114.8,922.0994893134,2129
5349,北京语言大学,10032,2014,文科,北京,北京语言大学,16,60.49,0,1950056,2114.8,922.0994893134,2129
5353,北京语言大学,10032,2012,文科,北京,北京语言大学,15,1.48,0,1625193,2018.6,805.1089864262,2129
5359,北京语言大学,10032,2011,文科,北京,北京语言大学,15,1.58,0,1411358,1961.9,719.3832509302,2129
5365,北京语言大学,10032,2013,文科,北京,北京语言大学,19,1.11,0,1787940,2069.3,864.0313149374,2129
5371,北京语言大学,10032,2010,文科,北京,北京语言大学,15,1.57,0.0269958848,1215300,1860,653.3870967742,2129
5375,北京语言大学,10032,2015,文科,北京,北京语言大学,14,61.98,0,2133083,2152,991.2095724907,2129
5385,北京邮电大学,19013,2010,理科,北京,北京邮电大学(宏福校区),14,8.38,0.1016460905,1215300,1860,653.3870967742,2127
5389,北京邮电大学,19013,2012,理科,北京,北京邮电大学(宏福校区),19,8.49,0.0773413897,1625193,2018.6,805.1089864262,2127
5395,北京邮电大学,19013,2014,理科,北京,北京邮电大学(宏福校区),26,63.22,0.0589285714,1950056,2114.8,922.0994893134,2127
5401,北京邮电大学,19013,2015,理科,北京,北京邮电大学(宏福校区),28,64.26,0.0566302652,2133083,2152,991.2095724907,2127
5406,北京邮电大学,10013,2013,理科,北京,北京邮电大学,101,7.69,0.0788321168,1787940,2069.3,864.0313149374,2127
5412,北京邮电大学,10013,2014,理科,北京,北京邮电大学,97,63.22,0.0589285714,1950056,2114.8,922.0994893134,2127
5418,北京邮电大学,10013,2012,理科,北京,北京邮电大学,90,8.49,0.0773413897,1625193,2018.6,805.1089864262,2127
5424,北京邮电大学,10013,2015,理科,北京,北京邮电大学,96,64.26,0.0566302652,2133083,2152,991.2095724907,2127
5430,北京邮电大学,10013,2010,理科,北京,北京邮电大学,88,8.38,0.1016460905,1215300,1860,653.3870967742,2127
5436,北京邮电大学,10013,2011,理科,北京,北京邮电大学,89,8.33,0.071659919,1411358,1961.9,719.3832509302,2127
5442,北京邮电大学,19013,2013,理科,北京,北京邮电大学(宏福校区),24,7.69,0.0788321168,1787940,2069.3,864.0313149374,2127
5449,北京邮电大学,19013,2011,理科,北京,北京邮电大学(宏福校区),17,8.33,0.071659919,1411358,1961.9,719.3832509302,2127
5457,华东交通大学,10404,2015,文科,江西,华东交通大学,6,61.7,0,1570859,4542,345.8518273888,1455
5458,华东交通大学,10404,2015,理科,江西,华东交通大学,59,61.7,0,1570859,4542,345.8518273888,1455
5461,华东师范大学,10269,2014,理科,上海,华东师范大学,18,67.73,0.1168831169,2160212,2415.15,894.4421671532,1457
5462,华东师范大学,10269,2015,文科,上海,华东师范大学,11,69.9,0.1274570983,2356094,2426,971.1846661171,1457
5469,华东师范大学,10269,2012,文科,上海,华东师范大学,8,21.25,0.0894259819,1919569,2347.46,817.7217077181,1457
5472,华东师范大学,10269,2013,理科,上海,华东师范大学,20,18.73,0.0912408759,2018172,2380.43,847.8182513243,1457
5482,华东师范大学,10269,2010,文科,上海,华东师范大学,4,21.11,0.1032921811,1504645,2210.2841277426,680.7473216291,1457
5495,华东师范大学,10269,2013,文科,上海,华东师范大学,8,18.73,0.0912408759,2018172,2380.43,847.8182513243,1457
5500,华东师范大学,10269,2014,文科,上海,华东师范大学,9,67.73,0.1168831169,2160212,2415.15,894.4421671532,1457
5513,华东师范大学,10269,2012,理科,上海,华东师范大学,12,21.25,0.0894259819,1919569,2347.46,817.7217077181,1457
5528,华东师范大学,10269,2015,理科,上海,华东师范大学,25,69.9,0.1274570983,2356094,2426,971.1846661171,1457
5542,华东政法大学,10276,2012,文科,上海,华东政法大学,23,1.3,0.0256495468,1919569,2347.46,817.7217077181,1457
5543,华东政法大学,10276,2013,文科,上海,华东政法大学,26,1.42,0.0257907543,2018172,2380.43,847.8182513243,1457
5548,华东政法大学,10276,2015,文科,上海,华东政法大学,15,62.09,0,2356094,2426,971.1846661171,1457
5561,华东政法大学,10276,2014,理科,上海,华东政法大学,30,60.59,0,2160212,2415.15,894.4421671532,1457
5574,华东政法大学,10276,2012,理科,上海,华东政法大学,27,1.3,0.0256495468,1919569,2347.46,817.7217077181,1457
5576,华东政法大学,10276,2013,理科,上海,华东政法大学,34,1.42,0.0257907543,2018172,2380.43,847.8182513243,1457
5586,华东政法大学,10276,2014,文科,上海,华东政法大学,22,60.59,0,2160212,2415.15,894.4421671532,1457
5596,华东政法大学,10276,2011,理科,上海,华东政法大学,27,1.33,0.0293117409,1716598,2302.66,745.4847871592,1457
5614,华东政法大学,10276,2015,理科,上海,华东政法大学,16,62.09,0,2356094,2426,971.1846661171,1457
5616,华东政法大学,10276,2011,文科,上海,华东政法大学,23,1.33,0.0293117409,1716598,2302.66,745.4847871592,1457
5642,华东理工大学,10251,2014,理科,上海,华东理工大学,36,65.76,0,2160212,2415.15,894.4421671532,1448
5646,华东理工大学,10251,2015,理科,上海,华东理工大学,37,66.08,0.0341653666,2356094,2426,971.1846661171,1448
5648,华东理工大学,10251,2011,理科,上海,华东理工大学,34,12.15,0.0280566802,1716598,2302.66,745.4847871592,1448
5655,华东理工大学,10251,2010,理科,上海,华东理工大学,36,11.61,0.03,1504645,2210.2841277426,680.7473216291,1448
5656,华东理工大学,10251,2013,理科,上海,华东理工大学,36,13.21,0.0255474453,2018172,2380.43,847.8182513243,1448
5662,华东理工大学,10251,2012,理科,上海,华东理工大学,36,12.54,0.0255589124,1919569,2347.46,817.7217077181,1448
5678,华中农业大学,10504,2015,文科,湖北,华中农业大学,16,65.81,0.0379095164,2736704,5816,470.5474552957,984
5679,华中农业大学,10504,2010,文科,湖北,华中农业大学,12,10.88,0.0330452675,1296110,5720,226.5926573427,984
5680,华中农业大学,10504,2013,理科,湖北,华中农业大学,38,10.56,0.0296836983,2225045,5779,385.0224952414,984
5687,华中农业大学,10504,2015,理科,湖北,华中农业大学,37,65.81,0.0379095164,2736704,5816,470.5474552957,984
5705,华中农业大学,10504,2010,理科,湖北,华中农业大学,28,10.88,0.0330452675,1296110,5720,226.5926573427,984
5719,华中农业大学,10504,2012,文科,湖北,华中农业大学,16,10.73,0.03081571,1963226,5758,340.9562348038,984
5730,华中农业大学,10504,2014,文科,湖北,华中农业大学,12,64.52,0,2466849,5799,425.3921365753,984
5742,华中农业大学,10504,2012,理科,湖北,华中农业大学,25,10.73,0.03081571,1963226,5758,340.9562348038,984
5759,华中农业大学,10504,2013,文科,湖北,华中农业大学,12,10.56,0.0296836983,2225045,5779,385.0224952414,984
5766,华中农业大学,10504,2014,理科,湖北,华中农业大学,40,64.52,0,2466849,5799,425.3921365753,984
5786,华中农业大学,10504,2011,理科,湖北,华中农业大学,28,10.24,0.0300809717,1596761,5727.9143,278.7683118792,984
5787,华中农业大学,10504,2011,文科,湖北,华中农业大学,12,10.24,0.0300809717,1596761,5727.9143,278.7683118792,984
5822,华中师范大学,10511,2011,文科,湖北,华中师范大学,17,11.7,0.0643724696,1596761,5727.9143,278.7683118792,984
5824,华中师范大学,10511,2013,文科,湖北,华中师范大学,39,11.06,0.0647201946,2225045,5779,385.0224952414,984
5826,华中师范大学,10511,2015,文科,湖北,华中师范大学,44,66.72,0.0858034321,2736704,5816,470.5474552957,984
5840,华中师范大学,10511,2011,理科,湖北,华中师范大学,26,11.7,0.0643724696,1596761,5727.9143,278.7683118792,984
5850,华中师范大学,10511,2014,文科,湖北,华中师范大学,31,64.62,0.088474026,2466849,5799,425.3921365753,984
5862,华中师范大学,10511,2010,文科,湖北,华中师范大学,17,11.77,0.0481481481,1296110,5720,226.5926573427,984
5880,华中师范大学,10511,2013,理科,湖北,华中师范大学,54,11.06,0.0647201946,2225045,5779,385.0224952414,984
5887,华中师范大学,10511,2014,理科,湖北,华中师范大学,64,64.62,0.088474026,2466849,5799,425.3921365753,984
5907,华中师范大学,10511,2010,理科,湖北,华中师范大学,24,11.77,0.0481481481,1296110,5720,226.5926573427,984
5909,华中师范大学,10511,2015,理科,湖北,华中师范大学,71,66.72,0.0858034321,2736704,5816,470.5474552957,984
5920,华中师范大学,10511,2012,理科,湖北,华中师范大学,38,11.86,0.0664652568,1963226,5758,340.9562348038,984
5922,华中师范大学,10511,2012,文科,湖北,华中师范大学,24,11.86,0.0664652568,1963226,5758,340.9562348038,984
5966,华中科技大学,10487,2010,理科,湖北,华中科技大学,160,33.15,0.0888888889,1296110,5720,226.5926573427,994
5967,华中科技大学,10487,2013,文科,湖北,华中科技大学,23,32.05,0.1552311436,2225045,5779,385.0224952414,994
5970,华中科技大学,10487,2011,理科,湖北,华中科技大学,168,33.77,0.1165991903,1596761,5727.9143,278.7683118792,994
5971,华中科技大学,10487,2014,文科,湖北,华中科技大学,21,73.52,0.1512987013,2466849,5799,425.3921365753,994
5984,华中科技大学,10487,2014,理科,湖北,华中科技大学,166,73.52,0.1512987013,2466849,5799,425.3921365753,994
5997,华中科技大学,10487,2013,理科,湖北,华中科技大学,170,32.05,0.1552311436,2225045,5779,385.0224952414,994
6000,华中科技大学,10487,2012,理科,湖北,华中科技大学,150,34.56,0.1501510574,1963226,5758,340.9562348038,994
6024,华中科技大学,10487,2015,理科,湖北,华中科技大学,157,74.27,0.1360374415,2736704,5816,470.5474552957,994
6039,华中科技大学,10487,2010,文科,湖北,华中科技大学,24,33.15,0.0888888889,1296110,5720,226.5926573427,994
6045,华中科技大学,10487,2012,文科,湖北,华中科技大学,19,34.56,0.1501510574,1963226,5758,340.9562348038,994
6065,华中科技大学,10487,2011,文科,湖北,华中科技大学,22,33.77,0.1165991903,1596761,5727.9143,278.7683118792,994
6067,华中科技大学,10487,2015,文科,湖北,华中科技大学,21,74.27,0.1360374415,2736704,5816,470.5474552957,994
6110,华侨大学,10385,2011,理科,福建,华侨大学,182,1.64,0.0312145749,1473712,3693,399.0555104251,674
6113,华侨大学,10385,2011,文科,福建,华侨大学,48,1.64,0.0312145749,1473712,3693,399.0555104251,674
6114,华侨大学,10385,2010,理科,福建,华侨大学,186,1.3,0.0388477366,1223653,3666,333.784233497,674
6121,华侨大学,10385,2014,文科,福建,华侨大学,58,60.86,0.0381493506,2175964,3774,576.5670376259,674
6135,华侨大学,10385,2013,文科,福建,华侨大学,55,1.95,0.0335766423,1970178,3748,525.6611526147,674
6145,华侨大学,10385,2012,文科,福建,华侨大学,47,1.78,0.0344410876,1756018,3720,472.0478494624,674
6158,华侨大学,10385,2012,理科,福建,华侨大学,160,1.78,0.0344410876,1756018,3720,472.0478494624,674
6164,华侨大学,10385,2015,文科,福建,华侨大学,63,62.16,0.0365054602,2405576,3806,632.0483447189,674
6167,华侨大学,10385,2010,文科,福建,华侨大学,44,1.3,0.0388477366,1223653,3666,333.784233497,674
6198,华侨大学,10385,2013,理科,福建,华侨大学,165,1.95,0.0335766423,1970178,3748,525.6611526147,674
6206,华侨大学,10385,2015,理科,福建,华侨大学,166,62.16,0.0365054602,2405576,3806,632.0483447189,674
6226,华侨大学,10385,2014,理科,福建,华侨大学,156,60.86,0.0381493506,2175964,3774,576.5670376259,674
6254,华北电力大学,10054,2014,理科,北京,华北电力大学(北京),86,62.15,0,1950056,2114.8,922.0994893134,1986
6256,华北电力大学,10054,2010,理科,北京,华北电力大学(北京),64,4.46,0,1215300,1860,653.3870967742,1986
6262,华北电力大学,10054,2012,文科,北京,华北电力大学(北京),8,4.6,0,1625193,2018.6,805.1089864262,1986
6280,华北电力大学,10054,2010,文科,北京,华北电力大学(北京),9,4.46,0,1215300,1860,653.3870967742,1986
6283,华北电力大学,10054,2011,理科,北京,华北电力大学(北京),70,4.39,0,1411358,1961.9,719.3832509302,1986
6296,华北电力大学,10054,2013,文科,北京,华北电力大学(北京),10,4.44,0,1787940,2069.3,864.0313149374,1986
6307,华北电力大学,10054,2015,文科,北京,华北电力大学(北京),11,63.43,0,2133083,2152,991.2095724907,1986
6319,华北电力大学,10054,2015,理科,北京,华北电力大学(北京),87,63.43,0,2133083,2152,991.2095724907,1986
6331,华北电力大学,10054,2013,理科,北京,华北电力大学(北京),86,4.44,0,1787940,2069.3,864.0313149374,1986
6343,华北电力大学,10054,2014,文科,北京,华北电力大学(北京),10,62.15,0,1950056,2114.8,922.0994893134,1986
