,UniversityNo,Year,Topic,Lowest,GDP,Population,GDP_Per_Person,Plan_Number,Ranking_Scores,Media_Impact,Distance,Last_Ranking,Average_Ranking
888,10141,2012,1,592.0,2222670,4383.0,507.11156741957603,35,17.34,0.0252567975830816,2259.0,13424.0,12540.0
889,10141,2013,1,610.0,2484643,4389.0,566.106858054226,42,18.82,0.0253041362530414,2259.0,13157.0,12745.666666666666
890,10141,2011,1,643.0,1845727,4375.0,421.880457142857,30,17.8,0.0267611336032389,2259.0,11656.0,11656.0
892,10141,2014,1,596.0,2707765,4390.0,616.802961275626,47,67.77,0.0,2259.0,11390.0,12406.75
894,10062,2011,1,622.0,922446,1299.29,709.961594409254,5,3.77,0.0,2102.0,27798.0,27798.0
895,10056,2011,1,656.0,922446,1299.29,709.961594409254,33,21.98,0.0757085020242915,2090.0,6611.0,6611.0
898,10056,2014,1,600.0,1437016,1472.21,976.094443048206,51,68.56,0.0933441558441558,2090.0,8421.0,9705.75
899,10056,2012,1,584.0,1130728,1354.58,834.744348801843,40,22.17,0.0731117824773414,2090.0,12966.0,9788.5
900,10056,2013,1,610.0,1289388,1413.15,912.42118671054,45,20.99,0.0720194647201946,2090.0,10825.0,10134.0
901,10070,2012,0,594.0,1130728,1354.58,834.744348801843,15,1.51,0.0,2103.0,5863.0,5043.5
903,10070,2013,0,602.0,1289388,1413.15,912.42118671054,19,1.52,0.0,2103.0,5384.0,5157.0
904,10070,2014,1,586.0,1437016,1472.21,976.094443048206,21,60.58,0.0,2103.0,26286.0,19873.25
905,10070,2014,0,598.0,1437016,1472.21,976.094443048206,16,60.58,0.0,2103.0,8113.0,5896.0
906,10070,2012,1,576.0,1130728,1354.58,834.744348801843,21,1.51,0.0,2103.0,18793.0,17811.0
907,10070,2011,0,613.0,922446,1299.29,709.961594409254,18,1.39,0.0,2103.0,4224.0,4224.0
908,10070,2013,1,602.0,1289388,1413.15,912.42118671054,26,1.52,0.0,2103.0,17585.0,17735.666666666668
909,10070,2015,0,593.0,1572247,1517.0,1036.4185893210301,20,61.97,0.0,2103.0,7847.0,6286.2
910,10070,2015,1,585.0,1572247,1517.0,1036.4185893210301,30,61.97,0.0,2103.0,22571.0,20412.8
912,10070,2011,1,636.0,922446,1299.29,709.961594409254,23,1.39,0.0,2103.0,16829.0,16829.0
913,10112,2014,1,572.0,1260224,3629.8,347.188274836079,30,62.08,0.0,1865.0,40420.0,31429.25
914,10112,2013,1,581.0,1211283,3610.83,335.458329525345,30,4.88,0.0,1865.0,29207.0,28432.333333333332
915,10112,2012,1,565.0,1123755,3593.28,312.737944162437,30,5.63,0.0,1865.0,30392.0,28045.0
917,10112,2015,1,,1275944,3648.0,349.765350877193,30,63.48,0.0,1865.0,43106.0,33764.6
918,10112,2011,1,621.0,920086,3574.11,257.43080095464296,30,5.42,0.0,1865.0,25698.0,25698.0
919,10366,2014,1,577.0,1903887,6029.8,315.7462934094,8,60.89,0.0,1215.0,23805.0,24697.5
920,10366,2013,1,589.0,1721205,5988.0,287.442384769539,8,2.15,0.0,1215.0,25590.0,25590.0
921,10366,2013,1,554.0,1721205,5988.0,287.442384769539,8,2.15,0.0,1215.0,25590.0,25590.0
923,10366,2015,1,,2084875,6083.0,342.737958244287,8,62.24,0.0,1215.0,30735.0,26710.0
924,10357,2015,1,,2084875,6083.0,342.737958244287,25,63.46,0.0410296411856474,1253.0,33427.0,29752.0
925,10357,2014,0,598.0,1903887,6029.8,315.7462934094,15,62.04,0.0368506493506493,1253.0,8977.0,9720.0
926,10357,2011,0,595.0,1235933,5956.7,207.486192019071,10,5.0,0.0,1253.0,10835.0,10835.0
927,10357,2011,1,624.0,1235933,5956.7,207.486192019071,10,5.0,0.0,1253.0,22420.0,22420.0
928,10357,2015,0,,2084875,6083.0,342.737958244287,20,63.46,0.0410296411856474,1253.0,9109.0,9597.8
929,10357,2012,0,582.0,1530065,5968.0,256.37818364611303,16,4.75,0.0264350453172205,1253.0,9896.0,10365.5
930,10357,2013,0,591.0,1721205,5988.0,287.442384769539,15,4.42,0.0265206812652068,1253.0,9172.0,9967.666666666666
931,10357,2014,1,569.0,1903887,6029.8,315.7462934094,20,62.04,0.0368506493506493,1253.0,33314.0,28833.25
934,10357,2013,1,585.0,1721205,5988.0,287.442384769539,20,4.42,0.0265206812652068,1253.0,29207.0,27339.666666666668
935,10357,2012,1,568.0,1530065,5968.0,256.37818364611303,14,4.75,0.0264350453172205,1253.0,30392.0,26406.0
936,10036,2013,0,630.0,1787940,2069.3,864.0313149374181,38,3.88,0.0457420924574209,2136.0,843.0,678.3333333333334
937,10036,2015,1,629.0,2133083,2152.0,991.209572490706,49,63.09,0.049609984399376,2136.0,3875.0,2711.0
938,10036,2012,0,612.0,1625193,2018.6,805.108986426236,33,3.89,0.0450151057401813,2136.0,672.0,596.0
941,10036,2011,0,622.0,1411358,1961.9,719.3832509302209,33,3.85,0.0481781376518219,2136.0,520.0,520.0
942,10036,2015,0,623.0,2133083,2152.0,991.209572490706,32,63.09,0.049609984399376,2136.0,1396.0,2465.8
943,10036,2012,1,607.0,1625193,2018.6,805.108986426236,33,3.89,0.0450151057401813,2136.0,2261.0,2387.0
946,10036,2011,1,667.0,1411358,1961.9,719.3832509302209,32,3.85,0.0481781376518219,2136.0,2513.0,2513.0
947,10036,2013,1,627.0,1787940,2069.3,864.0313149374181,38,3.88,0.0457420924574209,2136.0,2136.0,2303.3333333333335
948,10036,2014,1,621.0,1950056,2114.8,922.09948931341,44,61.63,0.0488636363636364,2136.0,2770.0,2420.0
949,10036,2014,0,598.0,1950056,2114.8,922.09948931341,36,61.63,0.0488636363636364,2136.0,8898.0,2733.25
950,10422,2011,1,639.0,3916992,9587.87,408.53620251421796,61,29.13,0.088663967611336,1803.0,14519.0,14519.0
951,19422,2012,1,568.0,4536185,9637.27,470.69190756303396,35,27.49,0.10271903323262802,1803.0,30392.0,29789.5
952,19422,2011,0,597.0,3916992,9587.87,408.53620251421796,18,29.13,0.088663967611336,1803.0,9909.0,9909.0
954,10422,2012,0,606.0,4536185,9637.27,470.69190756303396,25,27.49,0.10271903323262802,1803.0,2949.0,3021.0
955,10422,2012,0,267.0,4536185,9637.27,470.69190756303396,25,27.49,0.10271903323262802,1803.0,2949.0,3021.0
956,10422,2011,0,618.0,3916992,9587.87,408.53620251421796,21,29.13,0.088663967611336,1803.0,3093.0,3093.0
957,10422,2015,0,608.0,5942659,9789.0,607.075186433752,37,72.58,0.15054602184087398,1803.0,3582.0,4688.8
958,19422,2013,0,591.0,5001324,9684.87,516.405899098284,22,28.09,0.122141119221411,1803.0,9007.0,9075.0
959,19422,2015,0,,5942659,9789.0,607.075186433752,22,72.58,0.15054602184087398,1803.0,10877.0,9195.8
960,10422,2014,1,583.0,5468433,9733.39,561.822037337454,99,71.81,0.152435064935065,1803.0,15693.0,18510.0
963,10422,2015,1,596.0,5942659,9789.0,607.075186433752,99,72.58,0.15054602184087398,1803.0,15712.0,17950.4
965,10422,2012,1,572.0,4536185,9637.27,470.69190756303396,81,27.49,0.10271903323262802,1803.0,14621.0,14570.0
966,10422,2012,1,251.0,4536185,9637.27,470.69190756303396,81,27.49,0.10271903323262802,1803.0,14621.0,14570.0
967,10422,2013,1,586.0,5001324,9684.87,516.405899098284,104,28.09,0.122141119221411,1803.0,29207.0,19449.0
968,19422,2011,1,621.0,3916992,9587.87,408.53620251421796,32,29.13,0.088663967611336,1803.0,29187.0,29187.0
969,19422,2014,0,582.0,5468433,9733.39,561.822037337454,22,71.81,0.152435064935065,1803.0,7877.0,8775.5
970,19422,2012,0,568.0,4536185,9637.27,470.69190756303396,20,27.49,0.10271903323262802,1803.0,8309.0,9109.0
971,10422,2014,0,594.0,5468433,9733.39,561.822037337454,32,71.81,0.152435064935065,1803.0,4280.0,4965.5
972,10422,2014,0,515.0,5468433,9733.39,561.822037337454,32,71.81,0.152435064935065,1803.0,4280.0,4965.5
973,19422,2013,1,572.0,5001324,9684.87,516.405899098284,48,28.09,0.122141119221411,1803.0,26943.0,28840.666666666668
974,19422,2015,1,,5942659,9789.0,607.075186433752,62,72.58,0.15054602184087398,1803.0,38590.0,30429.2
975,19422,2014,1,585.0,5468433,9733.39,561.822037337454,53,71.81,0.152435064935065,1803.0,27034.0,28389.0
976,10422,2013,0,590.0,5001324,9684.87,516.405899098284,28,28.09,0.122141119221411,1803.0,9540.0,5194.0
982,11846,2012,0,574.0,5321028,10505.0,506.52336982389295,1940,1.37,0.028036253776435,22.5,5971.0,6421.0
983,11846,2012,0,574.0,5321028,10505.0,506.52336982389295,1940,1.37,0.028036253776435,22.5,5971.0,6421.0
984,11846,2015,0,594.0,6779224,10724.0,632.15441999254,2089,61.97,0.0,22.5,7458.0,6836.2
985,11846,2015,0,594.0,6779224,10724.0,632.15441999254,2089,61.97,0.0,22.5,7458.0,6836.2
986,11846,2014,0,585.0,6216397,10644.0,584.0282788425401,2086,60.5,0.0,22.5,6675.0,6680.75
987,11846,2014,0,585.0,6216397,10644.0,584.0282788425401,2086,60.5,0.0,22.5,6675.0,6680.75
988,11846,2012,1,569.0,5321028,10505.0,506.52336982389295,1839,1.37,0.028036253776435,22.5,15494.0,16717.0
989,11846,2012,1,569.0,5321028,10505.0,506.52336982389295,1839,1.37,0.028036253776435,22.5,15494.0,16717.0
992,11846,2015,1,584.0,6779224,10724.0,632.15441999254,1858,61.97,0.0,22.5,22644.0,18246.8
993,11846,2015,1,584.0,6779224,10724.0,632.15441999254,1858,61.97,0.0,22.5,22644.0,18246.8
994,11846,2014,1,582.0,6216397,10644.0,584.0282788425401,1929,60.5,0.0,22.5,17668.0,17147.5
995,11846,2014,1,582.0,6216397,10644.0,584.0282788425401,1929,60.5,0.0,22.5,17668.0,17147.5
996,11846,2013,1,585.0,5706792,10594.0,538.681517840287,1821,1.16,0.0279805352798054,22.5,17488.0,16974.0
997,11846,2013,1,585.0,5706792,10594.0,538.681517840287,1821,1.16,0.0279805352798054,22.5,17488.0,16974.0
998,11845,2015,0,579.0,6779224,10724.0,632.15441999254,832,61.98,0.0,26.6,14000.0,14000.0
999,11845,2015,0,,6779224,10724.0,632.15441999254,832,61.98,0.0,26.6,14000.0,14000.0
1001,11845,2015,1,560.0,6779224,10724.0,632.15441999254,6792,61.98,0.0,26.6,43096.0,41758.0
1002,11845,2015,1,,6779224,10724.0,632.15441999254,6792,61.98,0.0,26.6,43096.0,41758.0
1003,11845,2014,1,548.0,6216397,10644.0,584.0282788425401,7340,60.77,0.038474025974026,26.6,40420.0,40420.0
1004,11845,2014,1,509.0,6216397,10644.0,584.0282788425401,7340,60.77,0.038474025974026,26.6,40420.0,40420.0
1008,10572,2013,0,559.0,5706792,10594.0,538.681517840287,681,2.84,0.0,24.6,10000.0,10583.0
1009,10572,2013,0,507.0,5706792,10594.0,538.681517840287,681,2.84,0.0,24.6,10000.0,10583.0
1010,10572,2015,1,556.0,6779224,10724.0,632.15441999254,1299,62.59,0.0,24.6,43106.0,34534.0
1011,10572,2014,1,558.0,6216397,10644.0,584.0282788425401,1214,61.08,0.0,24.6,40420.0,32391.0
1012,10572,2014,1,471.0,6216397,10644.0,584.0282788425401,1214,61.08,0.0,24.6,40420.0,32391.0
1014,10572,2011,0,584.0,4601306,10440.94,440.69844286050903,555,3.11,0.0,24.6,10830.0,10830.0
1015,10572,2012,0,551.0,5321028,10505.0,506.52336982389295,578,3.16,0.0,24.6,10919.0,10874.5
1016,10572,2012,0,498.0,5321028,10505.0,506.52336982389295,578,3.16,0.0,24.6,10919.0,10874.5
1017,10572,2014,0,567.0,6216397,10644.0,584.0282788425401,409,61.08,0.0,24.6,12924.0,11168.25
1018,10572,2014,0,499.0,6216397,10644.0,584.0282788425401,409,61.08,0.0,24.6,12924.0,11168.25
1019,10572,2012,1,530.0,5321028,10505.0,506.52336982389295,1462,3.16,0.0,24.6,30392.0,29968.5
1020,10572,2012,1,453.0,5321028,10505.0,506.52336982389295,1462,3.16,0.0,24.6,30392.0,29968.5
1021,10572,2015,0,573.0,6779224,10724.0,632.15441999254,463,62.59,0.0,24.6,14000.0,11734.6
1023,10572,2013,1,550.0,5706792,10594.0,538.681517840287,1322,2.84,0.0,24.6,29207.0,29714.666666666668
1024,10572,2013,1,481.0,5706792,10594.0,538.681517840287,1322,2.84,0.0,24.6,29207.0,29714.666666666668
1025,11078,2014,1,569.0,6216397,10644.0,584.0282788425401,1183,60.7,0.0688311688311688,21.2,40420.0,40420.0
1026,11078,2014,1,527.0,6216397,10644.0,584.0282788425401,1183,60.7,0.0688311688311688,21.2,40420.0,40420.0
1027,11078,2014,1,460.0,6216397,10644.0,584.0282788425401,1183,60.7,0.0688311688311688,21.2,40420.0,40420.0
1028,11078,2015,1,,6779224,10724.0,632.15441999254,3228,62.08,0.0550702028081123,21.2,41165.0,40792.5
1029,11078,2015,1,,6779224,10724.0,632.15441999254,3228,62.08,0.0550702028081123,21.2,41165.0,40792.5
1034,11078,2015,0,,6779224,10724.0,632.15441999254,2147,62.08,0.0550702028081123,21.2,12935.0,12935.0
1035,11078,2015,0,,6779224,10724.0,632.15441999254,2147,62.08,0.0550702028081123,21.2,12935.0,12935.0
1036,10598,2013,1,588.0,1303510,4682.0,278.408799658266,10,1.41,0.0,561.0,26421.0,28565.666666666668
1037,10598,2013,1,420.0,1303510,4682.0,278.408799658266,10,1.41,0.0,561.0,26421.0,28565.666666666668
1038,10598,2012,1,568.0,1172087,4645.0,252.333046286329,13,1.06,0.0,561.0,30392.0,29638.0
1041,10598,2011,1,625.0,956985,4610.0,207.588937093275,15,1.14,0.0,561.0,28884.0,28884.0
1042,10598,2014,1,587.0,1437800,4719.0,304.683195592286,10,60.62,0.0,561.0,25725.0,27855.5
1043,10598,2015,1,,1567297,4754.0,329.679638199411,15,61.87,0.0,561.0,35759.0,29436.2
1044,10593,2015,0,,1567297,4754.0,329.679638199411,6,63.35,0.0,593.0,12550.0,11598.25
1045,10593,2012,1,569.0,1172087,4645.0,252.333046286329,6,4.94,0.0269788519637462,593.0,30392.0,29866.0
1047,10593,2014,1,574.0,1437800,4719.0,304.683195592286,9,62.22,0.0,593.0,40420.0,32339.75
1048,10593,2014,0,595.0,1437800,4719.0,304.683195592286,6,62.22,0.0,593.0,12924.0,11281.0
1049,10593,2015,1,,1567297,4754.0,329.679638199411,14,63.35,0.0,593.0,35279.0,32927.6
1050,10593,2013,0,589.0,1303510,4682.0,278.408799658266,6,4.79,0.0272506082725061,593.0,10000.0,10459.5
1053,10593,2012,0,580.0,1172087,4645.0,252.333046286329,5,4.94,0.0269788519637462,593.0,10919.0,10919.0
1054,10593,2013,1,588.0,1303510,4682.0,278.408799658266,7,4.79,0.0272506082725061,593.0,29207.0,29646.333333333332
1055,10593,2011,1,621.0,956985,4610.0,207.588937093275,5,4.7,0.0265991902834008,593.0,29340.0,29340.0
1056,10184,2011,1,,866758,2746.6,315.57489259448,6,2.94,0.0,3057.0,29550.0,29550.0
1057,10184,2013,1,589.0,1193924,2750.4,434.091041303083,6,3.16,0.0,3057.0,29207.0,29716.333333333332
1060,10184,2012,0,582.0,1056883,2749.41,384.403562946232,4,2.98,0.0,3057.0,10919.0,10894.0
1061,10184,2015,1,,1380381,2752.0,501.591933139535,8,62.62,0.0,3057.0,43106.0,34535.0
1062,10184,2014,0,595.0,1298146,2751.28,471.833473873979,4,61.3,0.0,3057.0,12924.0,11178.0
1063,10184,2015,0,,1380381,2752.0,501.591933139535,2,62.62,0.0,3057.0,14000.0,11742.4
1064,10184,2012,1,569.0,1056883,2749.41,384.403562946232,6,2.98,0.0,3057.0,30392.0,29971.0
1065,10184,2014,1,582.0,1298146,2751.28,471.833473873979,6,61.3,0.0,3057.0,40420.0,32392.25
1069,10559,2015,1,604.0,6779224,10724.0,632.15441999254,1419,64.67,0.0812792511700468,10.2,12050.0,11924.6
1070,10559,2014,1,591.0,6216397,10644.0,584.0282788425401,1439,63.04,0.0930194805194805,10.2,11843.0,11893.25
1072,10559,2014,0,602.0,6216397,10644.0,584.0282788425401,606,63.04,0.0930194805194805,10.2,2531.0,3085.0
1073,10559,2012,0,591.0,5321028,10505.0,506.52336982389295,547,8.2,0.0803625377643505,10.2,2693.0,3387.0
1074,10559,2013,0,597.0,5706792,10594.0,538.681517840287,596,7.58,0.0815085158150852,10.2,3035.0,3269.6666666666665
1076,10559,2013,1,595.0,5706792,10594.0,538.681517840287,1418,7.58,0.0815085158150852,10.2,11744.0,11910.0
1077,10559,2015,0,615.0,6779224,10724.0,632.15441999254,697,64.67,0.0812792511700468,10.2,2572.0,2982.4
1078,10559,2012,1,577.0,5321028,10505.0,506.52336982389295,1412,8.2,0.0803625377643505,10.2,11312.0,11993.0
1081,10486,2012,0,617.0,1963226,5758.0,340.956234803751,38,39.37,0.22235649546827801,984.0,1373.0,1309.0
1082,10486,2013,1,610.0,2225045,5779.0,385.02249524139097,202,37.06,0.21995133819951299,984.0,9602.0,7356.0
1083,10486,2014,1,603.0,2466849,5799.0,425.392136575272,208,74.8,0.25324675324675305,984.0,7178.0,7311.5
1084,10486,2015,0,,2736704,5816.0,470.54745529573603,45,80.72,0.301092043681747,984.0,1040.0,1426.6
1085,10486,2011,1,655.0,1596761,5727.9143,278.768311879247,174,41.07,0.269230769230769,984.0,5971.0,5971.0
1086,10486,2014,0,611.0,2466849,5799.0,425.392136575272,46,74.8,0.25324675324675305,984.0,1303.0,1523.25
1088,10486,2011,0,631.0,1596761,5727.9143,278.768311879247,38,41.07,0.269230769230769,984.0,1245.0,1245.0
1089,10486,2011,0,,1596761,5727.9143,278.768311879247,38,41.07,0.269230769230769,984.0,1245.0,1245.0
1090,10486,2012,1,598.0,1963226,5758.0,340.956234803751,169,39.37,0.22235649546827801,984.0,6495.0,6233.0
1091,10486,2013,0,615.0,2225045,5779.0,385.02249524139097,41,37.06,0.21995133819951299,984.0,2172.0,1596.6666666666667
1092,10490,2015,1,557.0,2736704,5816.0,470.54745529573603,34,61.79,0.0,985.0,43106.0,43106.0
1093,10490,2015,1,515.0,2736704,5816.0,470.54745529573603,34,61.79,0.0,985.0,43106.0,43106.0
1096,10497,2014,1,585.0,2466849,5799.0,425.392136575272,217,64.66,0.0659090909090909,981.0,18663.0,17922.25
1097,10497,2013,1,588.0,2225045,5779.0,385.02249524139097,237,9.85,0.0347931873479319,981.0,17073.0,17675.333333333332
1099,10497,2011,1,636.0,1596761,5727.9143,278.768311879247,204,8.82,0.042914979757085,981.0,16887.0,16887.0
1100,10497,2011,0,600.0,1596761,5727.9143,278.768311879247,16,8.82,0.042914979757085,981.0,8436.0,8436.0
1103,10497,2014,0,583.0,2466849,5799.0,425.392136575272,20,64.66,0.0659090909090909,981.0,9038.0,8641.5
1104,10497,2013,0,578.0,2225045,5779.0,385.02249524139097,21,9.85,0.0347931873479319,981.0,8237.0,8509.333333333334
1105,10497,2012,0,585.0,1963226,5758.0,340.956234803751,16,9.11,0.0344410876132931,981.0,8855.0,8645.5
1106,10497,2012,1,563.0,1963226,5758.0,340.956234803751,200,9.11,0.0344410876132931,981.0,19066.0,17976.5
1107,10560,2015,0,587.0,6779224,10724.0,632.15441999254,300,62.05,0.0,427.0,10167.0,10443.4
1108,10560,2013,1,570.0,5706792,10594.0,538.681517840287,664,2.57,0.0,427.0,29207.0,29699.0
1110,10560,2014,1,569.0,6216397,10644.0,584.0282788425401,652,60.99,0.0,427.0,31117.0,30053.5
1112,10560,2012,1,549.0,5321028,10505.0,506.52336982389295,662,1.66,0.0,427.0,30392.0,29945.0
1113,10560,2011,1,621.0,4601306,10440.94,440.69844286050903,675,1.78,0.0,427.0,29498.0,29498.0
1114,10560,2011,0,595.0,4601306,10440.94,440.69844286050903,327,1.78,0.0,427.0,10851.0,10851.0
1115,10560,2012,0,561.0,5321028,10505.0,506.52336982389295,303,1.66,0.0,427.0,10919.0,10885.0
1116,10560,2013,0,568.0,5706792,10594.0,538.681517840287,305,2.57,0.0,427.0,10000.0,10590.0
1117,10560,2014,0,582.0,6216397,10644.0,584.0282788425401,297,60.99,0.0,427.0,10280.0,10512.5
1118,10560,2015,1,575.0,6779224,10724.0,632.15441999254,657,62.05,0.0,427.0,29225.0,29887.8
1120,10295,2015,1,,6508832,7960.0,817.6924623115581,53,63.78,0.0,1483.0,31628.0,29490.6
1121,10295,2013,0,595.0,5405822,7919.98,682.555006452037,5,6.2,0.0,1483.0,7741.0,8452.666666666666
1122,10295,2012,0,582.0,4911027,7898.800668234179,621.743376782527,8,6.11,0.0,1483.0,8462.0,8808.5
1123,10295,2011,0,600.0,4142548,7869.34,526.416192463409,23,5.37,0.0,1483.0,9155.0,9155.0
1124,10295,2012,1,568.0,4911027,7898.800668234179,621.743376782527,41,6.11,0.0,1483.0,30392.0,29730.5
1125,10295,2014,1,585.0,5916175,7939.49,745.1580643089169,47,62.47,0.0,1483.0,27181.0,28956.25
1126,10295,2014,0,595.0,5916175,7939.49,745.1580643089169,5,62.47,0.0,1483.0,7238.0,8149.0
1128,10295,2011,1,621.0,4142548,7869.34,526.416192463409,25,5.37,0.0,1483.0,29069.0,29069.0
1129,10295,2013,1,585.0,5405822,7919.98,682.555006452037,46,6.2,0.0,1483.0,29183.0,29548.0
1130,10299,2014,1,561.0,5916175,7939.49,745.1580643089169,42,61.81,0.0,1516.0,40420.0,31615.0
1131,10299,2015,1,,6508832,7960.0,817.6924623115581,42,62.96,0.0,1516.0,43106.0,33913.2
1132,10299,2013,1,585.0,5405822,7919.98,682.555006452037,40,3.82,0.0,1516.0,29027.0,28680.0
1133,10299,2011,1,624.0,4142548,7869.34,526.416192463409,40,3.55,0.0,1516.0,26621.0,26621.0
1135,10299,2012,1,568.0,4911027,7898.800668234179,621.743376782527,40,3.4,0.0,1516.0,30392.0,28506.5
1138,10421,2015,0,587.0,1570859,4542.0,345.851827388815,56,62.24,0.0,792.0,9931.0,9931.0
1141,10421,2015,1,569.0,1570859,4542.0,345.851827388815,90,62.24,0.0,792.0,34075.0,34075.0
1142,10163,2011,1,397.0,1845727,4375.0,421.880457142857,10,1.59,0.0,2755.0,24363.0,24363.0
1143,10163,2011,1,586.0,1845727,4375.0,421.880457142857,10,1.59,0.0,2755.0,24363.0,24363.0
1144,10163,2012,1,572.0,2222670,4383.0,507.11156741957603,9,1.47,0.0,2755.0,30392.0,27377.5
1145,10163,2012,1,511.0,2222670,4383.0,507.11156741957603,9,1.47,0.0,2755.0,30392.0,27377.5
1146,10163,2012,1,379.0,2222670,4383.0,507.11156741957603,9,1.47,0.0,2755.0,30392.0,27377.5
1147,10163,2015,1,,2862658,4391.0,651.937599635618,6,61.94,0.0,2755.0,43106.0,33497.6
1148,10163,2015,1,,2862658,4391.0,651.937599635618,6,61.94,0.0,2755.0,43106.0,33497.6
1150,10163,2013,1,579.0,2484643,4389.0,566.106858054226,12,1.81,0.0,2755.0,29207.0,27987.333333333332
1151,10163,2013,1,533.0,2484643,4389.0,566.106858054226,12,1.81,0.0,2755.0,29207.0,27987.333333333332
1152,10163,2014,1,574.0,2707765,4390.0,616.802961275626,12,60.76,0.0,2755.0,40420.0,31095.5
1153,10163,2014,1,526.0,2707765,4390.0,616.802961275626,12,60.76,0.0,2755.0,40420.0,31095.5
1154,10080,2013,1,584.0,2657501,7287.51,364.665159979197,20,2.96,0.0,2106.0,29207.0,26506.0
1155,10080,2015,1,,2942115,7384.0,398.444609967497,20,62.98,0.0,2106.0,38753.0,31738.2
1156,10080,2012,1,573.0,2451576,7240.51,338.59161854620703,20,3.34,0.0,2106.0,25756.0,25155.5
1158,10080,2011,1,626.0,2039426,7193.6,283.505616103203,10,3.05,0.0,2106.0,24555.0,24555.0
1159,10080,2014,1,574.0,2830141,7332.61,385.966388502866,20,61.31,0.0,2106.0,40420.0,29984.5
1163,10294,2011,1,625.0,4142548,7869.34,526.416192463409,81,8.44,0.0,1381.0,25777.0,25777.0
1164,10294,2013,1,585.0,5405822,7919.98,682.555006452037,102,8.33,0.0,1381.0,22297.0,23986.0
1165,10294,2015,1,577.0,6508832,7960.0,817.6924623115581,106,64.85,0.0,1381.0,28859.0,25173.2
1166,10294,2011,0,598.0,4142548,7869.34,526.416192463409,13,8.44,0.0,1381.0,9137.0,9137.0
1167,10294,2012,0,588.0,4911027,7898.800668234179,621.743376782527,8,8.95,0.0,1381.0,7773.0,8455.0
1168,10294,2014,1,569.0,5916175,7939.49,745.1580643089169,98,63.37,0.0,1381.0,25049.0,24251.75
1169,10294,2015,0,583.0,6508832,7960.0,817.6924623115581,12,64.85,0.0,1381.0,11668.0,9016.6
1170,10294,2012,1,573.0,4911027,7898.800668234179,621.743376782527,88,8.95,0.0,1381.0,23884.0,24830.5
1171,10294,2014,0,597.0,5916175,7939.49,745.1580643089169,14,63.37,0.0,1381.0,9495.0,8353.75
1172,10294,2013,0,597.0,5405822,7919.98,682.555006452037,10,8.33,0.0,1381.0,7010.0,7973.333333333333
1174,10335,2011,1,682.0,2772231,5446.51,508.992180313632,74,52.91,0.26113360323886603,1299.0,533.0,533.0
1175,10335,2012,1,628.0,3231885,5463.0,591.5952773201541,80,56.1,0.25226586102719,1299.0,501.0,517.0
1176,10335,2014,1,645.0,3756849,5498.0,683.311931611495,106,82.18,0.28571428571428603,1299.0,527.0,512.0
1177,10335,2012,0,628.0,3231885,5463.0,591.5952773201541,16,56.1,0.25226586102719,1299.0,210.0,260.0
1178,10335,2011,0,629.0,2772231,5446.51,508.992180313632,16,52.91,0.26113360323886603,1299.0,310.0,310.0
1179,10335,2015,0,,4015350,5508.0,729.003267973856,21,80.45,0.26204368174727,1299.0,230.0,232.2
1180,10335,2013,1,647.0,3466533,5477.0,632.925506664232,88,54.27,0.282238442822384,1299.0,487.0,507.0
1182,10335,2015,1,,4015350,5508.0,729.003267973856,86,80.45,0.26204368174727,1299.0,552.0,520.0
1183,10335,2013,0,628.0,3466533,5477.0,632.925506664232,17,54.27,0.282238442822384,1299.0,163.0,227.66666666666666
1185,10335,2014,0,632.0,3756849,5498.0,683.311931611495,32,82.18,0.28571428571428603,1299.0,248.0,232.75
1187,10338,2015,0,,4015350,5508.0,729.003267973856,35,62.25,0.0,1281.0,14000.0,14000.0
1188,10338,2015,1,,4015350,5508.0,729.003267973856,130,62.25,0.0,1281.0,43106.0,43106.0
1189,10589,2012,1,555.0,252266,877.38,287.521940322323,140,4.76,0.0435045317220544,591.0,30392.0,28975.5
1190,10589,2013,0,585.0,285554,886.55,322.095764480289,43,3.99,0.0454987834549878,591.0,10000.0,10489.666666666666
1193,10589,2014,1,558.0,314646,895.28,351.449825752837,96,61.81,0.0396103896103896,591.0,40420.0,31894.5
1194,10589,2011,0,595.0,206450,868.55,237.69500892291802,53,4.75,0.0353036437246964,591.0,10550.0,10550.0
1197,10589,2013,1,571.0,285554,886.55,322.095764480289,119,3.99,0.0454987834549878,591.0,29207.0,29052.666666666668
1198,10589,2012,0,558.0,252266,877.38,287.521940322323,52,4.76,0.0435045317220544,591.0,10919.0,10734.5
1199,10589,2014,0,591.0,314646,895.28,351.449825752837,34,61.81,0.0396103896103896,591.0,12924.0,11098.25
1200,10589,2011,1,621.0,206450,868.55,237.69500892291802,162,4.75,0.0353036437246964,591.0,27559.0,27559.0
1203,10590,2014,1,574.0,6216397,10644.0,584.0282788425401,1211,61.46,0.0753246753246753,102.0,25130.0,25130.0
1204,10590,2014,1,504.0,6216397,10644.0,584.0282788425401,1211,61.46,0.0753246753246753,102.0,25130.0,25130.0
1205,10590,2015,1,586.0,6779224,10724.0,632.15441999254,2017,63.37,0.0647425897035881,102.0,21927.0,23528.5
1206,10590,2015,1,,6779224,10724.0,632.15441999254,2017,63.37,0.0647425897035881,102.0,21927.0,23528.5
