,Unnamed: 0,University_Name,UniversityNo,Year,Topic,Province,University_Name_Location,Plan_Number,Lowest_Ranking,Score,Ranking_Scores,Media_Impact,GDP,Population,Student_Population,GDP_Per_Person,X1A_Number,Ranking_Percentage,University_Name_Pinyin,Distance,Plan_Number_Total,New_Label,Label,Lowest,Last_Ranking,Average_Ranking
625,8069,南昌大学,10403,2013,1,江西,南昌大学,42,40420,574,6.38,0.0413625304136253,1294888,4503.9321,72.7,287.501669929704,40420,1.0,nanchangdaxue,775.0,36352.0,35.0,38.0,464.0,25229.0,27117.33333333333
627,8130,厦门大学,10384,2015,1,福建,厦门大学,107,6838,639,71.66,0.17628705148205898,2405576,3806.0,75.4,632.048344718865,51000,0.13407843137254902,shamendaxue,686.0,3343.0,20.0,20.0,616.0,7157.0,8127.0
628,8134,厦门大学,10384,2012,0,福建,厦门大学,23,1677,621,25.42,0.14652567975830802,1756018,3720.0,69.2,472.047849462366,10000,0.1677,shamendaxue,686.0,257.0,11.0,12.0,600.0,1995.0,1807.5
629,8160,厦门大学,10384,2013,1,福建,厦门大学,111,6777,623,24.63,0.137712895377129,1970178,3748.0,72.7,525.661152614728,40420,0.167664522513607,shamendaxue,686.0,3946.0,16.0,16.0,607.0,7122.0,8900.333333333334
630,8163,厦门大学,10384,2013,0,福建,厦门大学,27,1474,629,24.63,0.137712895377129,1970178,3748.0,72.7,525.661152614728,12924,0.114051377282575,shamendaxue,686.0,1038.0,10.0,9.0,615.0,1677.0,1764.0
631,8175,厦门大学,10384,2014,1,福建,厦门大学,97,7157,616,70.43,0.18181818181818202,2175964,3774.0,75.6,576.567037625861,43106,0.166032570871804,shamendaxue,686.0,3871.0,18.0,18.0,607.0,6777.0,8369.5
632,8187,厦门大学,10384,2012,1,福建,厦门大学,91,7122,625,25.42,0.14652567975830802,1756018,3720.0,69.2,472.047849462366,29207,0.243845653439244,shamendaxue,686.0,3494.0,20.0,20.0,588.0,7331.0,9789.5
633,8200,厦门大学,10384,2014,0,福建,厦门大学,18,1599,621,70.43,0.18181818181818202,2175964,3774.0,75.6,576.567037625861,14000,0.11421428571428599,shamendaxue,686.0,1172.0,12.0,12.0,622.0,1474.0,1691.5
634,8219,厦门大学,10384,2011,0,福建,厦门大学,25,1995,612,26.03,0.17085020242915,1473712,3693.0,65.5,399.055510425129,10919,0.18270903928931198,shamendaxue,686.0,310.0,15.0,15.0,627.0,1620.0,1620.0
635,8228,厦门大学,10384,2015,0,福建,厦门大学,17,1419,619,71.66,0.17628705148205898,2405576,3806.0,75.4,632.048344718865,16964,0.0836477245932563,shamendaxue,686.0,186.0,12.0,13.0,621.0,1599.0,1673.0
636,8241,厦门大学,10384,2011,1,福建,厦门大学,87,7331,606,26.03,0.17085020242915,1473712,3693.0,65.5,399.055510425129,30392,0.241214793366675,shamendaxue,686.0,1110.0,20.0,20.0,642.0,12248.0,12248.0
637,8286,合肥工业大学,10359,2013,1,安徽,合肥工业大学,67,29635,582,7.89,0.0,1721205,5988.0,72.7,287.442384769539,40420,0.733176645225136,hefeigongyedaxue,1212.0,25800.0,35.0,35.0,588.0,21962.0,25021.33333333333
639,8325,合肥工业大学,10359,2011,0,安徽,合肥工业大学,10,10919,580,7.28,0.0,1235933,5956.7,65.5,207.486192019071,10919,1.0,hefeigongyedaxue,1212.0,6371.0,28.0,28.0,601.0,10869.0,10869.0
640,8331,合肥工业大学,10359,2011,1,安徽,合肥工业大学,105,29912,568,7.28,0.0,1235933,5956.7,65.5,207.486192019071,30392,0.984206370097394,hefeigongyedaxue,1212.0,9832.0,35.0,35.0,624.0,23190.0,23190.0
641,8332,合肥工业大学,10359,2012,1,安徽,合肥工业大学,50,21962,594,8.02,0.0,1530065,5968.0,69.2,256.37818364611303,29207,0.7519430273564559,hefeigongyedaxue,1212.0,21833.0,34.0,34.0,568.0,29912.0,26551.0
642,8342,合肥工业大学,10359,2014,1,安徽,合肥工业大学,86,28966,576,63.22,0.0,1903887,6029.8,75.6,315.7462934094,43106,0.671971419291978,hefeigongyedaxue,1212.0,28236.0,38.0,35.0,582.0,29635.0,26174.75
643,8409,吉林大学,10183,2014,0,吉林,吉林大学,24,5235,601,74.95,0.103084415584416,1298146,2751.28,75.6,471.833473873979,14000,0.37392857142857105,jilindaxue,3064.0,2576.0,20.0,20.0,615.0,3648.0,5253.0
644,8415,吉林大学,10183,2014,1,吉林,吉林大学,174,18078,592,74.95,0.103084415584416,1298146,2751.28,75.6,471.833473873979,43106,0.419384772421473,jilindaxue,3064.0,10203.0,27.0,27.0,588.0,17854.0,19894.75
646,8429,吉林大学,10183,2011,1,吉林,吉林大学,100,19965,581,35.41,0.0680161943319838,866758,2746.6,65.5,315.57489259448,30392,0.656916293761516,jilindaxue,3064.0,6887.0,29.0,29.0,632.0,19526.0,19526.0
648,8445,吉林大学,10183,2012,1,吉林,吉林大学,108,22234,594,33.68,0.07522658610271901,1056883,2749.41,69.2,384.403562946232,29207,0.761255863320437,jilindaxue,3064.0,21833.0,34.0,34.0,581.0,19965.0,19745.5
649,8456,吉林大学,10183,2013,0,吉林,吉林大学,8,3648,615,34.0,0.072992700729927,1193924,2750.4,72.7,434.091041303083,12924,0.282265552460539,jilindaxue,3064.0,2034.0,15.0,15.0,608.0,3778.0,5788.0
650,8477,吉林大学,10183,2011,0,吉林,吉林大学,10,5655,594,35.41,0.0680161943319838,866758,2746.6,65.5,315.57489259448,10919,0.517904570015569,jilindaxue,3064.0,605.0,22.0,22.0,610.0,7931.0,7931.0
651,8488,吉林大学,10183,2013,1,吉林,吉林大学,152,17854,598,34.0,0.072992700729927,1193924,2750.4,72.7,434.091041303083,40420,0.441712023750619,jilindaxue,3064.0,17774.0,27.0,27.0,594.0,22234.0,20575.0
652,8492,吉林大学,10183,2012,0,吉林,吉林大学,12,3778,608,33.68,0.07522658610271901,1056883,2749.41,69.2,384.403562946232,10000,0.3778,jilindaxue,3064.0,2162.0,18.0,18.0,594.0,5655.0,6793.0
653,8546,同济大学,10247,2012,1,上海,同济大学,81,1751,649,21.1,0.16404833836858,1919569,2347.46,69.2,817.721707718129,29207,0.0599513815181292,tongjidaxue,1475.0,524.0,10.0,12.0,613.0,1555.0,1797.5
654,8548,同济大学,10247,2013,1,上海,同济大学,98,1444,651,21.52,0.165450121654501,2018172,2380.43,72.7,847.818251324341,40420,0.0357248886689758,tongjidaxue,1475.0,496.0,8.0,8.0,631.0,1751.0,1782.0
655,8549,同济大学,10247,2015,1,上海,同济大学,94,1739,661,70.14,0.17004680187207502,2356094,2426.0,75.4,971.1846661170649,51000,0.0340980392156863,tongjidaxue,1475.0,360.0,12.0,12.0,642.0,1895.0,1737.0
656,8556,同济大学,10247,2014,1,上海,同济大学,94,1895,642,68.92,0.17045454545454503,2160212,2415.15,75.6,894.4421671531791,43106,0.0439613974852689,tongjidaxue,1475.0,586.0,11.0,11.0,634.0,1444.0,1697.5
657,8557,同济大学,10247,2011,1,上海,同济大学,80,1555,632,21.63,0.145344129554656,1716598,2302.66,65.5,745.4847871591991,30392,0.0511647802053172,tongjidaxue,1475.0,425.0,10.0,10.0,669.0,2040.0,2040.0
659,8584,哈尔滨医科大学,10226,2012,1,黑龙江,哈尔滨医科大学,18,29207,585,3.88,0.0,1258200,3834.01,69.2,328.168158142519,29207,1.0,haerbinyikedaxue,3315.0,35601.0,39.0,39.0,568.0,30392.0,29504.0
660,8584,哈尔滨医科大学,10226,2012,1,黑龙江,哈尔滨医科大学,18,29207,585,3.88,0.0,1258200,3834.01,69.2,328.168158142519,29207,1.0,haerbinyikedaxue,3315.0,35601.0,39.0,39.0,434.0,30392.0,29504.0
661,8592,哈尔滨医科大学,10226,2014,1,黑龙江,哈尔滨医科大学,44,43106,560,61.94,0.0,1438293,3835.02,75.6,375.041851150711,43106,1.0,haerbinyikedaxue,3315.0,56158.0,43.0,43.0,578.0,33020.0,30308.75
662,8592,哈尔滨医科大学,10226,2014,1,黑龙江,哈尔滨医科大学,44,43106,560,61.94,0.0,1438293,3835.02,75.6,375.041851150711,43106,1.0,haerbinyikedaxue,3315.0,56158.0,43.0,43.0,467.0,33020.0,30308.75
663,8594,哈尔滨医科大学,10226,2011,1,黑龙江,哈尔滨医科大学,18,30392,568,3.89,0.0,1036860,3833.35,65.5,270.48404137373296,30392,1.0,haerbinyikedaxue,3315.0,9832.0,35.0,35.0,622.0,28616.0,28616.0
665,8618,哈尔滨医科大学,10226,2013,1,黑龙江,哈尔滨医科大学,18,33020,578,4.67,0.0,1369158,3834.04,72.7,357.105820492222,40420,0.8169223156853042,haerbinyikedaxue,3315.0,26684.0,37.0,37.0,585.0,29207.0,29405.0
666,8618,哈尔滨医科大学,10226,2013,1,黑龙江,哈尔滨医科大学,18,33020,578,4.67,0.0,1369158,3834.04,72.7,357.105820492222,40420,0.8169223156853042,haerbinyikedaxue,3315.0,26684.0,37.0,37.0,441.0,29207.0,29405.0
667,8646,哈尔滨工业大学,10213,2013,1,黑龙江,哈尔滨工业大学,74,9004,617,25.8,0.0472019464720195,1369158,3834.04,72.7,357.105820492222,40420,0.22276100940128601,haerbingongyedaxue,3297.0,6998.0,19.0,19.0,605.0,9387.0,14885.666666666664
668,8649,哈尔滨工业大学,10213,2014,1,黑龙江,哈尔滨工业大学,74,9223,610,70.68,0.0909090909090909,1438293,3835.02,75.6,375.041851150711,43106,0.21396093351273604,haerbingongyedaxue,3297.0,6698.0,19.0,19.0,600.0,9004.0,13415.25
669,8653,哈尔滨工业大学,10213,2014,0,黑龙江,哈尔滨工业大学,6,6195,598,70.68,0.0909090909090909,1438293,3835.02,75.6,375.041851150711,14000,0.4425,haerbingongyedaxue,3297.0,2609.0,21.0,21.0,595.0,10492.0,8093.5
670,8659,哈尔滨工业大学,10213,2015,1,黑龙江,哈尔滨工业大学,75,10188,630,71.59,0.121840873634945,1503938,3833.0,75.4,392.365770936603,51000,0.199764705882353,haerbingongyedaxue,3297.0,3679.0,20.0,23.0,610.0,9223.0,12576.8
671,8671,哈尔滨工业大学,10213,2012,1,黑龙江,哈尔滨工业大学,65,9387,618,27.27,0.0424773413897281,1258200,3834.01,69.2,328.168158142519,29207,0.321395555859897,haerbingongyedaxue,3297.0,6436.0,30.0,22.0,574.0,27812.0,17635.0
672,8680,哈尔滨工业大学,10213,2011,1,黑龙江,哈尔滨工业大学,75,27812,570,27.82,0.0765182186234818,1036860,3833.35,65.5,270.48404137373296,30392,0.915109239273493,haerbingongyedaxue,3297.0,7903.0,34.0,34.0,621.0,7458.0,7458.0
673,8752,哈尔滨工程大学,10217,2013,1,黑龙江,哈尔滨工程大学,33,27213,585,7.42,0.0,1369158,3834.04,72.7,357.105820492222,40420,0.6732558139534879,haerbingongchengdaxue,3301.0,25459.0,34.0,33.0,586.0,29207.0,25624.66666666667
674,8753,哈尔滨工程大学,10217,2011,1,黑龙江,哈尔滨工程大学,20,21667,578,9.83,0.0,1036860,3833.35,65.5,270.48404137373296,30392,0.712917873124506,haerbingongchengdaxue,3301.0,7113.0,30.0,30.0,624.0,26000.0,26000.0
675,8760,哈尔滨工程大学,10217,2014,1,黑龙江,哈尔滨工程大学,33,35645,568,63.22,0.0,1438293,3835.02,75.6,375.041851150711,43106,0.8269150466292399,haerbingongchengdaxue,3301.0,28977.0,39.0,39.0,585.0,27213.0,26021.75
676,8761,哈尔滨工程大学,10217,2015,1,黑龙江,哈尔滨工程大学,40,28261,601,64.9,0.0,1503938,3833.0,75.4,392.365770936603,51000,0.5541372549019611,haerbingongchengdaxue,3301.0,17377.0,36.0,36.0,568.0,35645.0,27946.4
677,8778,哈尔滨工程大学,10217,2012,1,黑龙江,哈尔滨工程大学,25,29207,585,8.48,0.0,1258200,3834.01,69.2,328.168158142519,29207,1.0,haerbingongchengdaxue,3301.0,35601.0,39.0,39.0,578.0,21667.0,23833.5
679,8790,四川农业大学,10626,2014,1,四川,四川农业大学,10,43106,560,61.42,0.0,2626077,8107.0,75.6,323.927100037005,43106,1.0,sichuannongyedaxue,1574.0,56158.0,43.0,43.0,575.0,40420.0,34985.0
680,8805,四川大学,10610,2013,1,四川,四川大学,94,15834,602,30.0,0.13527980535279802,2387280,8076.2,72.7,295.594462742379,40420,0.39173676397822904,sichuandaxue,1581.0,9868.0,25.0,25.0,594.0,12524.0,14149.666666666664
681,8812,四川大学,10610,2012,0,四川,四川大学,16,2635,614,32.23,0.136253776435045,2102668,8050.0,69.2,261.20099378882,10000,0.2635,sichuandaxue,1581.0,1273.0,15.0,15.0,605.0,3237.0,3596.0
682,8819,四川大学,10610,2014,0,四川,四川大学,17,2477,614,72.31,0.145292207792208,2626077,8107.0,75.6,323.927100037005,14000,0.17692857142857102,sichuandaxue,1581.0,1818.0,15.0,14.0,618.0,3118.0,3236.25
683,8828,四川大学,10610,2014,1,四川,四川大学,103,13913,599,72.31,0.145292207792208,2626077,8107.0,75.6,323.927100037005,43106,0.3227624924604461,sichuandaxue,1581.0,9035.0,23.0,23.0,602.0,15834.0,14570.75
684,8834,四川大学,10610,2011,0,四川,四川大学,20,3237,605,33.37,0.139676113360324,1718548,8044.92,65.5,213.619029151315,10919,0.29645571938822196,sichuandaxue,1581.0,379.0,18.0,18.0,614.0,3955.0,3955.0
685,8868,四川大学,10610,2015,0,四川,四川大学,13,2654,609,74.05,0.12698907956318303,2853666,8140.0,75.4,350.573218673219,16964,0.15644895071917,sichuandaxue,1581.0,1279.0,15.0,17.0,614.0,2477.0,3084.4
686,8869,四川大学,10610,2013,0,四川,四川大学,16,3118,618,30.0,0.13527980535279802,2387280,8076.2,72.7,295.594462742379,12924,0.24125657691117303,sichuandaxue,1581.0,1737.0,14.0,14.0,598.0,2635.0,3275.666666666666
687,8881,四川大学,10610,2015,1,四川,四川大学,107,10464,629,74.05,0.12698907956318303,2853666,8140.0,75.4,350.573218673219,51000,0.205176470588235,sichuandaxue,1581.0,3786.0,24.0,24.0,599.0,13913.0,14439.2
688,8886,四川大学,10610,2011,1,四川,四川大学,93,15640,588,33.37,0.139676113360324,1718548,8044.92,65.5,213.619029151315,30392,0.514609107659911,sichuandaxue,1581.0,1920.0,25.0,25.0,639.0,14285.0,14285.0
689,8909,四川大学,10610,2012,1,四川,四川大学,86,12524,611,32.23,0.136253776435045,2102668,8050.0,69.2,261.20099378882,29207,0.428801314753313,sichuandaxue,1581.0,8605.0,26.0,26.0,570.0,15640.0,14962.5
690,8951,复旦大学,10246,2011,1,上海,复旦大学,36,260,655,54.89,0.46963562753036403,1716598,2302.66,65.5,745.4847871591991,30392,0.00855488286391155,fudandaxue,1473.0,75.0,3.0,2.0,685.0,429.0,429.0
691,8952,复旦大学,10246,2014,0,上海,复旦大学,21,92,652,82.51,0.435064935064935,2160212,2415.15,75.6,894.4421671531791,14000,0.00657142857142857,fudandaxue,1473.0,46.0,2.0,3.0,642.0,69.0,74.5
693,8975,复旦大学,10246,2014,1,上海,复旦大学,28,225,668,82.51,0.435064935064935,2160212,2415.15,75.6,894.4421671531791,43106,0.00521969099429314,fudandaxue,1473.0,137.0,3.0,3.0,655.0,236.0,381.5
694,8988,复旦大学,10246,2012,0,上海,复旦大学,12,59,658,55.57,0.4531722054380661,1919569,2347.46,69.2,817.721707718129,10000,0.0059,fudandaxue,1473.0,28.0,2.0,2.0,634.0,81.0,85.0
696,9014,复旦大学,10246,2013,0,上海,复旦大学,15,69,662,55.87,0.48905109489051096,2018172,2380.43,72.7,847.818251324341,12924,0.005338904363974,fudandaxue,1473.0,38.0,2.0,3.0,638.0,59.0,76.33333333333333
697,9024,复旦大学,10246,2012,1,上海,复旦大学,40,601,664,55.57,0.4531722054380661,1919569,2347.46,69.2,817.721707718129,29207,0.0205772588762968,fudandaxue,1473.0,237.0,5.0,5.0,636.0,260.0,344.5
698,9036,复旦大学,10246,2011,0,上海,复旦大学,16,81,649,54.89,0.46963562753036403,1716598,2302.66,65.5,745.4847871591991,10919,0.0074182617455811,fudandaxue,1473.0,30.0,3.0,3.0,657.0,89.0,89.0
699,9054,复旦大学,10246,2013,1,上海,复旦大学,26,236,674,55.87,0.48905109489051096,2018172,2380.43,72.7,847.818251324341,40420,0.00583869371598219,fudandaxue,1473.0,125.0,1.0,1.0,651.0,601.0,430.0
700,9102,大连海事大学,10151,2013,1,辽宁,大连海事大学,100,36644,574,3.18,0.0,2484643,4389.0,72.7,566.106858054226,40420,0.9065809005442851,dalianhaishidaxue,2259.0,36352.0,38.0,38.0,585.0,28425.0,28282.0
701,9110,大连海事大学,10151,2012,1,辽宁,大连海事大学,77,28425,585,3.37,0.0,2222670,4383.0,69.2,507.11156741957603,29207,0.973225596603554,dalianhaishidaxue,2259.0,35601.0,39.0,39.0,571.0,27389.0,28210.5
702,9114,大连海事大学,10151,2014,0,辽宁,大连海事大学,16,14000,579,61.27,0.0,2707765,4390.0,75.6,616.802961275626,14000,1.0,dalianhaishidaxue,2259.0,16544.0,30.0,30.0,594.0,12924.0,9310.0
704,9128,大连海事大学,10151,2012,0,辽宁,大连海事大学,14,6861,597,3.37,0.0,2222670,4383.0,69.2,507.11156741957603,10000,0.6861,dalianhaishidaxue,2259.0,2531.0,25.0,23.0,571.0,9861.0,8727.5
705,9133,大连海事大学,10151,2011,1,辽宁,大连海事大学,78,27389,571,3.28,0.0,1845727,4375.0,65.5,421.880457142857,30392,0.901191102921822,dalianhaishidaxue,2259.0,7903.0,35.0,34.0,621.0,29032.0,29032.0
707,9159,大连海事大学,10151,2011,0,辽宁,大连海事大学,12,9861,582,3.28,0.0,1845727,4375.0,65.5,421.880457142857,10919,0.9031046799157428,dalianhaishidaxue,2259.0,3406.0,27.0,27.0,602.0,7594.0,7594.0
708,9195,大连海事大学,10151,2014,1,辽宁,大连海事大学,104,43106,560,61.27,0.0,2707765,4390.0,75.6,616.802961275626,43106,1.0,dalianhaishidaxue,2259.0,56158.0,43.0,43.0,556.0,36644.0,30372.5
709,9207,大连海事大学,10151,2013,0,辽宁,大连海事大学,16,12924,594,3.18,0.0,2484643,4389.0,72.7,566.106858054226,12924,1.0,dalianhaishidaxue,2259.0,8919.0,23.0,25.0,597.0,6861.0,8105.333333333332
710,9246,大连理工大学,10141,2015,1,辽宁,大连理工大学,52,12773,625,67.81,0.0361934477379095,2862658,4391.0,75.4,651.937599635618,51000,0.25045098039215696,dalianligongdaxue,2259.0,5670.0,25.0,25.0,600.0,13426.0,12610.6
711,9249,大连理工大学,10141,2012,1,辽宁,大连理工大学,35,13157,610,17.34,0.0252567975830816,2222670,4383.0,69.2,507.11156741957603,29207,0.45047420139007793,dalianligongdaxue,2259.0,8605.0,24.0,26.0,592.0,13424.0,12540.0
712,9252,大连理工大学,10141,2013,1,辽宁,大连理工大学,42,11390,611,18.82,0.0253041362530414,2484643,4389.0,72.7,566.106858054226,40420,0.281791192478971,dalianligongdaxue,2259.0,8532.0,21.0,21.0,610.0,13157.0,12745.666666666664
713,9269,大连理工大学,10141,2011,1,辽宁,大连理工大学,30,13424,592,17.8,0.0267611336032389,1845727,4375.0,65.5,421.880457142857,30392,0.44169518294288,dalianligongdaxue,2259.0,1383.0,35.0,23.0,643.0,11656.0,11656.0
714,9282,大连理工大学,10141,2014,1,辽宁,大连理工大学,47,13426,600,67.77,0.0,2707765,4390.0,75.6,616.802961275626,43106,0.31146476128613204,dalianligongdaxue,2259.0,9035.0,23.0,23.0,596.0,11390.0,12406.75
715,9292,天津医科大学,10062,2011,1,天津,天津医科大学,5,25146,574,3.77,0.0,922446,1299.29,65.5,709.961594409254,30392,0.827388786522769,tianjinyikedaxue,2102.0,7494.0,32.0,32.0,622.0,27798.0,27798.0
716,9295,天津大学,10056,2011,1,天津,天津大学,33,12966,593,21.98,0.0757085020242915,922446,1299.29,65.5,709.961594409254,30392,0.4266254277441429,tianjindaxue,2090.0,1383.0,23.0,23.0,656.0,6611.0,6611.0
717,9307,天津大学,10056,2014,1,天津,天津大学,51,35316,568,68.56,0.0933441558441558,1437016,1472.21,75.6,976.094443048206,43106,0.8192826984642511,tianjindaxue,2090.0,28977.0,19.0,39.0,600.0,8421.0,9705.75
718,9314,天津大学,10056,2012,1,天津,天津大学,40,10825,615,22.17,0.0731117824773414,1130728,1354.58,69.2,834.744348801843,29207,0.370630328345944,tianjindaxue,2090.0,6741.0,24.0,24.0,584.0,12966.0,9788.5
719,9329,天津大学,10056,2013,1,天津,天津大学,45,8421,618,20.99,0.0720194647201946,1289388,1413.15,72.7,912.42118671054,40420,0.208337456704602,tianjindaxue,2090.0,4066.0,18.0,18.0,610.0,10825.0,10134.0
720,9344,天津财经大学,10070,2012,0,天津,天津财经大学,15,5384,602,1.51,0.0,1130728,1354.58,69.2,834.744348801843,10000,0.5384,tianjincaijingdaxue,2103.0,2363.0,21.0,21.0,594.0,5863.0,5043.5
721,9352,天津财经大学,10070,2013,0,天津,天津财经大学,19,8113,600,1.52,0.0,1289388,1413.15,72.7,912.42118671054,12924,0.6277468276075521,tianjincaijingdaxue,2103.0,5410.0,21.0,22.0,602.0,5384.0,5157.0
722,9366,天津财经大学,10070,2014,1,天津,天津财经大学,21,22571,585,60.58,0.0,1437016,1472.21,75.6,976.094443048206,43106,0.523616201920846,tianjincaijingdaxue,2103.0,13084.0,32.0,30.0,586.0,26286.0,19873.25
723,9379,天津财经大学,10070,2014,0,天津,天津财经大学,16,7847,593,60.58,0.0,1437016,1472.21,75.6,976.094443048206,14000,0.5605,tianjincaijingdaxue,2103.0,11078.0,24.0,24.0,598.0,8113.0,5896.0
724,9388,天津财经大学,10070,2012,1,天津,天津财经大学,21,17585,602,1.51,0.0,1130728,1354.58,69.2,834.744348801843,29207,0.60208169274489,tianjincaijingdaxue,2103.0,17249.0,30.0,30.0,576.0,18793.0,17811.0
725,9400,天津财经大学,10070,2011,0,天津,天津财经大学,18,5863,594,1.39,0.0,922446,1299.29,65.5,709.961594409254,10919,0.536953933510395,tianjincaijingdaxue,2103.0,605.0,22.0,22.0,613.0,4224.0,4224.0
726,9412,天津财经大学,10070,2013,1,天津,天津财经大学,26,26286,586,1.52,0.0,1289388,1413.15,72.7,912.42118671054,40420,0.650321622958931,tianjincaijingdaxue,2103.0,25459.0,33.0,33.0,602.0,17585.0,17735.666666666668
727,9424,天津财经大学,10070,2015,0,天津,天津财经大学,20,9808,584,61.97,0.0,1572247,1517.0,75.4,1036.4185893210301,16964,0.578165526998349,tianjincaijingdaxue,2103.0,3034.0,24.0,28.0,593.0,7847.0,6286.2
728,9436,天津财经大学,10070,2015,1,天津,天津财经大学,30,23874,607,61.97,0.0,1572247,1517.0,75.4,1036.4185893210301,51000,0.468117647058824,tianjincaijingdaxue,2103.0,16242.0,33.0,33.0,585.0,22571.0,20412.8
729,9469,天津财经大学,10070,2011,1,天津,天津财经大学,23,18793,583,1.39,0.0,922446,1299.29,65.5,709.961594409254,30392,0.6183535140826529,tianjincaijingdaxue,2103.0,2874.0,28.0,28.0,636.0,16829.0,16829.0
730,9488,太原理工大学,10112,2014,1,山西,太原理工大学,30,43106,560,62.08,0.0,1260224,3629.8,75.6,347.188274836079,43106,1.0,taiyuanligongdaxue,1865.0,56158.0,43.0,43.0,572.0,40420.0,31429.25
731,9492,太原理工大学,10112,2013,1,山西,太原理工大学,30,40420,574,4.88,0.0,1211283,3610.83,72.7,335.458329525345,40420,1.0,taiyuanligongdaxue,1865.0,36352.0,38.0,38.0,581.0,29207.0,28432.33333333333
732,9494,太原理工大学,10112,2012,1,山西,太原理工大学,30,29207,585,5.63,0.0,1123755,3593.28,69.2,312.737944162437,29207,1.0,taiyuanligongdaxue,1865.0,35601.0,39.0,39.0,565.0,30392.0,28045.0
734,9510,太原理工大学,10112,2011,1,山西,太原理工大学,30,30392,568,5.42,0.0,920086,3574.11,65.5,257.43080095464296,30392,1.0,taiyuanligongdaxue,1865.0,9832.0,33.0,35.0,621.0,25698.0,25698.0
735,9524,安徽医科大学,10366,2014,1,安徽,安徽医科大学,8,30735,573,60.89,0.0,1903887,6029.8,75.6,315.7462934094,43106,0.7130097898204429,anhuiyikedaxue,1215.0,28520.0,36.0,36.0,577.0,23805.0,24697.5
736,9525,安徽医科大学,10366,2013,1,安徽,安徽医科大学,8,23805,589,2.15,0.0,1721205,5988.0,72.7,287.442384769539,40420,0.588941118258288,anhuiyikedaxue,1215.0,22111.0,31.0,31.0,589.0,25590.0,25590.0
737,9525,安徽医科大学,10366,2013,1,安徽,安徽医科大学,8,23805,589,2.15,0.0,1721205,5988.0,72.7,287.442384769539,40420,0.588941118258288,anhuiyikedaxue,1215.0,22111.0,31.0,31.0,554.0,25590.0,25590.0
740,9541,安徽大学,10357,2014,0,安徽,安徽大学,15,9109,589,62.04,0.0368506493506493,1903887,6029.8,75.6,315.7462934094,14000,0.6506428571428571,anhuidaxue,1253.0,13693.0,25.0,25.0,598.0,8977.0,9720.0
741,9547,安徽大学,10357,2011,0,安徽,安徽大学,10,9896,582,5.0,0.0,1235933,5956.7,65.5,207.486192019071,10919,0.9063101016576609,anhuidaxue,1253.0,3406.0,28.0,27.0,595.0,10835.0,10835.0
742,9549,安徽大学,10357,2011,1,安徽,安徽大学,10,30392,568,5.0,0.0,1235933,5956.7,65.5,207.486192019071,30392,1.0,anhuidaxue,1253.0,9832.0,35.0,35.0,624.0,22420.0,22420.0
744,9579,安徽大学,10357,2012,0,安徽,安徽大学,16,9172,591,4.75,0.0264350453172205,1530065,5968.0,69.2,256.37818364611303,10000,0.9172,anhuidaxue,1253.0,12887.0,26.0,26.0,582.0,9896.0,10365.5
745,9581,安徽大学,10357,2013,0,安徽,安徽大学,15,8977,598,4.42,0.0265206812652068,1721205,5988.0,72.7,287.442384769539,12924,0.6945991952955739,anhuidaxue,1253.0,5553.0,23.0,23.0,591.0,9172.0,9967.666666666666
746,9602,安徽大学,10357,2014,1,安徽,安徽大学,20,33427,570,62.04,0.0368506493506493,1903887,6029.8,75.6,315.7462934094,43106,0.77546049273883,anhuidaxue,1253.0,28776.0,38.0,38.0,569.0,33314.0,28833.25
747,9629,安徽大学,10357,2013,1,安徽,安徽大学,20,33314,577,4.42,0.0265206812652068,1721205,5988.0,72.7,287.442384769539,40420,0.8241959426026719,anhuidaxue,1253.0,26684.0,37.0,37.0,585.0,29207.0,27339.66666666667
748,9659,安徽大学,10357,2012,1,安徽,安徽大学,14,29207,585,4.75,0.0264350453172205,1530065,5968.0,69.2,256.37818364611303,29207,1.0,anhuidaxue,1253.0,35601.0,39.0,39.0,568.0,30392.0,26406.0
749,9684,对外经济贸易大学,10036,2013,0,北京,对外经济贸易大学,38,8898,598,3.88,0.0457420924574209,1787940,2069.3,72.7,864.0313149374181,12924,0.688486536675952,duiwaijingjimaoyidaxue,2136.0,5553.0,9.0,23.0,630.0,843.0,678.3333333333334
750,9687,对外经济贸易大学,10036,2015,1,北京,对外经济贸易大学,49,2713,655,63.09,0.049609984399376,2133083,2152.0,75.4,991.209572490706,51000,0.0531960784313725,duiwaijingjimaoyidaxue,2136.0,462.0,14.0,14.0,629.0,3875.0,2711.0
751,9696,对外经济贸易大学,10036,2012,0,北京,对外经济贸易大学,33,843,630,3.89,0.0450151057401813,1625193,2018.6,69.2,805.108986426236,10000,0.0843,duiwaijingjimaoyidaxue,2136.0,164.0,9.0,9.0,612.0,672.0,596.0
752,9713,对外经济贸易大学,10036,2011,0,北京,对外经济贸易大学,33,672,626,3.85,0.0481781376518219,1411358,1961.9,65.5,719.3832509302209,10919,0.061544097444821,duiwaijingjimaoyidaxue,2136.0,183.0,10.0,10.0,622.0,520.0,520.0
753,9728,对外经济贸易大学,10036,2015,0,北京,对外经济贸易大学,32,891,625,63.09,0.049609984399376,2133083,2152.0,75.4,991.209572490706,16964,0.0525229898608819,duiwaijingjimaoyidaxue,2136.0,152.0,11.0,11.0,623.0,1396.0,2465.8
