"","University_Name","UniversityNo","Year","Topic","Province","University_Name_Location","Plan_Number","Lowest_Ranking","Score","Ranking_Scores","Media_Impact","GDP","Population","Student_Population","GDP_Per_Person","X1A_Number","Ranking_Percentage","University_Name_Pinyin","Distance"
"10213","广东外语外贸大学",11846,2014,"文科","广东","广东外语外贸大学",2086,7458,594,60.5,0,6216397,10644,75.6,584.02827884254,14000,0.532714285714286,"guangdongwaiyuwaiyudaxue",22.5
"10225","广东外语外贸大学",11846,2014,"理科","广东","广东外语外贸大学",1929,22644,584,60.5,0,6216397,10644,75.6,584.02827884254,43106,0.525309701665661,"guangdongwaiyuwaiyudaxue",22.5
"10226","广东外语外贸大学",11846,2014,"理科","广东","广东外语外贸大学",1929,22644,584,60.5,0,6216397,10644,75.6,584.02827884254,43106,0.525309701665661,"guangdongwaiyuwaimaodaxue",22.5
"10237","广东外语外贸大学",11846,2013,"理科","广东","广东外语外贸大学",1821,17668,599,1.16,0.0279805352798054,5706792,10594,72.7,538.681517840287,40420,0.437110341415141,"guangdongwaiyuwaiyudaxue",22.5
"10241","广东外语外贸大学",11846,2015,"理科","广东","广东外语外贸大学",1858,22426,609,61.97,0,6779224,10724,75.4,632.15441999254,51000,0.439725490196078,"guangdongwaiyuwaiyudaxue",22.5
"10245","广东外语外贸大学",11846,2013,"理科","广东","广东外语外贸大学",1821,17668,599,1.16,0.0279805352798054,5706792,10594,72.7,538.681517840287,40420,0.437110341415141,"guangdongwaiyuwaimaodaxue",22.5
"10249","广东外语外贸大学",11846,2012,"文科","广东","广东外语外贸大学",1940,7206,596,1.37,0.028036253776435,5321028,10505,69.2,506.523369823893,10000,0.7206,"guangdongwaiyuwaiyudaxue",22.5
"10261","广东工业大学",11845,2015,"文科","广东","广东工业大学",832,16964,573,61.98,0,6779224,10724,75.4,632.15441999254,16964,1,"guangdonggongyedaxue",26.6
"10263","广东工业大学",11845,2014,"文科","广东","广东工业大学",1135,14000,579,60.77,0.038474025974026,6216397,10644,75.6,584.02827884254,14000,1,"guangdonggongyedaxue",26.6
"10267","广东工业大学",11845,2015,"理科","广东","广东工业大学",6792,45811,581,61.98,0,6779224,10724,75.4,632.15441999254,51000,0.898254901960784,"guangdonggongyedaxue",26.6
"10272","广东工业大学",11845,2014,"理科","广东","广东工业大学",7340,43096,560,60.77,0.038474025974026,6216397,10644,75.6,584.02827884254,43106,0.999768013733587,"guangdonggongyedaxue",26.6
"10277","广东工业大学",11845,2013,"理科","广东","广东工业大学",4949,40420,574,1.68,0,5706792,10594,72.7,538.681517840287,40420,1,"guangdonggongyedaxue",26.6
"10286","广东海洋大学",10566,2015,"理科","广东","广东海洋大学",1311,51000,577,0,0,6779224,10724,75.4,632.15441999254,51000,1,"guangdonghaiyangdaxue",3.4
"10287","广州中医药大学",10572,2013,"文科","广东","广州中医药大学",681,12924,594,2.84,0,5706792,10594,72.7,538.681517840287,12924,1,"guangzhouzhongyiyaodaxue",24.6
"10289","广州中医药大学",10572,2015,"理科","广东","广州中医药大学",1299,51000,577,62.59,0,6779224,10724,75.4,632.15441999254,51000,1,"guangzhouzhongyiyaodaxue",24.6
"10292","广州中医药大学",10572,2014,"理科","广东","广州中医药大学",1214,43106,560,61.08,0,6216397,10644,75.6,584.02827884254,43106,1,"guangzhouzhongyiyaodaxue",24.6
"10295","广州中医药大学",10572,2010,"文科","广东","广州中医药大学",576,10830,595,2.95,0,3948256,10130.1854628636,61.5,389.751600745512,10869,0.996411813414298,"guangzhouzhongyiyaodaxue",24.6
"10307","广州中医药大学",10572,2011,"文科","广东","广州中医药大学",555,10919,580,3.11,0,4601306,10440.94,65.5,440.698442860509,10919,1,"guangzhouzhongyiyaodaxue",24.6
"10322","广州中医药大学",10572,2012,"文科","广东","广州中医药大学",578,10000,589,3.16,0,5321028,10505,69.2,506.523369823893,10000,1,"guangzhouzhongyiyaodaxue",24.6
"10330","广州中医药大学",10572,2014,"文科","广东","广州中医药大学",409,14000,579,61.08,0,6216397,10644,75.6,584.02827884254,14000,1,"guangzhouzhongyiyaodaxue",24.6
"10347","广州中医药大学",10572,2012,"理科","广东","广州中医药大学",1462,29207,585,3.16,0,5321028,10505,69.2,506.523369823893,29207,1,"guangzhouzhongyiyaodaxue",24.6
"10351","广州中医药大学",10572,2015,"文科","广东","广州中医药大学",463,16964,573,62.59,0,6779224,10724,75.4,632.15441999254,16964,1,"guangzhouzhongyiyaodaxue",24.6
"10364","广州中医药大学",10572,2010,"理科","广东","广州中医药大学",1808,29545,621,2.95,0,3948256,10130.1854628636,61.5,389.751600745512,29550,0.999830795262267,"guangzhouzhongyiyaodaxue",24.6
"10383","广州中医药大学",10572,2013,"理科","广东","广州中医药大学",1322,40420,574,2.84,0,5706792,10594,72.7,538.681517840287,40420,1,"guangzhouzhongyiyaodaxue",24.6
"10403","广州中医药大学",10572,2011,"理科","广东","广州中医药大学",1807,30392,568,3.11,0,4601306,10440.94,65.5,440.698442860509,30392,1,"guangzhouzhongyiyaodaxue",24.6
"10431","广州医科大学",10570,2011,"理科","广东","广州医科大学",310,28533,569,1.36,0,4601306,10440.94,65.5,440.698442860509,30392,0.938832587523032,"guangzhouyikedaxue",2.4
"10432","广州医科大学",10570,2012,"理科","广东","广州医科大学",208,24324,591,1.26,0,5321028,10505,69.2,506.523369823893,29207,0.832814051426028,"guangzhouyikedaxue",2.4
"10435","广州医科大学",10570,2014,"理科","广东","广州医科大学",1129,41217,562,60.6,0,6216397,10644,75.6,584.02827884254,43106,0.956177794274579,"guangzhouyikedaxue",2.4
"10445","广州医科大学",10570,2010,"理科","广东","广州医科大学",408,29506,621,1.31,0,3948256,10130.1854628636,61.5,389.751600745512,29550,0.998510998307953,"guangzhouyikedaxue",2.4
"10446","广州医科大学",10570,2014,"文科","广东","广州医科大学",324,14000,579,60.21,0,6216397,10644,75.6,584.02827884254,14000,1,"guangzhouyikedaxue",2.4
"10448","广州医科大学",10570,2013,"理科","广东","广州医科大学",441,28802,583,1.41,0,5706792,10594,72.7,538.681517840287,40420,0.712568035625928,"guangzhouyikedaxue",2.4
"10454","广州医科大学",10570,2014,"理科","广东","广州医科大学",1129,41217,562,60.21,0,6216397,10644,75.6,584.02827884254,43106,0.956177794274579,"guangzhouyikedaxue",2.4
"10457","广州医科大学",10570,2015,"理科","广东","广州医科大学",1288,42534,585,61.91,0,6779224,10724,75.4,632.15441999254,51000,0.834,"guangzhouyikedaxue",2.4
"10471","广州医科大学",10570,2014,"文科","广东","广州医科大学",324,14000,579,60.6,0,6216397,10644,75.6,584.02827884254,14000,1,"guangzhouyikedaxue",2.4
"10498","广州医科大学",10570,2015,"文科","广东","广州医科大学",137,16964,573,61.91,0,6779224,10724,75.4,632.15441999254,16964,1,"guangzhouyikedaxue",2.4
"10531","广州大学",11078,2014,"理科","广东","广州大学",1183,41165,562,60.7,0.0688311688311688,6216397,10644,75.6,584.02827884254,43106,0.954971465689231,"guangzhoudaxue",21.2
"10533","广州大学",11078,2015,"理科","广东","广州大学",3228,45768,582,62.08,0.0550702028081123,6779224,10724,75.4,632.15441999254,51000,0.897411764705882,"guangzhoudaxue",21.2
"10539","广州大学",11078,2014,"文科","广东","广州大学",459,12935,581,60.7,0.0688311688311688,6216397,10644,75.6,584.02827884254,14000,0.923928571428571,"guangzhoudaxue",21.2
"10545","广州大学",11078,2013,"理科","广东","广州大学",767,40420,574,1.68,0.0608272506082725,5706792,10594,72.7,538.681517840287,40420,1,"guangzhoudaxue",21.2
"10549","广州大学",11078,2015,"文科","广东","广州大学",2147,14802,574,62.08,0.0550702028081123,6779224,10724,75.4,632.15441999254,16964,0.872553643008724,"guangzhoudaxue",21.2
"10556","广西医科大学",10598,2013,"理科","广西","广西医科大学",10,25725,587,1.41,0,1303510,4682,72.7,278.408799658266,40420,0.636442355269669,"guangxiyikedaxue",561
"10557","广西医科大学",10598,2012,"理科","广西","广西医科大学",13,26421,588,1.06,0,1172087,4645,69.2,252.333046286329,29207,0.904611908104222,"guangxiyikedaxue",561
"10558","广西医科大学",10598,2010,"理科","广西","广西医科大学",12,28884,621,0.96,0,775916,4856,61.5,159.785008237232,29550,0.97746192893401,"guangxiyikedaxue",561
"10563","广西医科大学",10598,2011,"理科","广西","广西医科大学",15,30392,568,1.14,0,956985,4610,65.5,207.588937093275,30392,1,"guangxiyikedaxue",561
"10571","广西医科大学",10598,2014,"理科","广西","广西医科大学",10,35759,568,60.62,0,1437800,4719,75.6,304.683195592286,43106,0.829559690066348,"guangxiyikedaxue",561
"10581","广西医科大学",10598,2015,"理科","广西","广西医科大学",15,40446,587,61.87,0,1567297,4754,75.4,329.679638199411,51000,0.793058823529412,"guangxiyikedaxue",561
"10592","广西大学",10593,2015,"文科","广西","广西大学",6,14075,575,63.35,0,1567297,4754,75.4,329.679638199411,16964,0.829698184390474,"guangxidaxue",593
"10596","广西大学",10593,2012,"理科","广西","广西大学",6,29207,585,4.94,0.0269788519637462,1172087,4645,69.2,252.333046286329,29207,1,"guangxidaxue",593
"10598","广西大学",10593,2011,"文科","广西","广西大学",4,10919,580,4.7,0.0265991902834008,956985,4610,65.5,207.588937093275,10919,1,"guangxidaxue",593
"10607","广西大学",10593,2014,"理科","广西","广西大学",9,35279,568,62.22,0,1437800,4719,75.6,304.683195592286,43106,0.818424349278523,"guangxidaxue",593
"10609","广西大学",10593,2014,"文科","广西","广西大学",6,12550,581,62.22,0,1437800,4719,75.6,304.683195592286,14000,0.896428571428571,"guangxidaxue",593
"10620","广西大学",10593,2015,"理科","广西","广西大学",14,43528,584,63.35,0,1567297,4754,75.4,329.679638199411,51000,0.853490196078431,"guangxidaxue",593
"10636","广西大学",10593,2013,"文科","广西","广西大学",6,12924,594,4.79,0.0272506082725061,1303510,4682,72.7,278.408799658266,12924,1,"guangxidaxue",593
"10650","广西大学",10593,2010,"理科","广西","广西大学",15,29340,621,5.27,0.0269135802469136,775916,4856,61.5,159.785008237232,29550,0.992893401015228,"guangxidaxue",593
"10656","广西大学",10593,2012,"文科","广西","广西大学",5,10000,589,4.94,0.0269788519637462,1172087,4645,69.2,252.333046286329,10000,1,"guangxidaxue",593
"10676","广西大学",10593,2013,"理科","广西","广西大学",7,40420,574,4.79,0.0272506082725061,1303510,4682,72.7,278.408799658266,40420,1,"guangxidaxue",593
"10694","广西大学",10593,2011,"理科","广西","广西大学",5,30392,568,4.7,0.0265991902834008,956985,4610,65.5,207.588937093275,30392,1,"guangxidaxue",593
"10713","延边大学",10184,2011,"理科","吉林","延边大学",6,30392,568,2.94,0,866758,2746.6,65.5,315.57489259448,30392,1,"yanbiandaxue",3057
"10714","延边大学",10184,2013,"理科","吉林","延边大学",6,40420,574,3.16,0,1193924,2750.4,72.7,434.091041303083,40420,1,"yanbiandaxue",3057
"10718","延边大学",10184,2010,"文科","吉林","延边大学",4,10869,595,3.17,0,727875,2739.55,61.5,265.691445675385,10869,1,"yanbiandaxue",3057
"10733","延边大学",10184,2010,"理科","吉林","延边大学",6,29550,621,3.17,0,727875,2739.55,61.5,265.691445675385,29550,1,"yanbiandaxue",3057
"10740","延边大学",10184,2012,"文科","吉林","延边大学",4,10000,589,2.98,0,1056883,2749.41,69.2,384.403562946232,10000,1,"yanbiandaxue",3057
"10752","延边大学",10184,2013,"文科","吉林","延边大学",4,12924,594,3.16,0,1193924,2750.4,72.7,434.091041303083,12924,1,"yanbiandaxue",3057
"10764","延边大学",10184,2011,"文科","吉林","延边大学",4,10919,580,2.94,0,866758,2746.6,65.5,315.57489259448,10919,1,"yanbiandaxue",3057
"10776","延边大学",10184,2015,"理科","吉林","延边大学",8,51000,577,62.62,0,1380381,2752,75.4,501.591933139535,51000,1,"yanbiandaxue",3057
"10789","延边大学",10184,2014,"文科","吉林","延边大学",4,14000,579,61.3,0,1298146,2751.28,75.6,471.833473873979,14000,1,"yanbiandaxue",3057
"10801","延边大学",10184,2015,"文科","吉林","延边大学",2,16964,573,62.62,0,1380381,2752,75.4,501.591933139535,16964,1,"yanbiandaxue",3057
"10813","延边大学",10184,2012,"理科","吉林","延边大学",6,29207,585,2.98,0,1056883,2749.41,69.2,384.403562946232,29207,1,"yanbiandaxue",3057
"10825","延边大学",10184,2014,"理科","吉林","延边大学",6,43106,560,61.3,0,1298146,2751.28,75.6,471.833473873979,43106,1,"yanbiandaxue",3057
"10857","成都理工大学",10616,2015,"理科","四川","成都理工大学",64,51000,577,62.37,0,2853666,8140,75.4,350.573218673219,51000,1,"chengduligongdaxue",1588
"10858","成都理工大学",10616,2015,"文科","四川","成都理工大学",36,16964,573,62.37,0,2853666,8140,75.4,350.573218673219,16964,1,"chengduligongdaxue",1588
"10861","新疆医科大学",10760,2015,"理科","新疆","新疆医科大学",1,37500,590,61.83,0,926410,2298,75.4,403.137510879025,51000,0.735294117647059,"xinjiangyikedaxue",4167
"10862","新疆大学",10755,2012,"文科","新疆","新疆大学",2,10000,589,5.48,0,661005,2208.71,69.2,299.271973233245,10000,1,"xinjiangdaxue",4866
"10865","新疆大学",10755,2013,"理科","新疆","新疆大学",4,40420,574,5.38,0,750531,2232.78,72.7,336.141939644748,40420,1,"xinjiangdaxue",4866
"10867","新疆大学",10755,2012,"理科","新疆","新疆大学",4,29207,585,5.48,0,661005,2208.71,69.2,299.271973233245,29207,1,"xinjiangdaxue",4866
"10871","新疆大学",10755,2015,"文科","新疆","新疆大学",2,16964,573,63.47,0,926410,2298,75.4,403.137510879025,16964,1,"xinjiangdaxue",4866
"10878","新疆大学",10755,2014,"理科","新疆","新疆大学",2,43106,560,62.29,0,836024,2264.3,75.6,369.219626374597,43106,1,"xinjiangdaxue",4866
"10887","暨南大学",10559,2015,"理科","广东","暨南大学",1419,11966,626,64.67,0.0812792511700468,6779224,10724,75.4,632.15441999254,51000,0.234627450980392,"jinandaxue",10.2
"10888","暨南大学",10559,2014,"理科","广东","暨南大学",1439,12050,603,63.04,0.0930194805194805,6216397,10644,75.6,584.02827884254,43106,0.279543451027699,"jinandaxue",10.2
"10889","暨南大学",10559,2010,"文科","广东","暨南大学",649,4081,614,7.1,0.0650205761316872,3948256,10130.1854628636,61.5,389.751600745512,10869,0.375471524519275,"jinandaxue",10.2
"10903","暨南大学",10559,2011,"文科","广东","暨南大学",601,2693,608,7.36,0.0680161943319838,4601306,10440.94,65.5,440.698442860509,10919,0.246634307170986,"jinandaxue",10.2
"10917","暨南大学",10559,2014,"文科","广东","暨南大学",606,2572,614,63.04,0.0930194805194805,6216397,10644,75.6,584.02827884254,14000,0.183714285714286,"jinandaxue",10.2
"10927","暨南大学",10559,2012,"文科","广东","暨南大学",547,3035,612,8.2,0.0803625377643505,5321028,10505,69.2,506.523369823893,10000,0.3035,"jinandaxue",10.2
"10939","暨南大学",10559,2013,"文科","广东","暨南大学",596,2531,621,7.58,0.0815085158150852,5706792,10594,72.7,538.681517840287,12924,0.195837202104612,"jinandaxue",10.2
"10957","暨南大学",10559,2010,"理科","广东","暨南大学",1253,12674,642,7.1,0.0650205761316872,3948256,10130.1854628636,61.5,389.751600745512,29550,0.428900169204738,"jinandaxue",10.2
"10964","暨南大学",10559,2013,"理科","广东","暨南大学",1418,11843,610,7.58,0.0815085158150852,5706792,10594,72.7,538.681517840287,40420,0.292998515586343,"jinandaxue",10.2
"10984","暨南大学",10559,2015,"文科","广东","暨南大学",697,4706,600,64.67,0.0812792511700468,6779224,10724,75.4,632.15441999254,16964,0.277410987974534,"jinandaxue",10.2
"10997","暨南大学",10559,2012,"理科","广东","暨南大学",1412,11744,613,8.2,0.0803625377643505,5321028,10505,69.2,506.523369823893,29207,0.402095388091896,"jinandaxue",10.2
"10999","暨南大学",10559,2011,"理科","广东","暨南大学",1354,11312,596,7.36,0.0680161943319838,4601306,10440.94,65.5,440.698442860509,30392,0.372203211371414,"jinandaxue",10.2
"11031","武汉大学",10486,2010,"理科","湖北","武汉大学",145,5971,655,40.14,0.179423868312757,1296110,5720,61.5,226.592657342657,29550,0.202064297800338,"wuhandaxue",984
"11032","武汉大学",10486,2015,"理科","湖北","武汉大学",198,4680,646,80.72,0.301092043681747,2736704,5816,75.4,470.547455295736,51000,0.0917647058823529,"wuhandaxue",984
"11035","武汉大学",10486,2012,"文科","湖北","武汉大学",38,2172,617,39.37,0.222356495468278,1963226,5758,69.2,340.956234803751,10000,0.2172,"wuhandaxue",984
"11042","武汉大学",10486,2013,"理科","湖北","武汉大学",202,7178,622,37.06,0.219951338199513,2225045,5779,72.7,385.022495241391,40420,0.177585353785255,"wuhandaxue",984
"11056","武汉大学",10486,2014,"理科","湖北","武汉大学",208,5328,623,74.8,0.253246753246753,2466849,5799,75.6,425.392136575272,43106,0.123602282744861,"wuhandaxue",984
"11069","武汉大学",10486,2015,"文科","湖北","武汉大学",45,824,626,80.72,0.301092043681747,2736704,5816,75.4,470.547455295736,16964,0.0485734496580995,"wuhandaxue",984
"11076","武汉大学",10486,2011,"理科","湖北","武汉大学",174,6495,608,41.07,0.269230769230769,1596761,5727.9143,65.5,278.768311879247,30392,0.213707554619637,"wuhandaxue",984
